首字母,等级,歌名,歌手,类型,技能,爆点,bar,box,开头描述,结尾描述,分数,指数
M,8,"MARIA","黄明昊/KOHH",超极限,极限,781,81,17,B - 左下长条中间、右下长条中间,B - 左边单点、中间单点,1524075,37 + 0.0
M,8,"MARIA","黄明昊/KOHH",超极限,极限,521,60,23,B - 左边长条结尾,B - 左边单点,1522714,36 + 0.2
M,8,"MARIA","黄明昊/KOHH",超极限,极限,522,60,24,B - 右边单点,B - 左边单点,1522195,36 - 0.1
M,8,"MARIA","黄明昊/KOHH",超极限,极限,778,81,7,B - 左边长条结尾,B - 左边长条结尾、中间长条结尾,1522170,36 - 0.1
M,8,"MARIA","黄明昊/KOHH",超极限,极限,519,60,19,B - 左边长条中间,B - 右边单点,1522021,36 - 0.2
M,8,"MARIA","黄明昊/KOHH",超极限,极限,785,81,21,B - 左下长条中间、右下长条中间,B - 左边单点、中间单点,1521999,36 - 0.2
M,8,"MARIA","黄明昊/KOHH",超极限,极限,524,61,0,B - 左下单点,B - 左下滑点,1521848,36 - 0.3
M,8,"MARIA","黄明昊/KOHH",超极限,极限,777,81,5,B - 左边长条中间,B - 左边长条中间、中间长条中间,1521651,36 - 0.4
M,8,"MARIA","黄明昊/KOHH",超极限,极限,779,81,9,B - 左下长条开始、右下长条开始,B - 左边长条结尾、中间长条结尾,1521651,36 - 0.4
,,"无名之辈","陈雪燃",非押爆,爆气,347,44,0,B - 右边长条开始,B - 左边滑点,900192,35 + 0.2
,,"无名之辈","陈雪燃",非押爆,爆气,348,44,1,B - 右边长条中间,B - 左边滑点,898601,35 - 0.1
,,"无名之辈","陈雪燃",非押爆,爆气,347,43,31,B - 右边长条开始,B - 左边滑点,898071,35 - 0.2
,,"无名之辈","陈雪燃",非押爆,爆气,348,44,2,B - 右边长条中间,B - 左边滑点,897010,35 - 0.4
,,"无名之辈","陈雪燃",非押爆,爆气,350,44,5,B - 右边长条中间、左下单点,B - 右边长条开始,897010,35 - 0.4
,,"无名之辈","陈雪燃",非押爆,爆气,347,43,30,B - 右边长条开始,B - 左边滑点,895950,34 + 0.4
,,"无名之辈","陈雪燃",押爆,爆气,347,44,0,B - 右边长条开始,B - 右边长条开始,901783,36 - 0.5
,,"无名之辈","陈雪燃",押爆,爆气,347,43,28,B - 右边长条开始,B - 左边滑点,900192,35 + 0.2
,,"无名之辈","陈雪燃",押爆,爆气,348,44,1,B - 右边长条中间,B - 右边长条开始,900192,35 + 0.2
,,"无名之辈","陈雪燃",押爆,爆气,350,44,5,B - 右边长条中间、左下单点,B - 右边长条中间,900192,35 + 0.2
,,"无名之辈","陈雪燃",押爆,爆气,347,43,27,B - 右边长条开始,B - 左边滑点,898071,35 - 0.2
,,"无名之辈","陈雪燃",超极限,爆气,347,43,31,B - 右边长条开始,B - 右边长条开始,901783,36 - 0.5
,,"无名之辈","陈雪燃",超极限,爆气,348,44,1,B - 右边长条中间,B - 右边长条中间,901783,36 - 0.5
,,"无名之辈","陈雪燃",超极限,爆气,350,44,5,B - 右边长条中间、左下单点,B - 右边长条中间,901783,36 - 0.5
,,"无名之辈","陈雪燃",超极限,爆气,347,43,27,B - 右边长条开始,B - 左边滑点,900192,35 + 0.2
,,"无名之辈","陈雪燃",超极限,爆气,352,44,7,B - 二单点（cool）、右边长条中间,B - 右边长条结尾、左边右滑条开始,898190,36 - 0.2
,,"无名之辈","陈雪燃",超极限,爆气,352,44,8,B - 二单点（cool）、右边长条中间,B - 右边长条结尾、左边右滑条开始,898190,36 - 0.2
,,"无名之辈","陈雪燃",超极限,爆气,353,44,9,B - 二单点（cool）、右边长条中间,B - 左边右滑条中间,898190,36 - 0.2
,,"无名之辈","陈雪燃",超极限,爆气,353,44,10,B - 二单点（cool）、右边长条中间,B - 左边右滑条中间,898190,36 - 0.2
,,"无名之辈","陈雪燃",超极限,爆气,347,43,26,B - 右边长条开始,B - 左边滑点,898071,35 - 0.2
,,"无名之辈","陈雪燃",超极限,爆气,354,44,11,B - 右边长条中间、左边长条开始,B - 左边右滑条中间,898070,35 - 0.2
*,9,"プライド革命","CHiCO with HoneyWorks",非押爆,极限,1300,107,12,B - 右边滑点,B - 左下左滑条结尾、右下长条中间,2174543,38 - 0.3
*,9,"プライド革命","CHiCO with HoneyWorks",非押爆,极限,1303,107,20,B - 左边滑点,B - 右下长条结尾,2174543,38 - 0.3
*,9,"プライド革命","CHiCO with HoneyWorks",非押爆,极限,511,45,24,A - 左下长条开始、右边长条开始,A - 左边滑点,2174203,38 - 0.5
*,9,"プライド革命","CHiCO with HoneyWorks",非押爆,极限,1217,101,24,B - 左边长条开始、右下长条开始,B - 右边滑点,2174203,38 - 0.5
*,9,"プライド革命","CHiCO with HoneyWorks",非押爆,极限,1303,107,18,B - 左边滑点,B - 右下长条中间,2174024,37 + 0.4
*,9,"プライド革命","CHiCO with HoneyWorks",非押爆,极限,510,45,16,A - 右边单点,A - 右下滑点,2173858,37 + 0.3
*,9,"プライド革命","CHiCO with HoneyWorks",非押爆,极限,1216,101,16,B - 左边单点,B - 左下滑点,2173858,37 + 0.3
*,9,"プライド革命","CHiCO with HoneyWorks",非押爆,极限,513,45,25,A - 左下长条中间、右边长条中间,A - 左边滑点,2173857,37 + 0.3
*,9,"プライド革命","CHiCO with HoneyWorks",非押爆,极限,1219,101,25,B - 左边长条中间、右下长条中间,B - 右边滑点,2173857,37 + 0.3
*,9,"プライド革命","CHiCO with HoneyWorks",非押爆,极限,1301,107,13,B - 右边滑点,B - 左下左滑条结尾、右下长条中间,2173851,37 + 0.3
*,9,"プライド革命","CHiCO with HoneyWorks",押爆,极限,498,45,0,A - 左边右滑条开始、右下长条开始,A - 左下单点、右下单点,2175932,39 - 0.5
*,9,"プライド革命","CHiCO with HoneyWorks",押爆,极限,1204,101,0,B - 左下长条开始、右边左滑条开始,B - 左下单点、右下单点,2175932,39 - 0.5
*,9,"プライド革命","CHiCO with HoneyWorks",押爆,极限,511,45,22,A - 左下长条开始、右边长条开始,A - 左边滑点,2175587,38 + 0.3
*,9,"プライド革命","CHiCO with HoneyWorks",押爆,极限,1217,101,22,B - 左边长条开始、右下长条开始,B - 右边滑点,2175587,38 + 0.3
*,9,"プライド革命","CHiCO with HoneyWorks",押爆,极限,1300,107,12,B - 右边滑点,B - 右下长条中间,2175581,38 + 0.3
*,9,"プライド革命","CHiCO with HoneyWorks",押爆,极限,510,45,14,A - 右边单点,A - 右下滑点,2175242,38 + 0.1
*,9,"プライド革命","CHiCO with HoneyWorks",押爆,极限,1216,101,14,B - 左边单点,B - 左下滑点,2175242,38 + 0.1
*,9,"プライド革命","CHiCO with HoneyWorks",押爆,极限,1300,107,10,B - 右边滑点,B - 右下长条中间,2175062,38 + 0.0
*,9,"プライド革命","CHiCO with HoneyWorks",押爆,极限,511,45,21,A - 左下长条开始、右边长条开始,A - 左边滑点,2174895,38 - 0.1
*,9,"プライド革命","CHiCO with HoneyWorks",押爆,极限,1217,101,21,B - 左边长条开始、右下长条开始,B - 右边滑点,2174895,38 - 0.1
*,9,"プライド革命","CHiCO with HoneyWorks",超极限,极限,498,44,31,A - 左边右滑条开始、右下长条开始,A - 左下单点、右下单点,2175932,39 - 0.5
*,9,"プライド革命","CHiCO with HoneyWorks",超极限,极限,1204,100,31,B - 左下长条开始、右边左滑条开始,B - 左下单点、右下单点,2175932,39 - 0.5
*,9,"プライド革命","CHiCO with HoneyWorks",超极限,极限,502,45,3,A - 左边右滑条中间、右下长条中间,A - 右下单点,2175587,38 + 0.3
*,9,"プライド革命","CHiCO with HoneyWorks",超极限,极限,511,45,21,A - 左下长条开始、右边长条开始,A - 左边滑点,2175587,38 + 0.3
*,9,"プライド革命","CHiCO with HoneyWorks",超极限,极限,1208,101,3,B - 左下长条中间、右边左滑条中间,B - 左下单点,2175587,38 + 0.3
*,9,"プライド革命","CHiCO with HoneyWorks",超极限,极限,1217,101,21,B - 左边长条开始、右下长条开始,B - 右边滑点,2175587,38 + 0.3
*,9,"プライド革命","CHiCO with HoneyWorks",超极限,极限,1300,107,11,B - 右边滑点,B - 右下长条中间,2175581,38 + 0.3
*,9,"プライド革命","CHiCO with HoneyWorks",超极限,极限,506,45,7,A - 左边右滑条中间、右下长条结尾,A - 左下单点,2175242,38 + 0.1
*,9,"プライド革命","CHiCO with HoneyWorks",超极限,极限,510,45,13,A - 右边单点,A - 右下滑点,2175242,38 + 0.1
*,9,"プライド革命","CHiCO with HoneyWorks",超极限,极限,515,45,27,A - 左下长条中间、右边长条中间,A - 右下单点,2175242,38 + 0.1
R,7,"仁心所向","河图",非押爆,极限,898,83,12,B - 右下单点,B - 右下右滑条中间,1856192,39 - 0.2
R,7,"仁心所向","河图",非押爆,极限,898,83,10,B - 右下单点,B - 右下右滑条中间,1855673,39 - 0.5
R,7,"仁心所向","河图",非押爆,极限,899,83,16,B - 左边单点、右边单点,B - 右下右滑条中间,1855499,38 + 0.4
R,7,"仁心所向","河图",非押爆,极限,898,83,8,B - 右下单点,B - 右下右滑条中间、左边单点,1855154,38 + 0.2
R,7,"仁心所向","河图",非押爆,极限,889,82,20,B - 右边左滑条中间,B - 左边单点、右边滑点,1854980,38 + 0.1
R,7,"仁心所向","河图",非押爆,极限,899,83,14,B - 左边单点、右边单点,B - 右下右滑条中间,1854980,38 + 0.1
R,7,"仁心所向","河图",非押爆,极限,413,42,12,A - 右下单点,A - 左下长条结尾、右边单点,1854806,38 + 0.0
R,7,"仁心所向","河图",非押爆,极限,901,83,20,B - 左边单点、右边单点,B - 右下右滑条结尾、左边单点,1854806,38 + 0.0
R,7,"仁心所向","河图",非押爆,极限,903,83,28,B - 左下单点、右边长条开始,B - 右下单点,1854806,38 + 0.0
R,7,"仁心所向","河图",非押爆,极限,910,84,12,B - 左下单点,B - 右下长条结尾、左边单点,1854806,38 + 0.0
R,7,"仁心所向","河图",押爆,极限,899,83,16,B - 左边单点、右边单点,B - 右下右滑条结尾、左边单点,1858268,40 + 0.0
R,7,"仁心所向","河图",押爆,极限,898,83,12,B - 右下单点,B - 右下右滑条中间,1857230,39 + 0.4
R,7,"仁心所向","河图",押爆,极限,897,83,4,B - 左边单点,B - 右下右滑条中间、左边单点,1856885,39 + 0.2
R,7,"仁心所向","河图",押爆,极限,898,83,10,B - 右下单点,B - 右下右滑条中间,1856711,39 + 0.1
R,7,"仁心所向","河图",押爆,极限,412,42,8,A - 右下单点,A - 左下长条结尾、右边单点,1856537,39 + 0.0
R,7,"仁心所向","河图",押爆,极限,901,83,20,B - 左边单点、右边单点,B - 左边单点,1856537,39 + 0.0
R,7,"仁心所向","河图",押爆,极限,903,83,28,B - 左下单点、右边长条开始,B - 左下单点,1856537,39 + 0.0
R,7,"仁心所向","河图",押爆,极限,909,84,8,B - 左下单点,B - 右下长条结尾、左边单点,1856537,39 + 0.0
R,7,"仁心所向","河图",押爆,极限,898,83,8,B - 右下单点,B - 右下右滑条中间,1856192,39 - 0.2
R,7,"仁心所向","河图",押爆,极限,1088,96,0,B - 左下左滑条开始、右边单点,B - 左边单点、右边单点,1856192,39 - 0.2
R,7,"仁心所向","河图",超极限,极限,899,83,15,B - 左边单点、右边单点,B - 右下右滑条结尾、左边单点,1858268,40 + 0.0
R,7,"仁心所向","河图",超极限,极限,898,83,11,B - 右下单点,B - 右下右滑条中间,1857230,39 + 0.4
R,7,"仁心所向","河图",超极限,极限,897,83,3,B - 左边单点,B - 右下右滑条中间、左边单点,1856885,39 + 0.2
R,7,"仁心所向","河图",超极限,极限,898,83,9,B - 右下单点,B - 右下右滑条中间,1856711,39 + 0.1
R,7,"仁心所向","河图",超极限,极限,412,42,7,A - 右下单点,A - 左下长条结尾、右边单点,1856537,39 + 0.0
R,7,"仁心所向","河图",超极限,极限,887,82,15,B - 右边右滑条左拐,B - 左边单点、右边滑点,1856537,39 + 0.0
R,7,"仁心所向","河图",超极限,极限,901,83,19,B - 左边单点、右边单点,B - 左边单点,1856537,39 + 0.0
R,7,"仁心所向","河图",超极限,极限,903,83,27,B - 左下单点、右边长条开始,B - 左下单点,1856537,39 + 0.0
R,7,"仁心所向","河图",超极限,极限,909,84,7,B - 左下单点,B - 右下长条结尾、左边单点,1856537,39 + 0.0
R,7,"仁心所向","河图",超极限,极限,895,82,31,B - 右边左滑条结尾、左边单点,B - 左边单点、右下右滑条开始,1856366,39 - 0.1
V,10,"Victory(困难版)","Bond",非押爆,极限,1401,121,0,B - 左下单点、右下单点,B - 左边单点,3404901,58 + 0.0
V,10,"Victory(困难版)","Bond",非押爆,极限,1401,120,30,B - 左下单点、右下单点,B - 右边单点,3403170,57 + 0.0
V,10,"Victory(困难版)","Bond",非押爆,极限,1403,121,2,B - 右边单点,B - 右边单点,3403170,57 + 0.0
V,10,"Victory(困难版)","Bond",非押爆,极限,1401,120,28,B - 左下单点、右下单点,B - 左边单点,3401439,56 + 0.0
V,10,"Victory(困难版)","Bond",非押爆,极限,1403,121,1,B - 右边单点,B - 左边单点,3401439,56 + 0.0
V,10,"Victory(困难版)","Bond",押爆,极限,1401,120,30,B - 左下单点、右下单点,B - 右边单点,3406632,59 + 0.0
V,10,"Victory(困难版)","Bond",押爆,极限,1401,120,28,B - 左下单点、右下单点,B - 左边单点,3404901,58 + 0.0
V,10,"Victory(困难版)","Bond",押爆,极限,1401,120,26,B - 左下单点、右下单点,B - 右边单点,3403170,57 + 0.0
V,10,"Victory(困难版)","Bond",超极限,极限,1401,120,29,B - 左下单点、右下单点,B - 右边单点,3406632,59 + 0.0
V,10,"Victory(困难版)","Bond",超极限,极限,1401,120,27,B - 左下单点、右下单点,B - 左边单点,3404901,58 + 0.0
V,10,"Victory(困难版)","Bond",超极限,极限,1401,120,25,B - 左下单点、右下单点,B - 右边单点,3403170,57 + 0.0
V,10,"Victory(困难版)","Bond",超极限,极限,1400,120,23,B - 左下长条结尾,B - 左边单点,3401958,56 + 0.3
N,7,"牛奶面包","杨紫/鱿小鱼",非押爆,爆气,192,21,12,A - 右边长条结尾、左边单点,A - 左边单点,1315606,38 + 0.0
N,7,"牛奶面包","杨紫/鱿小鱼",非押爆,爆气,468,49,4,B - 左边长条开始、右边长条开始,B - 左边单点,1315604,38 + 0.0
N,7,"牛奶面包","杨紫/鱿小鱼",非押爆,爆气,194,21,20,A - 右下单点,A - 左边右滑条中间,1315075,38 - 0.1
N,7,"牛奶面包","杨紫/鱿小鱼",非押爆,爆气,478,49,20,B - 左下单点,B - 右边左滑条中间,1315075,38 - 0.1
N,7,"牛奶面包","杨紫/鱿小鱼",非押爆,爆气,202,22,8,A - 右边滑点,A - 中间单点,1314016,38 - 0.3
N,7,"牛奶面包","杨紫/鱿小鱼",非押爆,爆气,486,50,8,B - 左边滑点,B - 中间单点,1314016,38 - 0.3
N,7,"牛奶面包","杨紫/鱿小鱼",非押爆,爆气,197,22,0,A - 左边滑点,A - 右边单点,1314013,38 - 0.3
N,7,"牛奶面包","杨紫/鱿小鱼",非押爆,爆气,481,50,0,B - 右边滑点,B - 左边单点,1314013,38 - 0.3
N,7,"牛奶面包","杨紫/鱿小鱼",非押爆,爆气,190,21,8,A - 右边长条中间,A - 右边单点,1313484,38 - 0.4
N,7,"牛奶面包","杨紫/鱿小鱼",非押爆,爆气,194,21,18,A - 右下单点,A - 左边右滑条中间,1313484,38 - 0.4
N,7,"牛奶面包","杨紫/鱿小鱼",押爆,爆气,468,49,4,B - 左边长条开始、右边长条开始,B - 左边单点,1320908,39 + 0.0
N,7,"牛奶面包","杨紫/鱿小鱼",押爆,爆气,202,22,8,A - 右边滑点,A - 左下单点,1319320,39 - 0.3
N,7,"牛奶面包","杨紫/鱿小鱼",押爆,爆气,486,50,8,B - 左边滑点,B - 右下单点,1319320,39 - 0.3
N,7,"牛奶面包","杨紫/鱿小鱼",押爆,爆气,196,21,28,A - 右下单点,A - 右边单点,1319317,39 - 0.3
N,7,"牛奶面包","杨紫/鱿小鱼",押爆,爆气,197,22,0,A - 左边滑点,A - 右下单点,1319317,39 - 0.3
N,7,"牛奶面包","杨紫/鱿小鱼",押爆,爆气,480,49,28,B - 左下单点,B - 左边单点,1319317,39 - 0.3
N,7,"牛奶面包","杨紫/鱿小鱼",押爆,爆气,481,50,0,B - 右边滑点,B - 左下单点,1319317,39 - 0.3
N,7,"牛奶面包","杨紫/鱿小鱼",押爆,爆气,190,21,8,A - 右边长条中间,A - 左边单点,1318788,39 - 0.4
N,7,"牛奶面包","杨紫/鱿小鱼",押爆,爆气,194,21,20,A - 右下单点,A - 左下右滑条左拐,1318257,39 - 0.5
N,7,"牛奶面包","杨紫/鱿小鱼",押爆,爆气,478,49,20,B - 左下单点,B - 右下左滑条右拐,1318257,39 - 0.5
N,7,"牛奶面包","杨紫/鱿小鱼",超极限,爆气,468,49,3,B - 左边长条开始、右边长条开始,B - 左边单点、一单点（cool）,1321028,40 + 0.0
N,7,"牛奶面包","杨紫/鱿小鱼",超极限,爆气,190,21,7,A - 右边长条中间,A - 左边单点,1320379,39 - 0.1
N,7,"牛奶面包","杨紫/鱿小鱼",超极限,爆气,472,49,7,B - 左边长条中间、右边长条中间,B - 右边单点,1319848,39 - 0.2
N,7,"牛奶面包","杨紫/鱿小鱼",超极限,爆气,196,21,27,A - 一单点（cool）、右下单点,A - 右边单点、一单点（cool）,1319557,41 - 0.3
N,7,"牛奶面包","杨紫/鱿小鱼",超极限,爆气,196,21,28,A - 一单点（cool）、右下单点,A - 右边单点、一单点（cool）,1319557,41 - 0.3
N,7,"牛奶面包","杨紫/鱿小鱼",超极限,爆气,197,21,31,A - 一单点（cool）、左边滑点,A - 右下单点、一单点（cool）,1319557,41 - 0.3
N,7,"牛奶面包","杨紫/鱿小鱼",超极限,爆气,197,22,0,A - 一单点（cool）、左边滑点,A - 右下单点、一单点（cool）,1319557,41 - 0.3
N,7,"牛奶面包","杨紫/鱿小鱼",超极限,爆气,480,49,27,B - 一单点（cool）、左下单点,B - 左边单点、一单点（cool）,1319557,41 - 0.3
N,7,"牛奶面包","杨紫/鱿小鱼",超极限,爆气,480,49,28,B - 一单点（cool）、左下单点,B - 左边单点、一单点（cool）,1319557,41 - 0.3
N,7,"牛奶面包","杨紫/鱿小鱼",超极限,爆气,481,49,31,B - 一单点（cool）、右边滑点,B - 左下单点、一单点（cool）,1319557,41 - 0.3
,,"我的名字","焦迈奇",非押爆,爆气,234,38,8,A - 左下单点,A - 右下单点,1272673,35 + 0.3
,,"我的名字","焦迈奇",非押爆,爆气,235,38,16,A - 左下滑点,A - 左边单点,1272673,35 + 0.3
,,"我的名字","焦迈奇",非押爆,爆气,237,38,18,A - 右下单点,A - 左边单点,1268431,35 - 0.5
,,"我的名字","焦迈奇",非押爆,爆气,238,38,24,A - 右边单点,A - 右边单点,1268431,35 - 0.5
,,"我的名字","焦迈奇",非押爆,爆气,240,39,0,A - 左边单点,A - 左下单点,1268431,35 - 0.5
,,"我的名字","焦迈奇",押爆,爆气,237,38,20,A - 右下单点,A - 右边单点,1273735,36 - 0.5
,,"我的名字","焦迈奇",押爆,爆气,238,38,24,A - 右边单点,A - 右边单点,1273735,36 - 0.5
,,"我的名字","焦迈奇",押爆,爆气,234,38,4,A - 左下单点,A - 右下单点,1272673,35 + 0.3
,,"我的名字","焦迈奇",押爆,爆气,235,38,12,A - 左下滑点,A - 左边单点,1272673,35 + 0.3
,,"我的名字","焦迈奇",押爆,爆气,242,39,8,A - 左下单点,A - 左边单点,1271082,35 + 0.0
,,"我的名字","焦迈奇",押爆,爆气,243,39,12,A - 右下长条开始,A - 左边单点,1271082,35 + 0.0
,,"我的名字","焦迈奇",押爆,爆气,240,39,0,A - 左边单点,A - 右边长条开始,1270022,35 - 0.2
,,"我的名字","焦迈奇",押爆,爆气,244,39,13,A - 右下长条中间,A - 左边单点,1269491,35 - 0.3
,,"我的名字","焦迈奇",超极限,爆气,238,38,23,A - 一单点（cool）、右边单点,A - 右边单点、一单点（cool）,1273975,38 - 0.5
,,"我的名字","焦迈奇",超极限,爆气,238,38,24,A - 一单点（cool）、右边单点,A - 右边单点、一单点（cool）,1273975,38 - 0.5
,,"我的名字","焦迈奇",超极限,爆气,237,38,19,A - 右下单点,A - 右边单点、一单点（cool）,1273855,37 - 0.5
,,"我的名字","焦迈奇",超极限,爆气,239,38,27,A - 一单点（cool）、右边单点,A - 左下单点,1273855,37 - 0.5
,,"我的名字","焦迈奇",超极限,爆气,239,38,28,A - 一单点（cool）、右边单点,A - 左下单点,1273855,37 - 0.5
,,"我的名字","焦迈奇",超极限,爆气,234,38,7,A - 左下单点,A - 右下单点、一单点（cool）,1272793,36 + 0.3
,,"我的名字","焦迈奇",超极限,爆气,235,38,11,A - 一单点（cool）、左下滑点,A - 左边单点,1272793,36 + 0.3
,,"我的名字","焦迈奇",超极限,爆气,235,38,12,A - 一单点（cool）、左下滑点,A - 左边单点,1272793,36 + 0.3
,,"我的名字","焦迈奇",超极限,爆气,235,38,15,A - 左下滑点,A - 左边单点、一单点（cool）,1272793,36 + 0.3
,,"我的名字","焦迈奇",超极限,爆气,234,38,3,A - 左下单点,A - 右下单点,1272673,35 + 0.3
Z,9,"直到世界终结(困难版)","WANDS",非押爆,极限,1306,98,7,B - 左边长条结尾、右下单点,B - 左边滑点、右边滑点,2362635,42 - 0.2
Z,9,"直到世界终结(困难版)","WANDS",非押爆,极限,1308,98,12,B - 右边单点,B - 左下单点,2362116,42 - 0.5
Z,9,"直到世界终结(困难版)","WANDS",非押爆,极限,1203,92,24,B - 左边滑点,B - 左下单点、右边单点,2361428,41 + 0.1
Z,9,"直到世界终结(困难版)","WANDS",非押爆,极限,1232,95,0,B - 左边右滑条开始、右边长条开始,B - 右边左滑条中间,2361252,41 + 0.0
Z,9,"直到世界终结(困难版)","WANDS",非押爆,极限,1305,98,6,B - 左边长条中间,B - 左边滑点、右下滑点,2361251,41 + 0.0
Z,9,"直到世界终结(困难版)","WANDS",非押爆,极限,1236,95,4,B - 左边右滑条中间、右边长条中间,B - 右边左滑条结尾、左下单点,2360907,41 - 0.2
Z,9,"直到世界终结(困难版)","WANDS",非押爆,极限,1232,94,30,B - 左边右滑条开始、右边长条开始,B - 右边左滑条中间,2360733,41 - 0.3
Z,9,"直到世界终结(困难版)","WANDS",非押爆,极限,886,72,0,B - 右边滑点,B - 左边左滑条中间,2360565,41 - 0.4
Z,9,"直到世界终结(困难版)","WANDS",非押爆,极限,1311,98,20,B - 右边右滑条中间,B - 左下单点,2360559,41 - 0.4
Z,9,"直到世界终结(困难版)","WANDS",非押爆,极限,1207,92,28,B - 左下单点、右下右滑条开始,B - 右边单点,2360391,41 - 0.5
Z,9,"直到世界终结(困难版)","WANDS",押爆,极限,1232,95,0,B - 左边右滑条开始、右边长条开始,B - 右边左滑条结尾、左下单点,2364021,43 - 0.4
Z,9,"直到世界终结(困难版)","WANDS",押爆,极限,1306,98,8,B - 左边长条结尾、右下单点,B - 左下单点,2363847,43 - 0.5
Z,9,"直到世界终结(困难版)","WANDS",押爆,极限,1304,98,3,B - 左边长条中间,B - 左边滑点、右边滑点,2363673,42 + 0.4
Z,9,"直到世界终结(困难版)","WANDS",押爆,极限,1203,92,24,B - 左边滑点,B - 右边单点,2363159,42 + 0.1
Z,9,"直到世界终结(困难版)","WANDS",押爆,极限,1304,98,4,B - 左边长条中间,B - 左边滑点、右边滑点,2363154,42 + 0.1
Z,9,"直到世界终结(困难版)","WANDS",押爆,极限,1234,95,1,B - 左边右滑条中间、右边长条中间,B - 右边左滑条结尾、左下单点,2362983,42 + 0.0
Z,9,"直到世界终结(困难版)","WANDS",押爆,极限,1305,98,6,B - 左边长条中间,B - 左边滑点、右边滑点,2362635,42 - 0.2
Z,9,"直到世界终结(困难版)","WANDS",押爆,极限,1306,98,7,B - 左边长条结尾、右下单点,B - 左边滑点、右边滑点,2362635,42 - 0.2
Z,9,"直到世界终结(困难版)","WANDS",押爆,极限,1299,97,20,B - 左下单点、右边单点,B - 左边右滑条中间、右边左滑条中间,2362292,42 - 0.4
Z,9,"直到世界终结(困难版)","WANDS",押爆,极限,1303,98,2,B - 左边长条中间,B - 左边滑点、右下滑点,2362289,42 - 0.4
Z,9,"直到世界终结(困难版)","WANDS",超极限,极限,1306,98,7,B - 左边长条结尾、右下单点,B - 左下单点,2364366,43 - 0.2
Z,9,"直到世界终结(困难版)","WANDS",超极限,极限,1303,98,2,B - 左边长条中间,B - 左边滑点、右边滑点,2364192,43 - 0.3
Z,9,"直到世界终结(困难版)","WANDS",超极限,极限,1232,94,31,B - 左边右滑条开始、右边长条开始,B - 右边左滑条结尾、左下单点,2364021,43 - 0.4
Z,9,"直到世界终结(困难版)","WANDS",超极限,极限,1304,98,3,B - 左边长条中间,B - 左边滑点、右边滑点,2363673,42 + 0.4
Z,9,"直到世界终结(困难版)","WANDS",超极限,极限,1203,92,23,B - 左边滑点,B - 右边单点,2363159,42 + 0.1
Z,9,"直到世界终结(困难版)","WANDS",超极限,极限,1305,98,5,B - 左边长条中间,B - 左边滑点、右边滑点,2363154,42 + 0.1
Z,9,"直到世界终结(困难版)","WANDS",超极限,极限,1234,95,1,B - 左边右滑条中间、右边长条中间,B - 右边左滑条结尾、左下单点,2362983,42 + 0.0
Z,9,"直到世界终结(困难版)","WANDS",超极限,极限,1303,98,1,B - 左边长条中间,B - 左边滑点、右下滑点,2362808,42 - 0.1
Z,9,"直到世界终结(困难版)","WANDS",超极限,极限,1299,97,19,B - 左下单点、右边单点,B - 左边右滑条中间、右边左滑条中间,2362292,42 - 0.4
Z,9,"直到世界终结(困难版)","WANDS",超极限,极限,1308,98,9,B - 右边单点,B - 左下单点,2362116,42 - 0.5
,,"Sometimes","Kat Graham",非押爆,爆气,358,60,24,B - 右下单点,B - 右下单点,897477,30 - 0.3
,,"Sometimes","Kat Graham",非押爆,爆气,359,60,28,B - 右边右滑条开始,B - 左下单点,897477,30 - 0.3
,,"Sometimes","Kat Graham",非押爆,爆气,348,59,16,B - 左下单点,B - 左边右滑条结尾,896948,30 - 0.4
,,"Sometimes","Kat Graham",非押爆,爆气,347,59,8,B - 右下单点,B - 左边左滑条右拐,895888,29 + 0.4
,,"Sometimes","Kat Graham",非押爆,爆气,360,60,29,B - 右边右滑条中间,B - 左下单点,895886,29 + 0.4
,,"Sometimes","Kat Graham",非押爆,爆气,348,59,14,B - 左下单点,B - 左边右滑条中间,895357,29 + 0.3
,,"Sometimes","Kat Graham",非押爆,爆气,346,59,0,B - 右边单点,B - 左边左滑条开始,894828,29 + 0.2
,,"Sometimes","Kat Graham",非押爆,爆气,347,59,6,B - 右下单点,B - 左边左滑条中间,894297,29 + 0.1
,,"Sometimes","Kat Graham",非押爆,爆气,360,60,30,B - 右边右滑条中间,B - 左下单点,894295,29 + 0.1
,,"Sometimes","Kat Graham",非押爆,爆气,366,61,8,B - 左下单点,B - 右边右滑条左拐,894295,29 + 0.1
,,"Sometimes","Kat Graham",押爆,爆气,358,60,24,B - 右下单点,B - 左下单点,902781,31 - 0.3
,,"Sometimes","Kat Graham",押爆,爆气,347,59,8,B - 右下单点,B - 左边右滑条中间,899070,30 + 0.0
,,"Sometimes","Kat Graham",押爆,爆气,359,60,28,B - 右边右滑条开始,B - 右下右滑条开始,899068,30 + 0.0
,,"Sometimes","Kat Graham",押爆,爆气,346,59,0,B - 右边单点,B - 左边左滑条中间,898010,30 - 0.2
,,"Sometimes","Kat Graham",超极限,爆气,358,60,23,B - 右下单点,B - 左下单点,902781,31 - 0.3
,,"Sometimes","Kat Graham",超极限,爆气,359,60,27,B - 一单点（cool）、右边右滑条开始,B - 右下右滑条开始,899188,31 + 0.0
,,"Sometimes","Kat Graham",超极限,爆气,359,60,28,B - 一单点（cool）、右边右滑条开始,B - 右下右滑条开始,899188,31 + 0.0
