字母,等级,歌名,歌手,突变,技能,类型,双排爆点,开头描述,结尾描述,半cb,全cb,双指数,单排爆点,开头描述,结尾描述,半cb,全cb,分数,单指数
J,7,"就是你","范玮琪",,,分开,425 + 733,B - 二轨长条开始^^^B - 三轨长条右滑,B - 二轨长条左滑^^^B - 三轨单点,384,898,72 - 0.5,425,B - 二轨长条开始,B - 二轨长条左滑,384,898,1402911,36 - 0.1
I,8,"I am YOU","Stray Kids",,,分开,110 + 194、110 + 195、111 + 195、111 + 196,A - 四轨单点^^^A - 四轨单点,A - 四轨单点^^^A - 一轨单点,503,896,83 + 0.4,193、195,A - 四轨单点,A - 二轨单点,503,896,1634146,43 - 0.2
X,6,"小星星","汪苏泷",100,红色,分开,350 + 801、351 + 801,A - 三轨单点^^^B - 二轨单点,A - 三轨长条结尾^^^B - 四轨长条左滑,454,980,76 + 0.2,801,B - 二轨单点,B - 四轨长条左滑,454,980,1530412,41 - 0.5
,,"For You","高颖浠",,红色,分开,140 + 356,A - 一轨单点、四轨单点^^^B - 三轨单点,A - 四轨单点^^^B - 一轨长条中间,210,455,63 + 0.4,140,A - 一轨单点、四轨单点,A - 四轨单点,210,455,891471,32 + 0.0
,,"Brave Heart","宮崎歩",,红色,分开,238 + 735、735 + 833,A - 二一轨滑条^^^B - 二一轨滑条,A - 四轨单点^^^B - 二轨单点,557,1054,88 + 0.0,735,B - 二一轨滑条,B - 二轨单点,557,1054,1840590,50 - 0.4
,,"Talk Dirty","Jason Derulo/2",,红色,分开,103 + 287、103 + 288、104 + 287、104 + 288、105 + 287、105 + 288、106 + 287、106 + 288、120 + 287、120 + 288,A - 四三轨滑键^^^B - 四轨长条结尾,A - 四三轨滑键^^^B - 二轨单点、三轨单点,225,352,42 + 0.1,287、288,B - 四轨长条结尾,B - 二轨单点、三轨单点,225,352,652833,22 - 0.5
*,10,"プライド革命","CHiCO with HoneyWorks",,,分开,353 + 1201,A - 二轨单点、四轨长条开始^^^B - 一轨长条开始、三轨单点,A - 二轨单点、四轨单点^^^B - 一轨单点、三轨单点,829,1694,99 + 0.0,353、1201,A - 二轨单点、四轨长条开始,A - 二轨单点、四轨单点,829,1694,2773360,50 - 0.5
,,"OKAY","王嘉尔",,红色,分开,164 + 447,A - 三轨长条开始^^^B - 四轨长条开始,A - 二轨单点^^^B - 三轨单点,240,528,61 + 0.4,447,B - 四轨长条开始,B - 三轨单点,240,528,935519,31 - 0.3
C,9,"长安诀","汪苏泷",,,分开,349 + 1000,A - 一二轨滑条、四三轨滑条^^^B - 一二轨滑条、四三轨滑条,A - 二轨单点、四轨单点^^^B - 一轨单点、三轨单点,500,1229,110 + 0.2,349、1000,A - 一二轨滑条、四三轨滑条,A - 二轨单点、四轨单点,500,1229,2255233,55 + 0.1
,,"直到世界终结(困难版)","WANDS",,,分开,483 + 951、501 + 951,B - 四三轨滑条、五轨长条中间^^^B - 一轨单点、三轨单点,B - 二轨长条左滑、三轨单点^^^B - 一轨长条中间、三四轨滑键,452,1327,113 + 0.0,951,B - 一轨单点、三轨单点,B - 一轨长条中间、三四轨滑键,452,1327,2679457,61 - 0.4
C,9,"Candy Pop","TWICE",,红色,存气,411 + 925、438 + 898,A - 二轨单点、四轨单点^^^B - 一轨单点、四轨单点,A - 二轨长条结尾、三轨长条结尾^^^B - 二轨长条右滑、四轨长条结尾,483,1160,104 + 0.1,933,B - 二轨单点、三轨单点,B - 二轨长条右滑、四轨长条结尾,483,1160,2041162,55 - 0.1
P,6,"Play It Cool","Steve Aoki/MONSTA X",,红色,分开,121 + 244、121 + 245、121 + 246、121 + 247、121 + 249、121 + 250、121 + 251、121 + 244、121 + 245、121 + 246,A - 四轨单点^^^B - 一轨单点,A - 二轨单点^^^B - 三轨单点,231,494,58 + 0.0,121、122、123、124、126、127、128、244、245、246,A - 四轨单点,A - 二轨单点,231,494,1003429,29 + 0.0
*,7,"1234喜欢你","王欣宇",,,分开,517 + 588、524 + 588、525 + 588、526 + 588,B - 一轨单点、四轨单点^^^B - 四轨单点,B - 三轨单点^^^B - 二轨单点、四轨单点,322,711,71 + 0.0,517、524、525、526,B - 一轨单点、四轨单点,B - 三轨单点,322,711,1483766,36 - 0.5
,,"带你去旅行","校长",,红色,分开,157 + 429,A - 三轨单点^^^B - 三轨单点,A - 二轨长条结尾、三轨单点^^^B - 二轨单点,247,492,64 + 0.0,429,B - 三轨单点,B - 二轨单点,247,492,1033913,33 + 0.3
V,10,"VORACITY","MYTH & ROID",,,分开,518 + 1074、520 + 1074、1074 + 1426、1074 + 1428、1075 + 1426、1075 + 1428,A - 二轨单点、三轨单点^^^B - 二轨长条中间,A - 一轨单点、四轨单点^^^B - 二轨单点、三轨单点,706,1614,95 - 0.1,1074,B - 二轨长条中间,B - 二轨单点、三轨单点,706,1614,2941673,48 - 0.5
,,"胡萝卜须","许嵩",,红色,分开,126 + 257、126 + 533、126 + 534,A - 三轨单点^^^A - 一二轨滑键、四轨长条结尾,A - 一轨长条结尾、三轨长条结尾^^^A - 一轨单点、四轨长条中间,354,735,82 + 0.0,126,A - 三轨单点,A - 一轨长条结尾、三轨长条结尾,354,735,1463395,44 - 0.3
G,6,"更发光","以团之名",,,分开,322 + 611、505 + 611、513 + 611,A - 四轨单点^^^B - 三轨单点,A - 一轨单点^^^B - 四轨长条左滑,401,717,61 - 0.5,611,B - 三轨单点,B - 四轨长条左滑,401,717,1297118,31 - 0.1
,,"空山新雨后","音阙诗听/锦零",,红色,分开,226 + 264、227 + 264,B - 一轨单点^^^B - 一轨长条开始,B - 二轨单点^^^B - 三轨单点,166,354,56 - 0.4,264,B - 一轨长条开始,B - 三轨单点,166,354,750974,29 + 0.1
W,9,"无可取代","李雪岩",,,存气,517 + 1012、517 + 1017,A - 二一轨滑键、三轨长条开始^^^B - 四轨长条左滑,A - 三四轨滑键^^^B - 一轨长条结尾、四轨长条中间,631,1297,91 + 0.2,516,A - 三轨单点,A - 三四轨滑键,631,1297,2524856,48 - 0.2
,,"Doraradora","Fujigami Mai",,,存气,262 + 531、268 + 525、270 + 518、270 + 517,A - 二轨长条开始^^^B - 四轨长条中间,A - 三轨长条结尾^^^B - 四轨长条左滑,300,634,64 + 0.4,544、546,B - 一轨单点、四轨长条结尾,B - 二轨长条结尾、三轨单点,300,634,1304421,34 + 0.0
S,10,"Stand By Me","the peggies",,,分开,615 + 1018、1018 + 1309,A - 一二轨滑条、四三轨滑键^^^B - 一轨单点、三轨单点,A - 四轨长条中间^^^B - 三轨单点,836,1530,88 - 0.2,1018,B - 一轨单点、三轨单点,B - 三轨单点,836,1530,2805601,44 + 0.0
,,"HERO","李子璇",,红色,分开,23 + 99,A - 一轨单点^^^A - 三轨长条开始,A - 四轨单点^^^A - 四轨单点,269,514,75 + 0.1,99,A - 三轨长条开始,A - 四轨单点,269,514,1114001,40 - 0.2
,,"淋雨一直走","张韶涵",,红色,分开,59 + 181,A - 四轨单点^^^B - 四轨单点,A - 四轨单点^^^B - 三轨单点,126,248,64 + 0.2,181,B - 四轨单点,B - 三轨单点,126,248,702331,32 - 0.4
,,"Getaway","Syn Cole",,,分开,355 + 497、355 + 498、355 + 499,B - 二轨长条开始^^^B - 三轨单点,B - 三轨长条右滑^^^B - 一轨单点,253,625,53 + 0.3,497、498、499,B - 三轨单点,B - 一轨单点,253,625,1117405,27 - 0.1
,,"Pure","向井太一",,红色,存气,154 + 241,A - 三轨单点^^^B - 四轨单点,A - 一轨单点^^^B - 四轨单点,162,334,55 - 0.2,238、239、240、241、242、243,B - 二轨单点,B - 二轨长条结尾、三轨长条结尾,162,334,775136,28 - 0.2
,,"一舞钟情","A-Lin",,红色,分开,182 + 470,A - 四轨长条开始^^^B - 三轨长条开始,A - 二轨长条右滑^^^B - 一轨单点、二轨长条右滑,269,595,67 + 0.0,470,B - 三轨长条开始,B - 一轨单点、二轨长条右滑,269,595,1113709,34 + 0.2
R,10,"Remember","FTISLAND",,,分开,802 + 1577、802 + 1580、805 + 1577、805 + 1580,A - 二一轨滑键、三轨长条右滑^^^B - 二轨长条左滑、三四轨滑键,A - 一轨长条结尾、二轨长条结尾^^^B - 三轨长条结尾、四轨长条结尾,947,1772,87 - 0.3,802、805,A - 二一轨滑键、三轨长条右滑,A - 一轨长条结尾、二轨长条结尾,947,1772,2906507,44 - 0.3
N,9,"你，有没有过","林俊杰",100,,分开,542 + 835,B - 二轨长条开始、四轨单点^^^B - 一轨单点、四轨单点,B - 一轨长条中间、四轨单点^^^B - 四轨长条结尾,465,1127,103 - 0.5,835,B - 一轨单点、四轨单点,B - 四轨长条结尾,465,1127,2196617,51 + 0.3
F,10,"Flower Dance(困难版)","DJ OKAWARI",,,分开,406 + 458、406 + 459、406 + 460、406 + 461、406 + 462、406 + 463、406 + 464、406 + 468、406 + 470、406 + 474,B - 三轨长条左滑^^^B - 二轨单点,B - 一轨单点^^^B - 四轨单点,238,649,84 - 0.4,406,B - 三轨长条左滑,B - 一轨单点,238,649,1910310,43 - 0.4
M,8,"马上上马","庄园",,,分开,612 + 695,B - 二一轨滑条、四轨长条结尾^^^B - 二轨单点,B - 三轨长条右滑^^^B - 一轨长条结尾、四轨长条结尾,459,834,83 - 0.4,695,B - 二轨单点,B - 一轨长条结尾、四轨长条结尾,459,834,1754280,42 - 0.2
,,"期待","Girl's Day",,红色,分开,126 + 365,A - 四轨长条开始^^^B - 四轨长条开始,A - 一轨单点^^^B - 一轨单点,239,535,80 - 0.4,126、365,A - 四轨长条开始,A - 一轨单点,239,535,1177972,40 - 0.2
,,"Long Kiss Good Bye","Halcali",,,分开,527 + 591,B - 一轨单点、四轨单点^^^B - 二轨单点、三轨长条结尾,B - 三轨单点^^^B - 二轨单点、三轨单点,401,862,66 - 0.5,527,B - 一轨单点、四轨单点,B - 三轨单点,401,862,1371223,33 + 0.1
C,9,"CLEAR","坂本真綾",50,,分开,28 + 745,A - 二轨长条开始、四轨长条开始^^^B - 二轨长条开始、四轨长条开始,A - 一轨单点^^^B - 三轨单点,436,954,84 + 0.4,745,B - 二轨长条开始、四轨长条开始,B - 三轨单点,436,954,2069626,44 - 0.5
G,8,"灌溉爱","郭采洁",,红色,分开,141 + 523,A - 二轨单点^^^B - 三轨单点,A - 一轨长条结尾、三轨长条结尾^^^B - 二轨长条结尾、四轨长条结尾,408,790,91 - 0.2,141、523,A - 二轨单点,A - 一轨长条结尾、三轨长条结尾,408,790,1501593,45 + 0.4
F,9,"Faded(困难版)","Alan Walker",,,分开,358 + 788、358 + 789、358 + 790,A - 一轨长条开始、四轨长条开始^^^B - 二轨单点,A - 二轨长条左滑、四轨单点^^^B - 一轨长条右滑、四轨长条左滑,488,893,87 - 0.1,788、789、790,B - 二轨单点,B - 一轨长条右滑、四轨长条左滑,488,893,2164139,44 + 0.2
Z,10,"钻石微笑","Run Girls, Run！",,,分开,343 + 1159,A - 一二轨滑条、三轨单点^^^B - 三四轨滑条,A - 一轨长条中间^^^B - 一二轨滑键、四轨单点,712,1440,100 - 0.1,343,A - 一二轨滑条、三轨单点,A - 一轨长条中间,712,1440,2794692,51 + 0.1
B,6,"别爱太满别睡太晚","贺一航",,,分开,227 + 577,A - 四轨单点^^^B - 一轨单点,A - 三轨长条右滑^^^B - 二轨长条左滑,299,649,59 + 0.2,227、577,A - 四轨单点,A - 三轨长条右滑,299,649,1136781,30 - 0.4
X,8,"幸福症候群","nanawoakari",,,分开,105 + 378、105 + 379、106 + 378、106 + 379、107 + 378、107 + 379、108 + 378、108 + 379、109 + 378、109 + 379,A - 三轨单点^^^B - 二轨单点,A - 二轨单点^^^B - 二轨长条结尾,351,817,78 - 0.4,105、106、107、108、109,A - 三轨单点,A - 二轨单点,351,817,1654079,39 + 0.0
,,"耿耿于怀","王笑文",,,分开,316 + 675,A - 四轨长条开始^^^B - 四轨长条开始,A - 三轨单点^^^B - 三轨单点,400,837,62 - 0.2,316、675,A - 四轨长条开始,A - 三轨单点,400,837,1364898,31 - 0.1
,,"回忆那么伤","孙子涵",,红色,存气,136 + 346、136 + 347、137 + 346,A - 四轨单点^^^B - 一轨单点,A - 一轨单点、四轨长条结尾^^^B - 三轨单点,162,488,72 - 0.1,391,B - 四轨单点,B - 三轨单点,162,488,1086746,36 - 0.2
,,"狂风里拥抱","信/A-Lin",,红色,存气,365 + 635,A - 二一轨滑条、三四轨滑条^^^B - 二轨长条中间、四轨单点,A - 一轨长条结尾、四轨长条结尾^^^B - 一轨长条中间、四轨长条中间,435,944,108 + 0.0,699,B - 一轨单点、三轨单点,B - 一轨长条中间、四轨长条中间,435,944,1729042,54 + 0.4
X,8,"響喜乱舞","GARNiDELiA",,,分开,192 + 600,A - 二轨单点、四轨单点^^^B - 一轨单点、三轨单点,A - 二轨单点、三轨单点^^^B - 二轨单点、三轨单点,437,843,77 + 0.0,600,B - 一轨单点、三轨单点,B - 二轨单点、三轨单点,437,843,1937030,39 + 0.0
,,"下个，路口，见","李宇春",,红色,存气,165 + 381、170 + 376、170 + 381、170 + 376、170 + 381、170 + 376、170 + 381、170 + 376、170 + 381、170 + 376,A - 一轨长条开始^^^B - 二轨单点、四轨单点,A - 一轨长条结尾、三轨长条结尾^^^B - 二轨单点、四轨单点,226,455,59 - 0.4,381、383,B - 二轨单点、四轨单点,B - 二轨单点、四轨单点,226,455,777733,31 + 0.3
,,"魂不守舍","朱星杰",,红色,分开,168 + 329、168 + 333、168 + 338、172 + 329、172 + 333、172 + 338、177 + 329、177 + 333、177 + 338,A - 二一轨滑条^^^B - 三四轨滑条,A - 三轨长条左滑^^^B - 二轨长条右滑,260,555,65 + 0.4,168、172、177、329、333、338,A - 二一轨滑条,A - 三轨长条左滑,260,555,1074955,33 - 0.3
X,6,"小情歌","苏打绿",,红色,分开,377 + 634、377 + 635,B - 三四轨滑条^^^B - 四轨单点,B - 三轨长条中间^^^B - 三轨单点,272,721,75 + 0.4,377,B - 三四轨滑条,B - 三轨长条中间,272,721,1325487,39 - 0.3
,,"歌谣","李荣浩",,红色,分开,381 + 500、381 + 501,B - 二轨单点^^^B - 二轨单点,B - 一轨长条结尾、三轨长条结尾^^^B - 一轨单点、三轨长条结尾,278,638,74 - 0.1,500、501,B - 二轨单点,B - 一轨单点、三轨长条结尾,278,638,1391846,37 + 0.0
R,8,"Radiant","TANGRAM",,,分开,208 + 758、208 + 759、208 + 760、208 + 758、208 + 759、208 + 760、208 + 758、208 + 759、208 + 760、208 + 758,A - 四轨单点^^^B - 一轨单点,A - 一轨长条结尾、三轨长条右滑^^^B - 二轨长条左滑、四轨长条结尾,560,1151,93 + 0.2,208、209、210、758、759、760,A - 四轨单点,A - 一轨长条结尾、三轨长条右滑,560,1151,2025761,47 - 0.4
Q,7,"群居动物","胡66",,红色,分开,234 + 665,A - 三轨单点^^^B - 二轨单点,A - 一轨长条中间^^^B - 四轨长条中间,386,753,84 + 0.2,234、665,A - 三轨单点,A - 一轨长条中间,386,753,1572676,42 + 0.1
L,7,"旅行的爱情","Samuel",100,红色,分开,617 + 863,B - 二轨长条中间、三轨长条开始^^^B - 二轨单点,B - 一轨单点、二轨长条右滑^^^B - 一轨长条中间、三二轨滑键,427,993,102 + 0.0,617,B - 二轨长条中间、三轨长条开始,B - 一轨单点、二轨长条右滑,427,993,1718461,51 + 0.1
,,"赝品","简弘亦",,红色,分开,75 + 154、75 + 332,A - 四轨单点^^^A - 三四轨滑键,A - 三轨单点^^^A - 一轨单点,260,524,59 + 0.4,75,A - 四轨单点,A - 三轨单点,260,524,1028182,31 + 0.1
W,9,"Why So Lonely","Wonder Girls",,,分开,878 + 1450,B - 一轨单点、二轨单点^^^B - 二一轨滑条、三轨长条右滑,B - 一轨长条右滑^^^B - 二轨长条中间、三轨长条中间,723,1619,107 + 0.1,878,B - 一轨单点、二轨单点,B - 一轨长条右滑,723,1619,2807896,54 - 0.4
D,6,"带我走","杨丞琳",,,分开,169 + 626,A - 一轨长条开始、四轨长条中间^^^B - 一轨长条中间、四轨长条开始,A - 二轨单点、四轨长条中间^^^B - 一轨长条中间、三轨单点,416,860,71 + 0.4,626,B - 一轨长条中间、四轨长条开始,B - 一轨长条中间、三轨单点,416,860,1391058,36 + 0.2
,,"滚烫的青春","王源",,红色,分开,50 + 155,A - 一轨单点^^^A - 二轨单点,A - 一轨长条中间^^^A - 四轨单点,246,474,62 + 0.0,50,A - 一轨单点,A - 一轨长条中间,246,474,796925,32 + 0.0
,,"鍵ノ間","黒兎ウル",,,分开,529 + 895、529 + 896、529 + 897、529 + 898、529 + 899、529 + 900、529 + 913、529 + 914、529 + 915、529 + 916,B - 二轨长条右滑^^^B - 四轨单点,B - 二轨单点^^^B - 一轨单点,451,969,94 - 0.3,895、896、897、898、899、900、913、914、915、916,B - 四轨单点,B - 一轨单点,451,969,2215057,48 + 0.0
D,9,"DEAREST DROP","田所あずさ",,,分开,242 + 1065,A - 一轨长条开始、四轨长条中间^^^B - 四轨单点,A - 一轨长条结尾、四轨长条结尾^^^B - 二轨长条结尾、三轨长条结尾,636,1222,100 + 0.4,242,A - 一轨长条开始、四轨长条中间,A - 一轨长条结尾、四轨长条结尾,636,1222,2197745,50 + 0.4
L,8,"凉凉(困难版)","杨宗纬/张碧晨",,,分开,807 + 1317、812 + 1317、817 + 1317,B - 一轨长条中间、四轨单点^^^B - 三轨单点,B - 二一轨滑键、四轨长条中间^^^B - 一轨长条结尾、三轨长条结尾,736,1482,94 + 0.0,807、812、817,B - 一轨长条中间、四轨单点,B - 二一轨滑键、四轨长条中间,736,1482,2566324,50 - 0.1
L,9,"恋のパーフェクト微分方程式","ユウノウミ",,,分开,316 + 723、316 + 724、723 + 804、724 + 804,A - 二轨单点、四轨单点^^^B - 一轨单点,A - 一轨长条开始、三轨长条开始^^^B - 三轨长条右滑,531,1019,83 - 0.1,723、724,B - 一轨单点,B - 三轨长条右滑,531,1019,2197909,43 + 0.2
,,"青春大满贯","胡夏",,红色,分开,303 + 657,A - 一轨单点^^^B - 四轨单点,A - 三轨长条右滑^^^B - 二轨长条左滑,427,733,66 + 0.0,303、657,A - 一轨单点,A - 三轨长条右滑,427,733,1226230,33 + 0.0
B,7,"白衣少年","许诗茵",,,分开,634 + 813,B - 二一轨滑条^^^B - 四轨长条左滑,B - 二一轨滑键、三四轨滑键^^^B - 二一轨滑键、三轨长条右滑,487,1091,82 + 0.2,634,B - 二一轨滑条,B - 二一轨滑键、三四轨滑键,487,1091,1895696,42 + 0.0
,,"爱在我身边","吴映洁",,红色,分开,73 + 204,A - 一轨单点^^^B - 四轨单点,A - 二轨单点^^^B - 三轨单点,134,305,56 - 0.4,204,B - 四轨单点,B - 三轨单点,134,305,640717,28 + 0.3
S,7,"什么什么","蔡依林",,,分开,94 + 358、94 + 360、94 + 369,A - 一轨长条开始^^^B - 三轨单点,A - 二轨单点^^^B - 一轨长条结尾、三轨单点,308,751,79 + 0.4,358、360、369,B - 三轨单点,B - 一轨长条结尾、三轨单点,308,751,1563835,40 - 0.3
,,"Good Girl 赶快爱","陈芳语",,,分开,170 + 503,A - 一轨单点、四轨单点^^^B - 一轨单点、四轨单点,A - 四轨单点^^^B - 一轨单点,289,622,63 + 0.0,170、503,A - 一轨单点、四轨单点,A - 四轨单点,289,622,1251183,32 - 0.5
,,"Pink Magic","艺声",,红色,分开,27 + 220、27 + 221、27 + 222、27 + 223、27 + 224、27 + 422、27 + 423、27 + 424、27 + 425、27 + 426,A - 四轨长条左滑^^^A - 一轨单点,A - 四轨单点^^^A - 四轨单点,314,618,61 - 0.5,27,A - 四轨长条左滑,A - 四轨单点,314,618,1138952,33 - 0.3
R,9,"Rolling Star","YUI",,红色,存气,514 + 1117,A - 二轨长条右滑^^^B - 一轨单点,A - 二轨长条左滑、三轨长条右滑^^^B - 一轨长条右滑、三轨长条右滑,585,1278,106 + 0.4,1164,B - 三轨长条左滑,B - 一轨长条右滑、三轨长条右滑,585,1278,1983193,54 + 0.2
N,6,"那时正好","赵政豪",,红色,分开,583 + 804,B - 二轨长条开始、四轨长条左滑^^^B - 一轨长条开始、四轨长条开始,B - 一轨长条中间、四轨长条结尾^^^B - 一轨长条中间、四轨长条左滑,323,965,86 + 0.4,804,B - 一轨长条开始、四轨长条开始,B - 一轨长条中间、四轨长条左滑,323,965,1562108,47 + 0.1
S,6,"是我","张韶涵",,红色,分开,496 + 684,B - 一二轨滑条、四轨长条左滑^^^B - 三轨单点,B - 一轨单点、三轨单点^^^B - 一轨单点,484,1027,82 + 0.4,684,B - 三轨单点,B - 一轨单点,484,1027,1557273,44 - 0.5
F,10,"Fanfare","Sumika",,,分开,217 + 1245、1108 + 1245,A - 三轨长条右滑^^^B - 二一轨滑条,A - 二轨单点、三轨单点^^^B - 一轨长条结尾、四轨长条结尾,986,2055,91 + 0.4,1245,B - 二一轨滑条,B - 一轨长条结尾、四轨长条结尾,986,2055,3224229,46 - 0.2
W,10,"Wake up!","AAA",,,分开,224 + 825,A - 二轨长条开始、四轨长条开始^^^B - 一轨长条开始、三轨单点,A - 二一轨滑键、四轨长条中间^^^B - 二轨单点、四轨单点,451,1156,113 - 0.3,224,A - 二轨长条开始、四轨长条开始,A - 二一轨滑键、四轨长条中间,451,1156,2540830,59 + 0.4
N,7,"牛奶面包","杨紫/鱿小鱼",,红色,分开,170 + 390、171 + 390、172 + 390,A - 四轨单点^^^B - 一轨长条右滑,A - 三轨单点^^^B - 一轨单点,287,500,70 + 0.2,390,B - 一轨长条右滑,B - 一轨单点,287,500,1190283,36 + 0.2
G,10,"冠世一战","言和",20,,分开,1078 + 1617、1078 + 1626,B - 三轨单点^^^B - 二一轨滑键,B - 二轨长条开始^^^B - 二轨长条左滑、四轨长条结尾,779,1921,102 + 0.1,1078,B - 三轨单点,B - 二轨长条开始,779,1921,3508853,51 + 0.2
B,10,"Bright Burning Shout","T.M.Revolution",,,分开,451 + 1445,A - 二轨单点、四轨长条开始^^^B - 一轨长条开始、三轨单点,A - 二轨长条左滑、四轨长条左滑^^^B - 一轨长条右滑、三轨长条右滑,921,1826,97 + 0.0,1445,B - 一轨长条开始、三轨单点,B - 一轨长条右滑、三轨长条右滑,921,1826,3109151,49 + 0.0
,,"再见安打","唐禹哲",,红色,存气,92 + 205,A - 二轨单点^^^B - 一轨单点、四轨单点,A - 一轨单点、四轨单点^^^B - 二一轨滑键,107,321,49 - 0.4,66,A - 一轨单点,A - 一轨单点、四轨单点,107,321,664416,25 - 0.1
,,"Sweet but Psycho","Ava Max",,,分开,187 + 285、285 + 438、285 + 702,A - 一轨单点^^^A - 四轨单点,A - 一轨单点^^^A - 二轨长条开始,353,784,62 - 0.3,285,A - 四轨单点,A - 二轨长条开始,353,784,1544919,31 + 0.2
Q,10,"琪露诺的完美算术教室","IOSYS",,,分开,816 + 893,B - 二轨单点^^^B - 一轨单点,B - 三轨单点^^^B - 四轨长条中间,797,1562,128 + 0.4,816、817、818、819、820、821、822、823、850,B - 二轨单点,B - 三轨单点,797,1562,3590611,69 + 0.3
,,"Shatter Me","Lindsey Stirling/Lzzy Hale",,,分开,993 + 1158,B - 一轨单点^^^B - 二一轨滑条、三四轨滑条,B - 三四轨滑条^^^B - 二一轨滑条,821,1329,148 - 0.5,993,B - 一轨单点,B - 三四轨滑条,821,1329,2930931,77 + 0.1
,,"Loved","Highlight",,红色,分开,198 + 440,A - 四轨单点^^^B - 一轨单点,A - 三轨长条右滑^^^B - 二轨长条左滑,283,546,55 + 0.0,198、440,A - 四轨单点,A - 三轨长条右滑,283,546,1003918,28 - 0.5
Q,9,"青鸟","生物股长",,,分开,331 + 959、467 + 959、823 + 959,A - 二一轨滑条、三四轨滑键^^^B - 二一轨滑条、三四轨滑键,A - 一轨长条中间、四三轨滑键^^^B - 一轨长条中间、四三轨滑键,576,1268,114 + 0.4,959,B - 二一轨滑条、三四轨滑键,B - 一轨长条中间、四三轨滑键,576,1268,2653429,57 + 0.4
,,"Flower Dance","DJ OKAWARI",,红色,分开,77 + 204,A - 三轨长条开始^^^B - 二轨长条开始,A - 二轨单点、三轨单点^^^B - 二轨单点、三轨单点,128,278,46 + 0.0,204,B - 二轨长条开始,B - 二轨单点、三轨单点,128,278,548934,23 + 0.0
A,8,"Angel With A Shotgun","Nightcore",,,分开,179 + 455,A - 四轨单点^^^B - 一轨单点,A - 三四轨滑键^^^B - 二一轨滑键,365,839,80 - 0.2,179、455,A - 四轨单点,A - 三四轨滑键,365,839,1523903,40 - 0.1
C,10,"Candy Boy","TWICE",,,分开,237 + 910、539 + 910,A - 二轨单点、三四轨滑条^^^B - 二轨单点、四轨长条开始,A - 三四轨滑键^^^B - 二轨长条左滑、三轨长条右滑,401,1129,90 + 0.3,910,B - 二轨单点、四轨长条开始,B - 二轨长条左滑、三轨长条右滑,401,1129,2273414,50 - 0.3
,,"Monsters","Katie Sky",,红色,分开,104 + 225、104 + 231、104 + 232、104 + 225、104 + 231、104 + 232、104 + 225、104 + 231、104 + 232、104 + 225,A - 四轨单点^^^B - 一轨单点,A - 三轨单点^^^B - 二轨单点,180,369,49 + 0.0,104、110、111、225、231、232,A - 四轨单点,A - 三轨单点,180,369,701761,25 - 0.5
H,6,"好奇的猫","胡66",,红色,分开,160 + 467、160 + 473、166 + 467、166 + 473,A - 一轨长条开始^^^B - 四轨长条开始,A - 一轨单点^^^B - 四轨单点,325,632,67 - 0.2,160、166、467、473,A - 一轨长条开始,A - 一轨单点,325,632,1188416,33 + 0.4
F,9,"浮年盏","刘珂矣",20,,分开,923 + 1080,B - 一轨长条右滑、四轨长条开始^^^B - 二轨长条开始、四轨单点,B - 一二轨滑条、四轨长条左滑^^^B - 三轨长条左滑、四轨单点,548,1270,100 - 0.5,923,B - 一轨长条右滑、四轨长条开始,B - 一二轨滑条、四轨长条左滑,548,1270,2260263,50 + 0.3
,,"唱起这首歌","刘人语",,红色,分开,61 + 396,A - 二轨单点^^^B - 三轨单点,A - 一轨长条中间^^^B - 四轨长条中间,356,691,70 + 0.4,396,B - 三轨单点,B - 四轨长条中间,356,691,1306969,35 + 0.2
,,"Dreams Come True","徐明浩",,,分开,99 + 229、99 + 237、99 + 238、104 + 229、104 + 237、104 + 238,A - 四轨长条开始^^^A - 一轨单点,A - 三轨长条右滑^^^A - 二轨单点,310,631,58 - 0.1,99、104,A - 四轨长条开始,A - 三轨长条右滑,310,631,1177428,29 + 0.2
,,"七つ紅葉灯","木制みゅーと",,,分开,511 + 1202、511 + 1204,A - 二一轨滑键、四三轨滑条^^^B - 一轨单点、二轨单点,A - 二轨长条开始、三轨单点^^^B - 二轨单点、三轨单点,744,1563,135 + 0.4,511,A - 二一轨滑键、四三轨滑条,A - 二轨长条开始、三轨单点,744,1563,3724009,69 - 0.5
K,6,"Kids in the Dark","All Time Low",,,分开,218 + 554,A - 二轨单点^^^B - 三轨单点,A - 三轨长条右滑^^^B - 二轨长条左滑,358,746,64 + 0.0,218、554,A - 二轨单点,A - 三轨长条右滑,358,746,1328517,32 + 0.0
B,6,"Bon Bon(给他一击)","强东玥",,红色,分开,174 + 435、174 + 548、174 + 553、435 + 548、435 + 553,A - 四轨长条开始^^^B - 一轨长条开始,A - 一轨单点、四轨长条结尾^^^B - 一轨长条结尾、四轨单点,374,697,70 - 0.2,174、435、548、553,A - 四轨长条开始,A - 一轨单点、四轨长条结尾,374,697,1275409,35 - 0.1
,,"Victory(困难版)","Bond",50,,分开,704 + 1279,A - 一轨长条开始、五四轨滑键^^^B - 二轨单点,A - 五轨长条左滑^^^B - 二轨长条左滑、五轨长条中间,882,1671,164 - 0.3,1279,B - 二轨单点,B - 二轨长条左滑、五轨长条中间,882,1671,3651573,91 + 0.3
