字母,等级,歌名,歌手,突变,技能,类型,双排爆点,开头描述,结尾描述,半cb,全cb,双指数,单排爆点,开头描述,结尾描述,半cb,全cb,分数,单指数
I,9,"I Knew You Were Trouble","Taylor Swift",,,分开,219 + 463,A - 右下角数字 2 绿条开始、左下角数字 2 绿条开始^^^B - 右下角数字 15 蓝条开始,A - 左上角数字 10 绿条中间^^^B - 右下角数字 4 蓝条结尾、左边数字 5 单点,379,617,72 + 0.1,463,B - 右下角数字 15 蓝条开始,B - 右下角数字 4 蓝条结尾、左边数字 5 单点,379,617,1395300,37 - 0.5
S,10,"SWEET TALKER","TWICE",,,分开,266 + 612、268 + 612、269 + 612、270 + 612、271 + 612、272 + 612、273 + 612、274 + 612、276 + 612,A - 右下角数字 6 蓝条结尾、左上角数字 7 单点^^^B - 右下角数字 2 蓝条中间,A - 右上角数字 4 蓝条结尾、左下角数字 4 蓝条结尾^^^B - 左下角数字 19 绿条结尾、右边数字 20 蓝条结尾,330,709,87 - 0.2,266、268、269、270、271、272、273、274、276,A - 右下角数字 6 蓝条结尾、左上角数字 7 单点,A - 右上角数字 4 蓝条结尾、左下角数字 4 蓝条结尾,330,709,1956577,46 - 0.1
J,6,"Just Dance","王一博",,红色,分开,148 + 333、148 + 334、148 + 335、148 + 336、149 + 333、149 + 334、149 + 335、149 + 336、150 + 333、150 + 334,A - 下面数字 3 单点^^^B - 右下角数字 1 单点,A - 中间数字 9 单点^^^B - 左下角数字 5 绿条结尾、右下角数字 6 单点,203,416,64 - 0.3,333、334、335、336,B - 右下角数字 1 单点,B - 左下角数字 5 绿条结尾、右下角数字 6 单点,203,416,988769,36 - 0.1
,,"Flower Dance","DJ OKAWARI",,红色,分开,50 + 147、50 + 148、50 + 149,A - 左下角数字 3 蓝条结尾^^^B - 右下角数字 3 蓝条开始,A - 右下角数字 10 蓝条结尾^^^B - 左下角数字 10 蓝条中间,99,207,60 + 0.0,147、148、149,B - 右下角数字 3 蓝条开始,B - 左下角数字 10 蓝条中间,99,207,632905,30 + 0.0
,,"一舞钟情","A-Lin",,红色,分开,177 + 259、177 + 260、177 + 263、177 + 264,B - 左下角数字 1 单点^^^B - 左下角数字 1 单点,B - 右上角数字 5 绿条开始^^^B - 右上角数字 5 单点,129,286,37 - 0.2,259、260、263、264,B - 左下角数字 1 单点,B - 右上角数字 5 单点,129,286,658436,20 - 0.5
,,"心率","鹿晗",,红色,分开,48 + 113,A - 左上角数字 5 单点^^^B - 左上角数字 6 单点,A - 右边数字 10 绿条开始^^^B - 右边数字 5 绿条结尾,79,166,32 - 0.5,113,B - 左上角数字 6 单点,B - 右边数字 5 绿条结尾,79,166,391521,16 - 0.1
D,6,"带你去旅行","校长",,红色,分开,58 + 213、58 + 214、58 + 215、59 + 213、59 + 214、59 + 215、60 + 213、60 + 214、60 + 215,A - 右下角数字 10 单点^^^B - 右下角数字 3 单点,A - 右上角数字 7 蓝条结尾^^^B - 右上角数字 7 蓝条结尾,145,280,54 + 0.0,213、214、215,B - 右下角数字 3 单点,B - 右上角数字 7 蓝条结尾,145,280,910910,27 + 0.0
,,"后会无期","徐良/汪苏泷",,红色,分开,56 + 140、66 + 140,A - 右上角数字 1 单点^^^B - 左下角数字 1 单点,A - 左上角数字 5 绿条开始^^^B - 右下角数字 5 单点,95,179,33 - 0.5,140,B - 左下角数字 1 单点,B - 右下角数字 5 单点,95,179,391932,17 - 0.4
R,8,"Rolling Star","YUI",,红色,存气,238 + 499、238 + 501、240 + 499,A - 右下角数字 4 绿条结尾、左上角数字 5 蓝条开始^^^B - 右下角数字 3 绿条结尾、左下角数字 1 单点,A - 右边数字 3 蓝条结尾^^^B - 左上角数字 4 蓝条中间,257,571,80 - 0.5,520、522、523,B - 右上角数字 3 绿条结尾、左上角数字 4 蓝条开始,B - 右上角数字 3 蓝条结尾、左上角数字 4 蓝条开始,257,571,1326853,41 - 0.4
,,"You Are","GOT7",,红色,分开,83 + 176、83 + 177、83 + 178、83 + 183,A - 右上角数字 9 蓝条结尾^^^B - 左下角数字 8 单点,A - 右上角数字 10 蓝条结尾^^^B - 左上角数字 9 蓝条结尾,112,239,60 + 0.0,176、177、178、183,B - 左下角数字 8 单点,B - 左上角数字 9 蓝条结尾,112,239,706992,30 + 0.0
,,"太阳雨","QQ炫舞原创",,红色,分开,81 + 99,B - 左上角数字 5 单点^^^B - 左下角数字 8 单点,B - 右上角数字 7 单点、左上角数字 7 单点^^^B - 下面数字 6 单点,64,118,29 - 0.1,99,B - 左下角数字 8 单点,B - 下面数字 6 单点,64,118,320581,14 + 0.4
C,10,"Crossing Field","LiSA",100,,分开,380 + 440、381 + 440,B - 右上角数字 5 单点^^^B - 左上角数字 5 单点,B - 上面数字 3 蓝条结尾、左上角数字 3 蓝条结尾^^^B - 左上角数字 3 蓝条结尾、右上角数字 3 蓝条结尾,332,732,76 - 0.2,380、381、440,B - 右上角数字 5 单点,B - 上面数字 3 蓝条结尾、左上角数字 3 蓝条结尾,332,732,1852320,38 - 0.1
X,7,"修炼爱情","林俊杰 ",,红色,分开,300 + 423、302 + 423,B - 左下角数字 2 单点、右下角数字 2 单点^^^B - 右边数字 5 绿条中间,B - 右上角数字 5 绿条结尾、左上角数字 6 单点^^^B - 左下角数字 10 单点,171,527,56 - 0.4,300、302,B - 左下角数字 2 单点、右下角数字 2 单点,B - 右上角数字 5 绿条结尾、左上角数字 6 单点,171,527,1067168,29 + 0.0
,,"狂欢夜","QQ炫舞原创",,红色,分开,193 + 296,B - 左下角数字 4 绿条中间^^^B - 左上角数字 8 单点,B - 左下角数字 4 单点^^^B - 右下角数字 9 单点,103,326,54 + 0.3,296,B - 左上角数字 8 单点,B - 右下角数字 9 单点,103,326,839347,28 - 0.1
,,"我乐意(QQ炫舞系列主题曲)","许嵩",,红色,分开,121 + 246,A - 左下角数字 4 单点^^^B - 右下角数字 4 单点,A - 左下角数字 9 单点^^^B - 右边数字 10 单点,163,356,49 + 0.2,121,A - 左下角数字 4 单点,A - 左下角数字 9 单点,163,356,859946,25 + 0.1
,,"再见安打","唐禹哲",,红色,分开,71 + 162、72 + 162,B - 左上角数字 1 单点^^^B - 右上角数字 1 单点,B - 左边数字 13 单点^^^B - 右下角数字 3 绿条中间,70,192,43 + 0.3,162,B - 右上角数字 1 单点,B - 右下角数字 3 绿条中间,70,192,529554,22 - 0.5
Q,8,"期待","Girl's Day",,红色,分开,81 + 206、81 + 207、81 + 211,A - 左上角数字 4 单点^^^B - 右上角数字 1 单点,A - 左上角数字 1 单点^^^B - 左上角数字 5 单点,130,288,52 - 0.2,206、207、211,B - 右上角数字 1 单点,B - 左上角数字 5 单点,130,288,877710,26 - 0.1
J,9,"Just Like Fire","P!nk",,,分开,282 + 480,B - 右下角数字 1 绿条开始、左下角数字 1 单点^^^B - 上面数字 1 单点,B - 左下角数字 10 单点^^^B - 左下角数字 8 单点,211,548,77 + 0.3,282,B - 右下角数字 1 绿条开始、左下角数字 1 单点,B - 左下角数字 10 单点,211,548,1535400,39 + 0.4
S,10,"Sparkling Daydream","ZAQ",,,分开,463 + 659、463 + 660、463 + 661,B - 左边数字 9 蓝条开始、右边数字 9 蓝条开始^^^B - 右下角数字 4 单点,B - 右上角数字 3 单点^^^B - 下面数字 2 蓝条中间,356,751,66 + 0.0,463、659、660、661,B - 左边数字 9 蓝条开始、右边数字 9 蓝条开始,B - 右上角数字 3 单点,356,751,1919862,33 + 0.0
,,"Real Change","Masetti",,红色,存气,121 + 176、121 + 177、121 + 178、121 + 176、121 + 177、121 + 178、121 + 176、121 + 177、121 + 178、121 + 176,A - 左下角数字 4 单点^^^B - 左下角数字 1 单点,A - 左下角数字 14 单点^^^B - 右下角数字 5 单点,135,286,49 + 0.0,175、176、177、178、179、180、181、182、183、184,B - 右边数字 12 单点,B - 左上角数字 5 单点,135,286,872885,25 + 0.0
Q,10,"青鸟","生物股长",100,,分开,372 + 602,B - 下面数字 4 蓝条开始、下面数字 4 蓝条开始^^^B - 右下角数字 7 单点,B - 左上角数字 10 绿条结尾、上面数字 1 单点^^^B - 左上角数字 1 蓝条结尾、右上角数字 1 蓝条结尾,329,734,78 - 0.1,602,B - 右下角数字 7 单点,B - 左上角数字 1 蓝条结尾、右上角数字 1 蓝条结尾,329,734,1760939,40 + 0.0
T,6,"淘汰","陈奕迅",,红色,分开,34 + 136,A - 左下角数字 10 蓝条中间^^^B - 左边数字 1 蓝条开始,A - 左上角数字 6 蓝条结尾^^^B - 左边数字 6 单点,135,313,58 + 0.2,34,A - 左下角数字 10 蓝条中间,A - 左上角数字 6 蓝条结尾,135,313,848965,32 + 0.0
B,10,"Butter Fly","和田光司",,,分开,263 + 644,A - 下面数字 9 蓝条开始^^^B - 下面数字 9 蓝条开始,A - 右上角数字 9 绿条中间、左上角数字 9 绿条中间^^^B - 右上角数字 9 绿条中间、左上角数字 9 绿条中间,392,817,81 + 0.2,263、644,A - 下面数字 9 蓝条开始,A - 右上角数字 9 绿条中间、左上角数字 9 绿条中间,392,817,2004439,41 - 0.4
S,9,"什么什么","蔡依林",,,分开,160 + 340、160 + 341、160 + 342、160 + 367、160 + 368、160 + 369、160 + 395、160 + 396、160 + 397、160 + 422,A - 左上角数字 1 蓝条开始^^^B - 右下角数字 1 蓝条开始,A - 左下角数字 4 蓝条结尾、右上角数字 5 单点^^^B - 右上角数字 4 蓝条结尾、左下角数字 5 单点,204,466,80 + 0.0,160、161、162、340、341、342、367、368、369、395,A - 左上角数字 1 蓝条开始,A - 左下角数字 4 蓝条结尾、右上角数字 5 单点,204,466,1522559,40 + 0.0
A,8,"爱投罗网","罗志祥",,红色,分开,115 + 363,A - 右上角数字 7 单点、左上角数字 7 单点^^^B - 右上角数字 7 单点、左上角数字 7 单点,A - 左下角数字 1 单点^^^B - 左下角数字 1 单点,209,488,85 - 0.2,115、363,A - 右上角数字 7 单点、左上角数字 7 单点,A - 左下角数字 1 单点,209,488,1378467,42 + 0.4
,,"勋章","鹿晗",,红色,分开,43 + 140,A - 左下角数字 1 单点^^^B - 右上角数字 1 单点,A - 右边数字 5 绿条开始^^^B - 左下角数字 3 绿条中间,86,182,27 + 0.4,43,A - 左下角数字 1 单点,A - 右边数字 5 绿条开始,86,182,344668,14 + 0.4
R,9,"Rookie","Red Velvet",,,分开,51 + 250,A - 右上角数字 4 蓝条结尾、左上角数字 5 单点^^^B - 左下角数字 4 蓝条结尾、右下角数字 5 单点,A - 右上角数字 9 蓝条结尾、左上角数字 10 单点^^^B - 左下角数字 9 蓝条结尾、右下角数字 10 单点,192,475,68 + 0.0,250,B - 左下角数字 4 蓝条结尾、右下角数字 5 单点,B - 左下角数字 9 蓝条结尾、右下角数字 10 单点,192,475,1291739,34 + 0.0
F,10,"Fight For You","潘玮柏",,,分开,190 + 319、190 + 320、193 + 319、193 + 320,A - 左上角数字 2 单点^^^A - 左上角数字 1 单点,A - 左下角数字 8 蓝条结尾^^^A - 左上角数字 9 单点,371,756,77 - 0.3,319、320,A - 左上角数字 1 单点,A - 左上角数字 9 单点,371,756,1745627,40 - 0.1
S,7,"Sugar Rush","吴映洁",,红色,分开,72 + 238、72 + 239,A - 右下角数字 7 蓝条开始^^^B - 左下角数字 6 蓝条开始,A - 右上角数字 1 单点^^^B - 左上角数字 12 绿条结尾、右上角数字 1 蓝条开始,178,373,58 + 0.4,72,A - 右下角数字 7 蓝条开始,A - 右上角数字 1 单点,178,373,1044666,30 + 0.2
,,"The Fire","吉克隽逸",,红色,分开,79 + 180,A - 右上角数字 1 单点^^^B - 左下角数字 1 单点,A - 右上角数字 7 绿条中间^^^B - 左下角数字 7 绿条中间,137,262,55 + 0.2,180,B - 左下角数字 1 单点,B - 左下角数字 7 绿条中间,137,262,761563,28 - 0.4
L,6,"LOVE IT LIVE IT","YDPP",,红色,分开,147 + 259,B - 左上角数字 7 蓝条开始^^^B - 左上角数字 6 单点,B - 左下角数字 6 单点^^^B - 左上角数字 6 蓝条结尾,138,301,48 - 0.2,147、259,B - 左上角数字 7 蓝条开始,B - 左下角数字 6 单点,138,301,858886,24 - 0.1
W,6,"我的梦","张靓颖",,红色,分开,132 + 251,B - 右上角数字 3 蓝条开始^^^B - 右下角数字 2 绿条开始,B - 左上角数字 4 蓝条结尾^^^B - 左下角数字 8 绿条中间,121,293,54 + 0.1,132,B - 右上角数字 3 蓝条开始,B - 左上角数字 4 蓝条结尾,121,293,830284,28 + 0.0
K,10,"克罗地亚狂想曲","马克西姆",,,分开,127 + 209、127 + 507、209 + 507,A - 左下角数字 9 蓝条开始^^^A - 右边数字 9 蓝条开始,A - 右下角数字 12 蓝条结尾、左下角数字 1 绿条开始^^^A - 左上角数字 12 蓝条结尾、右上角数字 1 绿条开始,442,800,105 - 0.4,127、209、507,A - 左下角数字 9 蓝条开始,A - 右下角数字 12 蓝条结尾、左下角数字 1 绿条开始,442,800,2635198,52 + 0.3
G,10,"Get It On The Floor","DMX",,,分开,280 + 612、285 + 612,A - 左下角数字 6 绿条结尾、右下角数字 7 单点^^^B - 左下角数字 5 蓝条结尾、上面数字 6 单点,A - 左上角数字 2 单点^^^B - 右下角数字 11 绿条结尾、左下角数字 12 蓝条结尾、上面数字 1 单点,390,753,81 - 0.2,612,B - 左下角数字 5 蓝条结尾、上面数字 6 单点,B - 右下角数字 11 绿条结尾、左下角数字 12 蓝条结尾、上面数字 1 单点,390,753,2036862,41 + 0.2
H,9,"Hey Baby 你是我的","李佳薇",20,,分开,139 + 247、139 + 287、139 + 289、139 + 403、139 + 404、139 + 405、139 + 406、139 + 407、139 + 408、139 + 409,A - 下面数字 3 单点、左下角数字 3 单点^^^B - 左下角数字 3 绿条结尾、右下角数字 4 单点,A - 左下角数字 1 单点^^^B - 左边数字 10 单点,240,515,58 - 0.4,139、141、247、287、289、403、404、405、406、407,A - 下面数字 3 单点、左下角数字 3 单点,A - 左下角数字 1 单点,240,515,1456028,29 - 0.2
,,"长腿叔叔","袁娅维",,红色,分开,187 + 214、187 + 216、187 + 218,B - 右下角数字 2 单点^^^B - 右下角数字 5 单点,B - 左上角数字 2 蓝条结尾^^^B - 右上角数字 5 单点,106,239,47 + 0.0,187,B - 右下角数字 2 单点,B - 左上角数字 2 蓝条结尾,106,239,660725,25 + 0.0
W,8,"What Do You Mean?","Justin Bieber",,红色,分开,310 + 357、314 + 357,B - 左边数字 4 绿条结尾、右下角数字 5 单点^^^B - 下面数字 1 蓝条开始,B - 左上角数字 9 蓝条结尾、右下角数字 10 单点^^^B - 左上角数字 6 单点,196,405,62 - 0.4,357,B - 下面数字 1 蓝条开始,B - 左上角数字 6 单点,196,405,1052337,32 + 0.0
B,8,"白骑士","QQ炫舞原创",,红色,分开,88 + 245,A - 右上角数字 7 蓝条开始^^^B - 左上角数字 11 蓝条开始,A - 左上角数字 12 绿条开始^^^B - 右下角数字 10 单点、左下角数字 10 单点,205,418,62 + 0.2,245,B - 左上角数字 11 蓝条开始,B - 右下角数字 10 单点、左下角数字 10 单点,205,418,1110848,33 + 0.0
,,"Talk Dirty","Jason Derulo/2",,红色,分开,146 + 178、146 + 179、146 + 178、146 + 179、146 + 178、146 + 179、146 + 178、146 + 179、146 + 178、146 + 179,B - 左下角数字 3 单点^^^B - 左下角数字 3 单点,B - 左下角数字 2 单点^^^B - 左上角数字 7 单点,114,195,36 - 0.1,146,B - 左下角数字 3 单点,B - 左下角数字 2 单点,114,195,508289,19 - 0.1
*,7,"1234喜欢你","王欣宇",,,分开,126 + 301、126 + 302、126 + 303、127 + 301、127 + 302、127 + 303、128 + 301、128 + 302、128 + 303、128 + 301,A - 右上角数字 1 单点^^^B - 左上角数字 1 单点,A - 左上角数字 5 单点^^^B - 右上角数字 5 单点,189,391,50 + 0.0,126、127、128、301、302、303,A - 右上角数字 1 单点,A - 左上角数字 5 单点,189,391,1061874,25 + 0.0
J,6,"芥末巧克力","杨丞琳",,红色,分开,59 + 188、59 + 189、59 + 194、59 + 195、59 + 196、59 + 198、60 + 188、60 + 189、60 + 194、60 + 195,A - 右下角数字 3 单点^^^B - 左上角数字 3 单点,A - 左下角数字 7 蓝条结尾^^^B - 右上角数字 7 蓝条结尾,120,274,54 + 0.0,188、189、194、195、196、198,B - 左上角数字 3 单点,B - 右上角数字 7 蓝条结尾,120,274,819481,27 + 0.0
,,"全部都是你","Dragon Pig",,红色,分开,48 + 125、48 + 126、48 + 129、48 + 132,A - 右上角数字 2 蓝条开始^^^B - 左下角数字 4 单点,A - 左下角数字 8 单点^^^B - 右下角数字 1 单点,84,168,58 + 0.0,125、126、129、132,B - 左下角数字 4 单点,B - 右下角数字 1 单点,84,168,653796,29 + 0.0
K,7,"KNOCK KNOCK","TWICE",,红色,分开,89 + 235,A - 右上角数字 9 单点^^^B - 右上角数字 3 绿条结尾、左上角数字 1 蓝条开始,A - 右下角数字 5 单点^^^B - 左上角数字 6 单点,134,345,62 + 0.0,89,A - 右上角数字 9 单点,A - 右下角数字 5 单点,134,345,1084382,32 + 0.0
J,7,"就是你","范玮琪",,红色,分开,241 + 411、293 + 411,B - 左下角数字 5 单点^^^B - 右边数字 5 绿条结尾、下面数字 6 绿条开始,B - 左上角数字 13 绿条结尾^^^B - 右上角数字 9 蓝条结尾、左上角数字 10 绿条开始,219,494,53 + 0.3,411,B - 右边数字 5 绿条结尾、下面数字 6 绿条开始,B - 右上角数字 9 蓝条结尾、左上角数字 10 绿条开始,219,494,985201,28 + 0.0
,,"吸引定律","Awaken-F",,红色,分开,70 + 157、70 + 158、70 + 160、70 + 162、70 + 164,A - 左上角数字 2 单点^^^B - 左下角数字 12 单点,A - 右上角数字 8 单点^^^B - 右上角数字 4 单点,98,192,39 - 0.2,157、158、160、162、164,B - 左下角数字 12 单点,B - 右上角数字 4 单点,98,192,593231,20 - 0.1
L,10,"恋のパーフェクト微分方程式","ユウノウミ",,,分开,237 + 518、237 + 519、237 + 520、238 + 518、238 + 519、238 + 520、239 + 518、239 + 519、239 + 520,A - 下面数字 5 单点^^^B - 上面数字 5 单点,A - 右上角数字 4 蓝条开始^^^B - 左下角数字 4 蓝条开始,314,595,67 - 0.2,237、238、239、518、519、520,A - 下面数字 5 单点,A - 右上角数字 4 蓝条开始,314,595,1681912,33 + 0.4
M,6,"漫时光","QQ炫舞",,,分开,102 + 130、102 + 222、102 + 233、102 + 234、102 + 235、102 + 261、103 + 130、103 + 222、103 + 233、103 + 234,A - 右上角数字 1 单点^^^A - 右下角数字 7 单点,A - 右上角数字 4 单点^^^A - 右上角数字 5 单点,202,350,45 + 0.0,102、103、104、130、222、233、234、235、261,A - 右上角数字 1 单点,A - 右上角数字 4 单点,202,350,892936,23 - 0.5
,,"空山新雨后","音阙诗听/锦零",,红色,分开,143 + 177、143 + 178、144 + 177、144 + 178、145 + 177、145 + 178,B - 右上角数字 4 单点^^^B - 右下角数字 2 单点,B - 左上角数字 9 单点^^^B - 左下角数字 7 单点,101,214,43 - 0.2,143、144、145,B - 右上角数字 4 单点,B - 左上角数字 9 单点,101,214,566191,22 - 0.1
C,10,"CLEAR","坂本真綾",,,分开,196 + 455,A - 左上角数字 5 单点^^^B - 右上角数字 5 单点,A - 左上角数字 2 单点^^^B - 右上角数字 9 单点,318,677,90 + 0.0,196、455,A - 左上角数字 5 单点,A - 左上角数字 2 单点,318,677,2047911,45 + 0.0
G,10,"更新","Sabão",,,分开,362 + 466、362 + 467、362 + 468、362 + 513、362 + 514、362 + 515,B - 右上角数字 6 单点^^^B - 右下角数字 11 绿条结尾,B - 右边数字 13 绿条中间^^^B - 右下角数字 6 单点,245,547,60 + 0.1,362,B - 右上角数字 6 单点,B - 右边数字 13 绿条中间,245,547,1713261,30 + 0.1
Y,6,"夜空中最亮的星","逃跑计划",,红色,分开,75 + 195、75 + 196,A - 右下角数字 8 蓝条中间^^^B - 左上角数字 6 单点,A - 左下角数字 7 蓝条结尾^^^B - 右下角数字 2 单点,178,329,58 - 0.2,195、196,B - 左上角数字 6 单点,B - 右下角数字 2 单点,178,329,964314,30 + 0.0
T,8,"TOUCH MY HEART","罗志祥",,红色,分开,136 + 289,A - 下面数字 3 绿条结尾、左上角数字 4 单点^^^B - 下面数字 4 绿条结尾、右上角数字 5 单点,A - 右下角数字 8 蓝条结尾^^^B - 左下角数字 8 蓝条结尾,236,432,59 - 0.4,136、289,A - 下面数字 3 绿条结尾、左上角数字 4 单点,A - 右下角数字 8 蓝条结尾,236,432,1073385,29 + 0.3
B,8,"Brave Heart","宮崎歩",,,分开,215 + 277、277 + 496,A - 左下角数字 2 单点^^^A - 左下角数字 1 单点,A - 右下角数字 5 蓝条结尾^^^A - 右下角数字 9 单点、左下角数字 9 单点,317,567,56 - 0.4,277,A - 左下角数字 1 单点,A - 右下角数字 9 单点、左下角数字 9 单点,317,567,1250251,28 + 0.4
W,7,"Wolves","Selena Gomez/Marshmello",,,分开,105 + 373、120 + 373、121 + 373、122 + 373、123 + 373、124 + 373、125 + 373、294 + 373、309 + 373、310 + 373,A - 右上角数字 7 单点^^^B - 左下角数字 12 绿条结尾、右下角数字 13 单点,A - 左下角数字 13 单点^^^B - 左下角数字 16 蓝条结尾、右上角数字 1 绿条开始,214,431,48 - 0.2,373,B - 左下角数字 12 绿条结尾、右下角数字 13 单点,B - 左下角数字 16 蓝条结尾、右上角数字 1 绿条开始,214,431,1026188,24 + 0.0
P,7,"Play It Cool","Steve Aoki/MONSTA X",,红色,分开,153 + 236、153 + 237、153 + 236、153 + 237、153 + 236、153 + 237、154 + 236、154 + 237、154 + 236、154 + 237,B - 左下角数字 4 单点^^^B - 右下角数字 1 单点,B - 右上角数字 3 蓝条开始^^^B - 上面数字 4 单点,143,297,47 - 0.4,236、237,B - 右下角数字 1 单点,B - 上面数字 4 单点,143,297,803014,24 - 0.2
*,10,"123我爱你(困难版)","新乐尘符",,,分开,464 + 536、464 + 537、464 + 538、465 + 536、465 + 537、465 + 538、466 + 536、466 + 537、466 + 538,B - 右边数字 3 单点^^^B - 左边数字 3 单点,B - 下面数字 7 蓝条结尾、左下角数字 8 蓝条开始^^^B - 下面数字 7 蓝条结尾、右下角数字 8 蓝条开始,389,764,81 + 0.2,464、465、466、536、537、538,B - 右边数字 3 单点,B - 下面数字 7 蓝条结尾、左下角数字 8 蓝条开始,389,764,1990251,41 - 0.4
,,"Loved","Highlight",,红色,分开,50 + 162、50 + 163、50 + 164、50 + 165、50 + 166、51 + 162、51 + 163、51 + 164、51 + 165、51 + 166,A - 左边数字 1 单点^^^B - 右上角数字 1 单点,A - 右上角数字 8 单点^^^B - 左下角数字 5 单点,161,311,47 - 0.1,162、163、164、165、166,B - 右上角数字 1 单点,B - 左下角数字 5 单点,161,311,828388,24 - 0.1
S,7,"Synchronise","INFINITE",,红色,分开,129 + 285、129 + 290、129 + 294、129 + 295、134 + 285、134 + 290、134 + 294、134 + 295、138 + 285、138 + 290,A - 右上角数字 1 单点^^^B - 左下角数字 1 单点,A - 左上角数字 4 单点^^^B - 右下角数字 4 单点,168,347,54 + 0.0,129、134、138、139、285、290、294、295,A - 右上角数字 1 单点,A - 左上角数字 4 单点,168,347,906737,27 + 0.0
M,10,"MY舞☆TONIGHT","Aqours",,,分开,139 + 608,A - 右下角数字 4 单点^^^B - 右上角数字 1 蓝条开始,A - 右边数字 6 单点^^^B - 右上角数字 4 蓝条结尾、左下角数字 5 单点,419,889,85 - 0.5,608,B - 右上角数字 1 蓝条开始,B - 右上角数字 4 蓝条结尾、左下角数字 5 单点,419,889,2550130,43 + 0.0
F,6,"Flamingo","米津玄師",,红色,分开,136 + 261、136 + 262、137 + 261、137 + 262、137 + 261、137 + 262、137 + 261、137 + 262、137 + 261、137 + 262,A - 左上角数字 4 绿条结尾^^^B - 左上角数字 1 单点,A - 左下角数字 6 蓝条结尾^^^B - 左下角数字 4 单点,165,328,50 - 0.4,136、137、261、262,A - 左上角数字 4 绿条结尾,A - 左下角数字 6 蓝条结尾,165,328,882925,25 - 0.2
C,9,"Crash","The Primitives",,,分开,454 + 503,B - 右上角数字 1 蓝条结尾、左下角数字 2 单点^^^B - 左上角数字 1 蓝条结尾、右下角数字 2 单点,B - 左下角数字 6 蓝条结尾、右上角数字 7 单点^^^B - 右下角数字 6 蓝条结尾、左上角数字 7 单点,235,549,61 + 0.0,454、503,B - 右上角数字 1 蓝条结尾、左下角数字 2 单点,B - 左下角数字 6 蓝条结尾、右上角数字 7 单点,235,549,1358364,31 - 0.5
S,10,"帅一个","罗志祥",,红色,分开,378 + 454,B - 右下角数字 3 蓝条开始^^^B - 左上角数字 3 蓝条开始,B - 右上角数字 6 蓝条结尾、左上角数字 7 绿条开始^^^B - 左下角数字 6 蓝条结尾、右下角数字 7 绿条开始,206,526,88 - 0.2,378、454,B - 右下角数字 3 蓝条开始,B - 右上角数字 6 蓝条结尾、左上角数字 7 绿条开始,206,526,1525732,44 - 0.1
C,10,"Candy Pop","TWICE",,,分开,186 + 245、245 + 439,A - 右下角数字 1 单点、左下角数字 1 单点^^^B - 左下角数字 1 单点、右下角数字 1 单点,A - 右下角数字 7 单点、左下角数字 7 单点^^^B - 右下角数字 7 绿条开始,244,564,68 - 0.3,245,B - 左下角数字 1 单点、右下角数字 1 单点,B - 右下角数字 7 绿条开始,244,564,1567384,34 + 0.1
,,"Monsters","Katie Sky",,红色,分开,122 + 172、122 + 173、122 + 172、122 + 173、122 + 172、122 + 173、122 + 172、122 + 173、122 + 172、122 + 173,B - 右下角数字 9 单点^^^B - 左上角数字 8 单点,B - 左下角数字 7 单点^^^B - 左上角数字 12 单点,107,235,40 - 0.4,172、173,B - 左上角数字 8 单点,B - 左上角数字 12 单点,107,235,565773,20 - 0.1
,,"ME!","Taylor Swift/Brendon Urie",,红色,分开,32 + 106、32 + 107,A - 上面数字 2 单点^^^B - 左下角数字 1 单点,A - 左上角数字 6 单点^^^B - 右下角数字 5 单点,81,186,39 - 0.2,106、107,B - 左下角数字 1 单点,B - 右下角数字 5 单点,81,186,452828,19 + 0.4
X,7,"星期天","张紫豪",,红色,分开,95 + 232、95 + 233、95 + 234,A - 右上角数字 1 单点、左上角数字 1 单点^^^B - 左下角数字 1 单点,A - 左下角数字 4 单点^^^B - 左上角数字 5 单点,135,290,52 - 0.1,232、233、234,B - 左下角数字 1 单点,B - 左上角数字 5 单点,135,290,792116,26 + 0.0
F,9,"Faded(困难版)","Alan Walker",,,分开,418 + 454,B - 右下角数字 1 单点^^^B - 右上角数字 1 单点,B - 下面数字 6 蓝条结尾^^^B - 上面数字 18 单点,287,583,66 + 0.0,442,B - 右上角数字 1 单点,B - 左下角数字 7 单点,287,583,1772158,35 + 0.0
G,9,"工笔","Awaken-F",,,分开,265 + 326、265 + 329、265 + 330、265 + 331、265 + 332、265 + 333、265 + 334、265 + 337、265 + 340、265 + 341,B - 左上角数字 6 单点^^^B - 左下角数字 1 单点,B - 右上角数字 12 蓝条中间^^^B - 上面数字 7 单点,202,456,64 + 0.0,265、266,B - 左上角数字 6 单点,B - 右上角数字 12 蓝条中间,202,456,1477647,35 + 0.0
,,"For You","高颖浠",,红色,分开,106 + 201,A - 右上角数字 5 绿条结尾^^^B - 左上角数字 6 单点,A - 右边数字 11 单点^^^B - 左下角数字 1 单点,137,249,59 + 0.1,201,B - 左上角数字 6 单点,B - 左下角数字 1 单点,137,249,780704,30 - 0.1
*,9,"プライド革命","CHiCO with HoneyWorks",,,分开,211 + 472,A - 左下角数字 2 单点^^^B - 左下角数字 2 单点,A - 左上角数字 2 单点^^^B - 左上角数字 3 单点,252,515,52 + 0.0,211、472,A - 左下角数字 2 单点,A - 左上角数字 2 单点,252,515,1448843,26 + 0.0
