字母,等级,歌名,歌手,突变,技能,类型,双排爆点,开头描述,结尾描述,半cb,全cb,双指数,单排爆点,开头描述,结尾描述,半cb,全cb,分数,单指数
W,9,"Why So Lonely","Wonder Girls",,,分开,464 + 544,B - 左边单点、右边长条开始^^^B - 右边长条中间,B - 左边单点、右边长条开始^^^B - 左边单点、右边滑键,456,1078,86 + 0.0,486,B - 左边长条中间、右边白球,B - 左边白球,456,1078,2171776,45 + 0.2
,,"我们都一样","张杰",,,存气,173 + 316,A - 左边长条开始^^^B - 右边滑键,A - 右边单点^^^B - 右边连点第 2 个,198,372,54 - 0.4,320,B - 左边连点第 1 个,B - 左边长条开始,198,372,1055522,27 + 0.3
F,9,"浮年盏","刘珂矣",20、100,,分开,98 + 338、98 + 613、98 + 787,A - 左边长条开始、右边滑键^^^A - 左边长条开始、右边单点,A - 右边白球^^^A - 左边白球,442,931,66 - 0.4,98,A - 左边长条开始、右边滑键,A - 右边白球,442,931,1806940,33 + 0.1
,,"无名之辈","陈雪燃",,红色,存气,135 + 268,A - 右边白球^^^B - 右边单点,A - 左边单点^^^B - 右边单点,158,339,76 - 0.3,276,B - 左边单点,B - 右边白球,158,339,890842,37 - 0.3
,,"Señorita","Shawn Mendes/Camila Cabello",,红色,分开,150 + 193,B - 左边单点^^^B - 左边长条开始,B - 左边白球^^^B - 右边白球,140,379,58 - 0.5,150,B - 左边单点,B - 左边白球,140,379,910868,30 - 0.5
Z,6,"着陆","白举纲",,红色,分开,109 + 323,A - 左边连点第 1 个^^^B - 右边连点第 1 个,A - 左边长条中间^^^B - 右边长条中间,220,557,63 + 0.4,323,B - 右边连点第 1 个,B - 右边长条中间,220,557,1210565,32 + 0.2
Q,7,"倾杯","SING女团",,,分开,213 + 444、214 + 444、216 + 444,A - 左边滑键^^^B - 左边单点、右边滑键,A - 右边单点^^^B - 左边单点,302,558,68 - 0.4,444,B - 左边单点、右边滑键,B - 左边单点,302,558,1310591,34 + 0.3
,,"CALL ME BABY","EXO",,红色,分开,141 + 322,A - 右边白球^^^B - 右边长条开始,A - 右边白球^^^B - 左边单点、右边长条结尾,173,412,64 + 0.4,141,A - 右边白球,A - 右边白球,173,412,955110,33 + 0.0
,,"New Divide","Linkin Park",,红色,存气,260 + 416、261 + 416、261 + 414、261 + 415、261 + 416,A - 右边滑键^^^B - 左边长条开始、右边长条开始,A - 左边单点^^^B - 左边连点第 2 个,299,489,61 + 0.2,436,B - 右边滑键,B - 右边单点,299,489,1021413,31 + 0.1
N,7,"牛奶面包","杨紫/鱿小鱼",,红色,分开,144 + 332、144 + 333、149 + 332、149 + 333、150 + 332、150 + 333,A - 左边单点^^^B - 左边白球,A - 右边白球^^^B - 右边白球,267,450,82 + 0.0,144、149、150、332、333,A - 左边单点,A - 右边白球,267,450,1306160,41 + 0.0
,,"Carry on","Monsta X",,红色,分开,70 + 309,A - 左边单点^^^B - 右边连点第 1 个,A - 右边单点^^^B - 右边白球,203,364,57 + 0.4,309,B - 右边连点第 1 个,B - 右边白球,203,364,864420,29 - 0.1
S,9,"SHIORI","ClariS",,,分开,638 + 822,B - 左边白球、右边白球^^^B - 左边长条开始、右边滑键,B - 左边白球、右边白球^^^B - 左边白球、右边白球,419,1011,100 + 0.3,638,B - 左边白球、右边白球,B - 左边白球、右边白球,419,1011,2527931,52 - 0.5
,,"德寿宫石墙路的春天","允儿/10cm",,红色,分开,97 + 256,A - 右边白球^^^B - 右边白球,A - 右边白球^^^B - 左边单点,184,342,63 - 0.5,97,A - 右边白球,A - 右边白球,184,342,874998,33 + 0.0
W,6,"我很快乐","刘惜君",,红色,分开,109 + 267、109 + 339、267 + 339,A - 右边白球^^^B - 左边白球,A - 左边单点^^^B - 右边单点,203,447,67 + 0.0,109、267、339,A - 右边白球,A - 左边单点,203,447,1120088,34 - 0.5
G,8,"工笔","Awaken-F",,,分开,116 + 484,A - 右边白球^^^B - 左边白球,A - 右边长条开始^^^B - 左边长条开始,273,641,79 - 0.4,116、484,A - 右边白球,A - 右边长条开始,273,641,1829950,39 + 0.3
*,9,"ペガサス幻想","MAKE-UP",,,分开,202 + 301、301 + 591、301 + 592、301 + 593、301 + 594、302 + 591、302 + 592、302 + 593、302 + 594,A - 左边白球^^^B - 左边长条中间,A - 左边单点^^^B - 左边单点、右边单点,287,737,75 + 0.1,301,B - 左边长条中间,B - 左边单点、右边单点,287,737,1836402,38 + 0.4
X,7,"虚拟","陈粒",,红色,分开,106 + 375、106 + 376、106 + 375、106 + 376、106 + 375、106 + 376、106 + 375、106 + 376、106 + 375、106 + 376,A - 右边单点^^^B - 左边单点,A - 左边滑键^^^B - 左边白球,266,534,78 + 0.0,375、376,B - 左边单点,B - 左边白球,266,534,1249258,40 - 0.5
S,6,"SHOOT IT OUT","GENERATIONS from EXILE TRIBE/THE RAMPAGE from EXILE TRIBE",,,分开,219 + 552,A - 左边长条开始^^^B - 左边长条开始,A - 左边白球^^^B - 左边白球,280,678,66 + 0.0,219、552,A - 左边长条开始,A - 左边白球,280,678,1416901,33 + 0.0
M,6,"没有选择","胡彦斌",,,分开,126 + 364、364 + 416,A - 左边白球^^^B - 左边长条开始,A - 左边白球^^^B - 左边长条结尾、右边滑键,261,517,65 - 0.5,364,B - 左边长条开始,B - 左边长条结尾、右边滑键,261,517,1378713,33 - 0.5
S,6,"是我","张韶涵",,,分开,472 + 537,B - 左边单点^^^B - 右边白球,B - 右边滑键^^^B - 右边长条结尾,374,785,65 + 0.4,537,B - 右边白球,B - 右边长条结尾,374,785,1293354,33 + 0.3
,,"今天你要嫁给我","陶喆/蔡依林",,红色,分开,157 + 222、158 + 222,B - 左边单点^^^B - 左边长条开始、右边长条开始,B - 右边白球^^^B - 左边单点、右边单点,139,274,58 - 0.3,157、158,B - 左边单点,B - 右边白球,139,274,716612,31 + 0.0
C,7,"Close To Me","Ellie Goulding/Diplo/Red Velvet",,,分开,160 + 341、160 + 347、252 + 341、252 + 347、341 + 504、341 + 596、347 + 504、347 + 596、347 + 504、347 + 596,A - 左边连点第 1 个^^^B - 左边连点第 1 个,A - 右边单点^^^B - 左边白球,310,699,62 + 0.1,347,B - 左边白球,B - 右边白球,310,699,1292148,31 + 0.2
,,"Let Me Hear","Fear, and Loathing in Las Vegas",,,分开,905 + 1126,B - 左边滑键、右边单点^^^B - 左边连点第 1 个,B - 右边滑键^^^B - 左边连点第 3 个,608,1226,137 - 0.3,1126,B - 左边连点第 1 个,B - 左边连点第 3 个,608,1226,3470398,69 + 0.0
,,"灿烂之夏","王子异",,红色,分开,119 + 292、119 + 296、119 + 300、123 + 292、123 + 296、123 + 300、127 + 292、127 + 296、127 + 300,A - 右边单点^^^B - 左边单点,A - 左边单点^^^B - 右边单点,182,355,72 + 0.2,119、123、127、292、296、300,A - 右边单点,A - 左边单点,182,355,879355,36 + 0.1
,,"Blue Skies","Lenka",,红色,存气,137 + 279,A - 左边单点^^^B - 左边白球,A - 左边单点、右边单点^^^B - 左边长条中间,184,497,64 - 0.3,128,A - 右边长条开始,A - 左边单点、右边单点,184,497,1095084,32 + 0.1
L,8,"Light","San Holo",,,分开,144 + 471,A - 左边白球^^^B - 右边白球,A - 左边白球^^^B - 右边白球,310,641,76 + 0.0,144、471,A - 左边白球,A - 左边白球,310,641,1646135,38 + 0.0
H,6,"Here With You","Asher Book",100,红色,分开,101 + 412、102 + 412、113 + 412,A - 左边单点^^^B - 左边长条结尾、右边长条开始,A - 左边长条结尾、右边长条结尾^^^B - 右边白球,209,514,62 + 0.0,412,B - 左边长条结尾、右边长条开始,B - 右边白球,209,514,1191601,32 - 0.5
F,10,"Flower Dance(困难版)","DJ OKAWARI",,,分开,291 + 409,B - 左边单点^^^B - 左边单点、右边单点,B - 左边滑键^^^B - 左边单点、右边单点,259,647,82 + 0.0,409,B - 左边单点、右边单点,B - 左边单点、右边单点,259,647,1883954,42 + 0.0
Z,10,"直到世界终结(困难版)","WANDS",,,分开,782 + 889,B - 左边长条开始^^^B - 右边单点,B - 左边长条结尾、右边滑键^^^B - 左边单点、右边长条结尾,454,1054,85 + 0.2,889,B - 右边单点,B - 左边单点、右边长条结尾,454,1054,2197161,43 - 0.1
R,9,"Rookie","Red Velvet",,,分开,192 + 536、192 + 537,A - 左边白球^^^B - 右边连点第 1 个,A - 左边白球^^^B - 左边连点第 1 个,240,608,72 - 0.5,536、537,B - 右边连点第 1 个,B - 左边连点第 1 个,240,608,1666861,36 + 0.0
,,"Baby Don't Cry","于湉",,红色,分开,273 + 331,B - 右边单点^^^B - 左边长条开始,B - 右边单点^^^B - 左边白球,202,396,66 - 0.4,331,B - 左边长条开始,B - 左边白球,202,396,1036881,34 + 0.1
,,"无限大","孙燕姿",20,红色,分开,259 + 328、259 + 330、259 + 372、259 + 374、263 + 328、263 + 330、263 + 372、263 + 374、264 + 328、264 + 330,A - 左边白球^^^B - 左边连点第 1 个,A - 左边单点^^^B - 右边连点第 2 个,303,425,61 + 0.0,259、263、264、266、268,A - 左边白球,A - 左边单点,303,425,1082913,31 + 0.0
,,"Girl in the Mirror","Bebe Rexha",,红色,分开,110 + 348、110 + 386、110 + 387、348 + 386、348 + 387,A - 左边单点^^^B - 左边白球,A - 右边单点^^^B - 左边单点,223,425,61 + 0.0,110、348、386、387,A - 左边单点,A - 右边单点,223,425,1018573,31 - 0.5
S,9,"Stand By Me","the peggies",,,分开,675 + 827,B - 右边滑键^^^B - 左边单点、右边单点,B - 左边白球^^^B - 左边单点,670,1270,86 + 0.0,675,B - 右边滑键,B - 左边白球,670,1270,2684902,43 + 0.0
,,"Summer Time","倖田來未",,,分开,344 + 736,A - 左边长条开始、右边单点^^^B - 左边单点、右边长条开始,A - 右边白球^^^B - 左边白球,409,850,79 + 0.0,344、736,A - 左边长条开始、右边单点,A - 右边白球,409,850,1848524,40 - 0.5
,,"Poker Face","Lady Gaga",,红色,分开,108 + 202、108 + 222,A - 左边白球^^^B - 右边白球,A - 左边单点、右边单点^^^B - 左边单点、右边单点,142,292,60 + 0.0,108、202、222,A - 左边白球,A - 左边单点、右边单点,142,292,1027052,30 + 0.0
,,"你的微笑","飞儿乐团",,红色,分开,260 + 476,A - 左边白球^^^B - 右边连点第 2 个,A - 左边单点、右边单点^^^B - 右边白球,327,625,76 - 0.3,476,B - 右边连点第 2 个,B - 右边白球,327,625,1248218,40 - 0.5
,,"你的声音不会消失","fumika",,红色,分开,225 + 313,B - 右边白球^^^B - 左边白球,B - 右边单点^^^B - 左边白球,173,399,65 + 0.1,225,B - 右边白球,B - 右边单点,173,399,1201055,33 + 0.0
W,7,"我要飞","飞儿乐团",,,分开,227 + 559,A - 左边单点^^^B - 右边单点,A - 右边滑键^^^B - 左边滑键,328,715,70 + 0.2,227、559,A - 左边单点,A - 右边滑键,328,715,1344257,35 + 0.1
I,8,"I am YOU","Stray Kids",,,分开,189 + 447,A - 右边滑键^^^B - 左边滑键,A - 右边单点^^^B - 左边单点,390,684,72 + 0.4,189、447,A - 右边滑键,A - 右边单点,390,684,1493824,36 + 0.2
Z,7,"最苦的甜","胡夏",,,分开,128 + 419,A - 右边单点^^^B - 左边单点,A - 左边白球^^^B - 右边白球,261,556,58 + 0.4,128、419,A - 右边单点,A - 左边白球,261,556,1171123,29 + 0.2
O,7,"偶像万万岁","TimeZ",,,分开,279 + 447、279 + 451、279 + 452、279 + 453、279 + 454、279 + 465、279 + 471、279 + 472、279 + 473、279 + 474,B - 左边连点第 1 个^^^B - 左边白球,B - 左边滑键^^^B - 右边白球,258,542,70 + 0.0,279、447,B - 左边连点第 1 个,B - 左边滑键,258,542,1436476,35 + 0.0
J,7,"就是你","范玮琪",,红色,分开,398 + 481,B - 右边连点第 1 个^^^B - 左边滑键,B - 左边单点^^^B - 右边单点,363,800,69 + 0.1,398,B - 右边连点第 1 个,B - 左边单点,363,800,1344909,36 + 0.0
E,8,"E.T.","Katy Perry",,,分开,249 + 582,A - 左边白球^^^B - 右边白球,A - 右边白球^^^B - 左边白球,333,729,69 + 0.0,249、582,A - 左边白球,A - 右边白球,333,729,1491263,35 - 0.5
H,7,"好想大声说喜欢你","BAAD",,,分开,82 + 317,A - 左边白球^^^B - 左边单点、右边单点,A - 左边单点、右边单点^^^B - 左边长条结尾、右边长条结尾,252,638,75 - 0.4,317,B - 左边单点、右边单点,B - 左边长条结尾、右边长条结尾,252,638,1466499,37 + 0.4
X,8,"幸福症候群","nanawoakari",,,分开,12 + 404、12 + 405、12 + 406,A - 左边白球、右边长条中间^^^B - 左边连点第 1 个,A - 右边白球^^^B - 右边连点第 1 个,220,523,72 - 0.2,404、405、406,B - 左边连点第 1 个,B - 右边连点第 1 个,220,523,1503289,35 + 0.0
W,6,"When You Know What Love Is","Craig David",,红色,分开,163 + 423、163 + 424、164 + 423、164 + 424,A - 左边单点^^^B - 右边单点,A - 右边连点第 1 个^^^B - 左边连点第 1 个,294,562,63 - 0.5,423、424,B - 右边单点,B - 左边连点第 1 个,294,562,1061820,32 - 0.5
,,"Checkmate","林俊杰/郑容和",,红色,分开,128 + 415,A - 左边单点、右边长条开始^^^B - 左边单点、右边长条开始,A - 左边滑键、右边单点^^^B - 左边滑键、右边单点,264,584,69 - 0.4,128、415,A - 左边单点、右边长条开始,A - 左边滑键、右边单点,264,584,1060592,34 + 0.3
,,"素颜","许嵩/何曼婷",,红色,分开,90 + 148、90 + 149、90 + 150,B - 右边单点^^^B - 右边单点,B - 右边长条结尾^^^B - 左边滑键,79,213,43 - 0.4,148、149、150,B - 右边单点,B - 左边滑键,79,213,460265,22 - 0.4
V,9,"VORACITY","MYTH & ROID",,,分开,485 + 910、910 + 1131,A - 右边白球^^^B - 左边单点、右边滑键,A - 左边长条中间^^^B - 左边白球,574,1220,74 + 0.1,910,B - 左边单点、右边滑键,B - 左边白球,574,1220,2380646,39 + 0.1
F,9,"flower of sorrow","花たん",,,分开,242 + 862、685 + 862,A - 右边单点^^^B - 左边白球,A - 左边单点^^^B - 右边白球,423,927,76 + 0.1,862,B - 左边白球,B - 右边白球,423,927,1942874,38 + 0.1
,,"Talking to Myself","Linkin Park",,,分开,304 + 550,A - 左边白球^^^B - 右边白球,A - 左边白球^^^B - 右边白球,377,661,59 - 0.4,304、550,A - 左边白球,A - 左边白球,377,661,1234130,29 + 0.3
,,"Come Back Down","Mediks",,,分开,235 + 852,A - 右边白球^^^B - 左边白球,A - 右边白球^^^B - 左边白球,581,1153,85 + 0.0,235、852,A - 右边白球,A - 右边白球,581,1153,2747198,43 - 0.5
,,"超大只怪兽","焦迈奇",,红色,分开,87 + 252、87 + 254,A - 左边单点^^^B - 右边白球,A - 右边白球^^^B - 左边连点第 2 个,138,292,57 + 0.4,87,A - 左边单点,A - 右边白球,138,292,717891,30 + 0.0
,,"两人份美好","李俊毅",,红色,分开,48 + 258,A - 左边白球^^^B - 右边白球,A - 左边单点^^^B - 右边单点,190,419,60 + 0.2,258,B - 右边白球,B - 右边单点,190,419,969012,30 + 0.1
C,9,"courage","戸松遥",,,分开,471 + 554,B - 左边长条中间^^^B - 右边长条开始,B - 左边单点^^^B - 右边白球,436,910,65 - 0.3,554,B - 右边长条开始,B - 右边白球,436,910,1863907,33 - 0.2
T,6,"太过爱你","MC梦",,红色,分开,211 + 532、211 + 533、211 + 534、211 + 535,A - 右边连点第 1 个^^^B - 右边连点第 1 个,A - 右边长条开始^^^B - 右边连点第 2 个,277,676,65 + 0.3,532、533、534、535,B - 右边连点第 1 个,B - 右边连点第 2 个,277,676,1211739,35 + 0.0
P,6,"Play It Cool","Steve Aoki/MONSTA X",,红色,分开,101 + 189、101 + 195、101 + 196、101 + 197、101 + 189、101 + 195、101 + 196、101 + 197、102 + 189、102 + 195,A - 左边单点^^^B - 右边白球,A - 右边白球^^^B - 左边单点,180,382,63 + 0.0,101、102、103、189、195、196、197,A - 左边单点,A - 右边白球,180,382,1068677,32 - 0.5
,,"Getaway","Syn Cole",,,分开,364 + 529,B - 右边单点^^^B - 左边单点,B - 左边白球^^^B - 右边单点,258,643,56 + 0.0,364,B - 右边单点,B - 左边白球,258,643,1188741,28 + 0.0
,,"耿耿于怀","王笑文",,,分开,293 + 632,A - 右边长条中间^^^B - 左边滑键,A - 左边单点^^^B - 左边长条中间,350,752,59 + 0.4,632,B - 左边滑键,B - 左边长条中间,350,752,1399284,31 - 0.2
,,"HERO","李子璇",,红色,分开,98 + 337,A - 左边连点第 2 个^^^B - 左边单点,A - 左边连点第 2 个^^^B - 左边白球,194,407,67 - 0.4,337,B - 左边单点,B - 左边白球,194,407,1050236,34 + 0.1
*,9,"デートアライブ","sweet ARMS",,,分开,459 + 996,A - 左边白球^^^B - 右边白球,A - 左边长条中间、右边长条中间^^^B - 左边长条中间、右边长条中间,587,1120,76 - 0.4,459、996,A - 左边白球,A - 左边长条中间、右边长条中间,587,1120,2007214,38 - 0.2
,,"我乐意(QQ炫舞系列主题曲)","许嵩",,红色,分开,300 + 496、301 + 496,B - 右边长条结尾^^^B - 左边滑键,B - 左边长条结尾、右边长条结尾^^^B - 左边单点,247,545,57 + 0.1,496,B - 左边滑键,B - 左边单点,247,545,1080330,29 - 0.4
W,9,"Whistle(困难版)","Flo Rida",,,分开,358 + 468、359 + 468、360 + 468,A - 右边单点^^^A - 左边连点第 1 个,A - 右边白球^^^A - 左边单点、右边长条结尾,527,1241,74 + 0.0,468,A - 左边连点第 1 个,A - 左边单点、右边长条结尾,527,1241,2423767,39 + 0.0
I,8,"I Knew You Were Trouble","Taylor Swift",,,分开,299 + 529、300 + 529,A - 右边白球^^^B - 左边单点,A - 右边长条结尾^^^B - 右边单点,427,689,65 + 0.3,299、300,A - 右边白球,A - 右边长条结尾,427,689,1450855,34 - 0.5
G,6,"更发光","以团之名",,,分开,317 + 513、513 + 571、513 + 572、519 + 571、519 + 572,A - 右边单点^^^B - 右边单点,A - 左边长条结尾^^^B - 右边白球,378,663,60 + 0.3,513,B - 右边单点,B - 右边白球,378,663,1305990,30 + 0.2
H,9,"Hacking to the Gate","伊藤加奈子",,,分开,198 + 935,A - 左边单点、右边单点^^^B - 右边长条开始,A - 左边连点第 1 个、右边长条结尾^^^B - 右边白球,652,1063,81 - 0.4,935,B - 右边长条开始,B - 右边白球,652,1063,2017983,41 - 0.4
H,8,"Hey Baby 你是我的","李佳薇",,,分开,192 + 606、193 + 606、194 + 606、409 + 606、410 + 606、411 + 606,A - 左边单点^^^B - 左边白球,A - 右边单点^^^B - 右边单点,351,742,71 + 0.0,606,B - 左边白球,B - 右边单点,351,742,1876035,36 + 0.0
N,6,"那时正好","赵政豪",,,分开,370 + 427,B - 右边白球^^^B - 左边白球,B - 左边长条结尾^^^B - 左边单点,256,702,51 - 0.5,427,B - 左边白球,B - 左边单点,256,702,1231571,25 + 0.3
A,8,"爱情的花样","孙燕姿",,,分开,119 + 412、119 + 413、119 + 414、120 + 412、120 + 413、120 + 414、121 + 412、121 + 413、121 + 414,A - 右边单点^^^B - 左边单点,A - 左边滑键^^^B - 右边滑键,288,581,71 - 0.4,119、120、412、413,A - 右边单点,A - 左边滑键,288,581,1462758,35 + 0.3
,,"后会无期","徐良/汪苏泷",,红色,分开,83 + 182、83 + 193,A - 左边单点^^^B - 右边单点,A - 左边白球^^^B - 右边白球,115,251,46 + 0.0,182、193,B - 右边单点,B - 右边白球,115,251,562092,23 + 0.0
,,"江南","林俊杰",,红色,分开,117 + 227,A - 左边滑键^^^B - 左边滑键,A - 左边白球、右边长条结尾^^^B - 左边白球,214,469,75 - 0.5,117,A - 左边滑键,A - 左边白球、右边长条结尾,214,469,1007485,41 - 0.2
,,"DAYS of DASH","鈴木このみ",,,分开,383 + 884,A - 右边单点^^^B - 左边单点,A - 右边滑键^^^B - 左边滑键,493,994,71 + 0.4,383、884,A - 右边单点,A - 右边滑键,493,994,1763912,36 - 0.3
L,7,"旅行的爱情","Samuel",,红色,分开,302 + 487,B - 左边白球、右边长条中间^^^B - 左边连点第 1 个,B - 右边白球^^^B - 左边滑键、右边长条开始,280,625,69 - 0.4,487,B - 左边连点第 1 个,B - 左边滑键、右边长条开始,280,625,1207712,34 + 0.3
,,"One In A Billion","Wake Up, May'n!",,,分开,153 + 643,A - 左边长条开始、右边长条开始^^^B - 左边长条开始、右边长条开始,A - 左边滑键^^^B - 右边滑键,453,946,75 - 0.5,153,A - 左边长条开始、右边长条开始,A - 左边滑键,453,946,1894374,38 + 0.0
,,"太阳雨","QQ炫舞原创",,红色,分开,47 + 123、47 + 124、47 + 135、47 + 136、47 + 123、47 + 124、47 + 135、47 + 136,A - 左边单点^^^B - 左边单点,A - 左边长条结尾^^^B - 右边滑键,87,176,40 + 0.0,123、124、135、136,B - 左边单点,B - 右边滑键,87,176,431320,20 - 0.3
G,8,"灌溉爱","郭采洁",,红色,分开,117 + 223、117 + 224、117 + 506、117 + 507、118 + 223、118 + 224、118 + 506、118 + 507、120 + 223、120 + 224,A - 右边单点^^^A - 左边单点,A - 右边单点^^^A - 左边连点第 2 个,317,596,72 + 0.0,117、118、120,A - 右边单点,A - 右边单点,317,596,1369753,37 - 0.5
,,"Love Story","Taylor Swift",,红色,分开,231 + 467,A - 右边单点^^^B - 左边单点,A - 左边白球^^^B - 左边单点,298,550,72 + 0.0,231,A - 右边单点,A - 左边白球,298,550,1332106,37 + 0.0
K,6,"Kids in the Dark","All Time Low",,,分开,185 + 485,A - 左边单点^^^B - 右边单点,A - 左边单点^^^B - 右边单点,318,656,65 + 0.4,185、485,A - 左边单点,A - 左边单点,318,656,1317823,33 - 0.3
,,"滚烫的青春","王源",,红色,分开,144 + 343、144 + 352、144 + 362、144 + 370,A - 右边单点^^^B - 左边白球,A - 右边长条开始^^^B - 右边白球,220,440,59 - 0.4,144,A - 右边单点,A - 右边长条开始,220,440,802231,31 + 0.1
D,6,"Don't Need Your Love","NCT DREAM/HRVY",,红色,分开,254 + 406、254 + 412、254 + 406、254 + 412、254 + 406、254 + 412、254 + 406、254 + 412、254 + 406、254 + 412,B - 左边白球^^^B - 左边单点,B - 右边连点第 2 个^^^B - 左边白球,241,474,56 - 0.5,254,B - 左边白球,B - 右边连点第 2 个,241,474,1051789,28 + 0.0
W,9,"五等分の気持ち","花泽香菜/竹達彩奈/伊藤美来/佐倉綾音/水瀬いのり",,,存气,358 + 692,A - 左边滑键^^^B - 右边滑键,A - 左边单点^^^B - 右边白球,383,767,82 + 0.0,692,B - 右边滑键,B - 右边滑键,383,767,1905983,44 + 0.0
Y,9,"一吻天荒","胡歌",,,分开,592 + 1145,B - 左边长条开始、右边长条开始^^^B - 左边白球,B - 右边单点^^^B - 左边长条结尾、右边长条结尾,343,1215,79 + 0.2,1145,B - 左边白球,B - 左边长条结尾、右边长条结尾,343,1215,2043747,40 - 0.4
Q,7,"群居动物","胡66",,,分开,186 + 510,A - 左边单点^^^B - 右边单点,A - 左边单点^^^B - 右边单点,293,571,70 + 0.0,186、510,A - 左边单点,A - 左边单点,293,571,1432293,35 + 0.0
,,"Lil Mama","Jain",,红色,分开,259 + 342、261 + 342,B - 右边单点^^^B - 左边长条中间,B - 右边白球^^^B - 左边单点,203,401,64 + 0.0,259、261,B - 右边单点,B - 右边白球,203,401,939639,32 + 0.4
T,7,"TOUCH MY HEART","罗志祥",,红色,分开,210 + 446,A - 右边长条开始^^^B - 左边长条开始,A - 左边白球^^^B - 右边白球,372,666,66 + 0.2,210、446,A - 右边长条开始,A - 左边白球,372,666,1235517,33 + 0.1
B,6,"别爱太满别睡太晚","贺一航",,,分开,135 + 467、135 + 468、136 + 467、136 + 468、136 + 467、136 + 468、136 + 467、136 + 468、136 + 467、136 + 468,A - 右边单点^^^B - 左边单点,A - 左边连点第 1 个^^^B - 右边连点第 1 个,271,603,60 + 0.2,135、136、467、468,A - 右边单点,A - 左边连点第 1 个,271,603,1205267,30 + 0.1
S,10,"Shiny","高颖浠",,,分开,469 + 755、469 + 758、469 + 759、469 + 760、469 + 761、469 + 764,A - 右边连点第 1 个^^^B - 左边单点,A - 左边滑键^^^B - 左边滑键,547,1028,98 - 0.5,469,A - 右边连点第 1 个,A - 左边滑键,547,1028,2603120,52 - 0.5
,,"两小无猜","小木",,红色,分开,263 + 461、263 + 462、263 + 463、264 + 461、264 + 462、264 + 463,B - 左边长条中间^^^B - 右边连点第 1 个,B - 左边单点^^^B - 左边单点,235,523,67 - 0.4,461、462、463,B - 右边连点第 1 个,B - 左边单点,235,523,1193660,34 - 0.2
,,"青春大满贯","胡夏",,红色,分开,247 + 375、375 + 555,A - 左边滑键、右边长条开始^^^B - 右边单点,A - 左边长条中间^^^B - 右边白球,373,632,62 - 0.1,375,B - 右边单点,B - 右边白球,373,632,1168516,31 + 0.0
L,6,"Love So Soft","Kelly Clarkson",,,分开,245 + 399,B - 右边白球^^^B - 右边单点,B - 右边单点^^^B - 右边单点,239,491,68 - 0.5,245,B - 右边白球,B - 右边单点,239,491,1452151,36 - 0.5
G,10,"冠世一战","言和",50,,分开,839 + 1179,B - 右边连点第 2 个^^^B - 左边长条中间,B - 右边长条开始^^^B - 左边白球,570,1463,85 + 0.4,839,B - 右边连点第 2 个,B - 右边长条开始,570,1463,3094384,43 - 0.3
,,"树洞","欧阳娜娜",,,分开,638 + 747,B - 左边长条开始、右边单点^^^B - 右边长条开始,B - 左边单点、右边单点^^^B - 左边长条结尾、右边长条结尾,469,865,66 - 0.1,638,B - 左边长条开始、右边单点,B - 左边单点、右边单点,469,865,1557794,34 + 0.1
,,"LOVE IT LIVE IT","YDPP",,红色,分开,145 + 226、145 + 227、146 + 226、146 + 227,A - 右边连点第 2 个^^^B - 左边单点,A - 右边白球^^^B - 左边白球,192,454,58 + 0.0,226、227,B - 左边单点,B - 左边白球,192,454,1027611,29 + 0.0
X,8,"響喜乱舞","GARNiDELiA",,,分开,204 + 549,A - 左边白球^^^B - 右边白球,A - 左边单点^^^B - 右边单点,373,720,82 + 0.0,204、549,A - 左边白球,A - 左边单点,373,720,1956643,41 + 0.0
,,"赝品","简弘亦",,红色,分开,163 + 327、164 + 327、165 + 327,A - 左边滑键^^^B - 右边白球,A - 右边白球^^^B - 左边白球,213,446,62 - 0.1,327,B - 右边白球,B - 左边白球,213,446,1068097,32 - 0.3
,,"爱在我身边","吴映洁",,红色,分开,57 + 155,A - 右边白球^^^B - 左边白球,A - 左边单点^^^B - 右边单点,107,235,58 - 0.1,155,B - 左边白球,B - 右边单点,107,235,653893,29 - 0.4
X,6,"星期天","张紫豪",,红色,存气,161 + 325,A - 右边单点^^^B - 左边单点,A - 右边单点^^^B - 左边白球,183,398,71 - 0.5,328、329、330,B - 右边白球,B - 左边单点,183,398,1056483,37 - 0.5
C,6,"彻底","庄心妍",,,分开,258 + 646、258 + 648、260 + 646、260 + 648,A - 左边滑键、右边单点^^^B - 左边滑键、右边单点,A - 左边单点、右边滑键^^^B - 左边单点、右边滑键,363,753,60 + 0.4,260、648,A - 左边单点,A - 左边白球,363,753,1578481,30 + 0.2
U,9,"UNION","OxT",,,存气,467 + 958,A - 右边单点^^^B - 左边长条中间,A - 左边单点^^^B - 右边单点,514,1020,83 - 0.1,455、961,A - 左边长条开始、右边滑键,A - 右边单点,514,1020,2145342,41 + 0.3
,,"Pink Magic","艺声",,,分开,164 + 323、164 + 324、165 + 323、165 + 324,A - 右边单点^^^B - 左边单点,A - 左边单点^^^B - 右边单点,231,477,56 + 0.0,164、165、323、324,A - 右边单点,A - 左边单点,231,477,1086373,28 + 0.0
,,"永世のクレイドル","鈴華ゆう子",,,存气,297 + 615,A - 左边长条开始、右边长条开始^^^B - 右边长条中间,A - 左边单点、右边单点^^^B - 左边单点、右边单点,351,726,68 + 0.3,269、644,A - 右边长条中间,A - 左边单点、右边单点,351,726,1360025,34 - 0.3
