首字母,等级,文件名,歌名,歌手,类型,技能,状态,先后,爆点,bar,box,开头描述,结尾描述,分数,指数
,,Extreme Fantasy 4k节奏转谱 304_odd.xml,"Extreme Fantasy 4k节奏转谱","Memme",非押爆,极限,分开,二爆,2887,186,4,A - 一轨长条开始、二轨长条开始、三轨长条开始、四轨长条开始,A - 一轨长条结尾、二轨长条结尾、三轨长条结尾、四轨长条结尾,6791321,173 - 0.3
,,Extreme Fantasy 4k节奏转谱 304_odd.xml,"Extreme Fantasy 4k节奏转谱","Memme",押爆,极限,分开,一爆,2073,147,0,A - 一轨长条开始、二轨长条开始、三轨长条开始、四轨长条开始,A - 一轨长条开始,6797552,176 + 0.3
,,Extreme Fantasy 4k节奏转谱 304_odd.xml,"Extreme Fantasy 4k节奏转谱","Memme",押爆,极限,分开,二爆,2885,186,0,A - 一轨单点、四轨单点,A - 一轨长条结尾、二轨长条结尾、三轨长条结尾、四轨长条结尾,6797552,176 + 0.3
,,REANIMATE 4k节奏转谱 348_odd.xml,"REANIMATE 4k节奏转谱","Warak",非押爆,极限,分开,一爆,1812,151,20,A - 一轨长条中间、四轨长条左滑,A - 二轨长条右滑、四轨长条中间,5190704,99 - 0.1
,,REANIMATE 4k节奏转谱 348_odd.xml,"REANIMATE 4k节奏转谱","Warak",非押爆,极限,分开,二爆,2335,190,0,A - 二轨长条开始、四轨单点,A - 四轨长条左滑,5190704,99 - 0.1
,,REANIMATE 4k节奏转谱 348_odd.xml,"REANIMATE 4k节奏转谱","Warak",非押爆,极限,分开,一爆,1817,151,24,A - 一轨长条中间、三轨长条左滑,A - 三轨长条左滑、四轨长条中间,5190704,99 - 0.1
,,REANIMATE 4k节奏转谱 348_odd.xml,"REANIMATE 4k节奏转谱","Warak",非押爆,极限,分开,二爆,2335,190,0,A - 二轨长条开始、四轨单点,A - 四轨长条左滑,5190704,99 - 0.1
,,REANIMATE 4k节奏转谱 348_odd.xml,"REANIMATE 4k节奏转谱","Warak",非押爆,极限,分开,一爆,1822,151,28,A - 一轨长条中间、二轨长条右滑,A - 二轨长条左滑、四轨长条结尾,5190704,99 - 0.1
,,REANIMATE 4k节奏转谱 348_odd.xml,"REANIMATE 4k节奏转谱","Warak",非押爆,极限,分开,二爆,2335,190,0,A - 二轨长条开始、四轨单点,A - 四轨长条左滑,5190704,99 - 0.1
,,REANIMATE 4k节奏转谱 348_odd.xml,"REANIMATE 4k节奏转谱","Warak",押爆,极限,分开,一爆,1812,151,20,A - 一轨长条中间、四轨长条左滑,A - 三轨长条左滑、四轨长条中间,5196242,102 + 0.1
,,REANIMATE 4k节奏转谱 348_odd.xml,"REANIMATE 4k节奏转谱","Warak",押爆,极限,分开,二爆,2335,190,0,A - 二轨长条开始、四轨单点,A - 二一轨滑条,5196242,102 + 0.1
,,REANIMATE 4k节奏转谱 348_odd.xml,"REANIMATE 4k节奏转谱","Warak",押爆,极限,分开,一爆,1817,151,24,A - 一轨长条中间、三轨长条左滑,A - 二轨长条左滑、四轨长条结尾,5196242,102 + 0.1
,,REANIMATE 4k节奏转谱 348_odd.xml,"REANIMATE 4k节奏转谱","Warak",押爆,极限,分开,二爆,2335,190,0,A - 二轨长条开始、四轨单点,A - 二一轨滑条,5196242,102 + 0.1
,,Take Flight 4k节奏转谱 210.xml,"Take Flight 4k节奏转谱","Lindsey Stirling",非押爆,爆气,分开,一爆,324,29,0,A - 一轨单点、三轨长条开始,A - 二轨单点、三轨单点,3655527,109 + 0.4
,,Take Flight 4k节奏转谱 210.xml,"Take Flight 4k节奏转谱","Lindsey Stirling",非押爆,爆气,分开,二爆,418,34,14,A - 二轨长条中间、三轨单点,A - 一轨单点、三轨长条右滑,3655527,109 + 0.4
,,Take Flight 4k节奏转谱 210.xml,"Take Flight 4k节奏转谱","Lindsey Stirling",押爆,爆气,分开,一爆,416,34,10,A - 二轨长条中间,A - 一轨单点、三轨长条右滑,3661891,111 - 0.4
,,Take Flight 4k节奏转谱 210.xml,"Take Flight 4k节奏转谱","Lindsey Stirling",押爆,爆气,分开,二爆,905,66,24,A - 二轨长条中间,A - 一轨长条右滑、四轨单点,3661891,111 - 0.4
,,The Raising Fighting Spirit 4k节奏转谱 280_odd.xml,"The Raising Fighting Spirit 4k节奏转谱","火影忍者",非押爆,爆气,分开,一爆,846,77,20,A - 二轨长条中间、四轨长条中间,A - 二轨长条左滑、三轨长条右滑,3018357,134 - 0.4
,,The Raising Fighting Spirit 4k节奏转谱 280_odd.xml,"The Raising Fighting Spirit 4k节奏转谱","火影忍者",非押爆,爆气,分开,二爆,1028,83,0,A - 一轨长条右滑、四轨长条左滑,A - 一轨长条右滑、三轨长条右滑,3018357,134 - 0.4
,,The Raising Fighting Spirit 4k节奏转谱 280_odd.xml,"The Raising Fighting Spirit 4k节奏转谱","火影忍者",非押爆,爆气,分开,一爆,846,77,20,A - 二轨长条中间、四轨长条中间,A - 二轨长条左滑、三轨长条右滑,3018357,134 - 0.4
,,The Raising Fighting Spirit 4k节奏转谱 280_odd.xml,"The Raising Fighting Spirit 4k节奏转谱","火影忍者",非押爆,爆气,分开,二爆,1034,83,4,A - 二轨长条中间、三轨长条中间,A - 二轨长条左滑、四轨长条左滑,3018357,134 - 0.4
,,The Raising Fighting Spirit 4k节奏转谱 280_odd.xml,"The Raising Fighting Spirit 4k节奏转谱","火影忍者",非押爆,爆气,分开,一爆,848,77,21,A - 二轨长条中间、四轨长条中间,A - 二轨长条左滑、三轨长条右滑,3018357,134 - 0.4
,,The Raising Fighting Spirit 4k节奏转谱 280_odd.xml,"The Raising Fighting Spirit 4k节奏转谱","火影忍者",非押爆,爆气,分开,二爆,1028,83,0,A - 一轨长条右滑、四轨长条左滑,A - 一轨长条右滑、三轨长条右滑,3018357,134 - 0.4
,,The Raising Fighting Spirit 4k节奏转谱 280_odd.xml,"The Raising Fighting Spirit 4k节奏转谱","火影忍者",非押爆,爆气,分开,一爆,848,77,21,A - 二轨长条中间、四轨长条中间,A - 二轨长条左滑、三轨长条右滑,3018357,134 - 0.4
,,The Raising Fighting Spirit 4k节奏转谱 280_odd.xml,"The Raising Fighting Spirit 4k节奏转谱","火影忍者",非押爆,爆气,分开,二爆,1034,83,4,A - 二轨长条中间、三轨长条中间,A - 二轨长条左滑、四轨长条左滑,3018357,134 - 0.4
,,The Raising Fighting Spirit 4k节奏转谱 280_odd.xml,"The Raising Fighting Spirit 4k节奏转谱","火影忍者",非押爆,爆气,分开,一爆,848,77,22,A - 二轨长条中间、四轨长条中间,A - 一轨长条中间、四轨长条中间,3018357,134 - 0.4
,,The Raising Fighting Spirit 4k节奏转谱 280_odd.xml,"The Raising Fighting Spirit 4k节奏转谱","火影忍者",非押爆,爆气,分开,二爆,1028,83,0,A - 一轨长条右滑、四轨长条左滑,A - 一轨长条右滑、三轨长条右滑,3018357,134 - 0.4
,,The Raising Fighting Spirit 4k节奏转谱 280_odd.xml,"The Raising Fighting Spirit 4k节奏转谱","火影忍者",非押爆,爆气,分开,一爆,848,77,22,A - 二轨长条中间、四轨长条中间,A - 一轨长条中间、四轨长条中间,3018357,134 - 0.4
,,The Raising Fighting Spirit 4k节奏转谱 280_odd.xml,"The Raising Fighting Spirit 4k节奏转谱","火影忍者",非押爆,爆气,分开,二爆,1034,83,4,A - 二轨长条中间、三轨长条中间,A - 二轨长条左滑、四轨长条左滑,3018357,134 - 0.4
,,The Raising Fighting Spirit 4k节奏转谱 280_odd.xml,"The Raising Fighting Spirit 4k节奏转谱","火影忍者",非押爆,爆气,分开,一爆,850,77,23,A - 二轨长条左滑、四轨长条左滑,A - 一轨长条中间、四轨长条中间,3018357,134 - 0.4
,,The Raising Fighting Spirit 4k节奏转谱 280_odd.xml,"The Raising Fighting Spirit 4k节奏转谱","火影忍者",非押爆,爆气,分开,二爆,1028,83,0,A - 一轨长条右滑、四轨长条左滑,A - 一轨长条右滑、三轨长条右滑,3018357,134 - 0.4
,,The Raising Fighting Spirit 4k节奏转谱 280_odd.xml,"The Raising Fighting Spirit 4k节奏转谱","火影忍者",非押爆,爆气,分开,一爆,850,77,23,A - 二轨长条左滑、四轨长条左滑,A - 一轨长条中间、四轨长条中间,3018357,134 - 0.4
,,The Raising Fighting Spirit 4k节奏转谱 280_odd.xml,"The Raising Fighting Spirit 4k节奏转谱","火影忍者",非押爆,爆气,分开,二爆,1034,83,4,A - 二轨长条中间、三轨长条中间,A - 二轨长条左滑、四轨长条左滑,3018357,134 - 0.4
,,The Raising Fighting Spirit 4k节奏转谱 280_odd.xml,"The Raising Fighting Spirit 4k节奏转谱","火影忍者",非押爆,爆气,分开,一爆,850,77,24,A - 二轨长条左滑、四轨长条左滑,A - 一轨长条中间、四轨长条中间,3018357,134 - 0.4
,,The Raising Fighting Spirit 4k节奏转谱 280_odd.xml,"The Raising Fighting Spirit 4k节奏转谱","火影忍者",非押爆,爆气,分开,二爆,1028,83,0,A - 一轨长条右滑、四轨长条左滑,A - 一轨长条右滑、三轨长条右滑,3018357,134 - 0.4
,,The Raising Fighting Spirit 4k节奏转谱 280_odd.xml,"The Raising Fighting Spirit 4k节奏转谱","火影忍者",非押爆,爆气,分开,一爆,850,77,24,A - 二轨长条左滑、四轨长条左滑,A - 一轨长条中间、四轨长条中间,3018357,134 - 0.4
,,The Raising Fighting Spirit 4k节奏转谱 280_odd.xml,"The Raising Fighting Spirit 4k节奏转谱","火影忍者",非押爆,爆气,分开,二爆,1034,83,4,A - 二轨长条中间、三轨长条中间,A - 二轨长条左滑、四轨长条左滑,3018357,134 - 0.4
,,The Raising Fighting Spirit 4k节奏转谱 280_odd.xml,"The Raising Fighting Spirit 4k节奏转谱","火影忍者",押爆,爆气,分开,一爆,842,77,16,A - 二轨长条中间、四轨长条中间,A - 二轨长条左滑、三轨长条右滑,3041693,138 + 0.0
,,The Raising Fighting Spirit 4k节奏转谱 280_odd.xml,"The Raising Fighting Spirit 4k节奏转谱","火影忍者",押爆,爆气,分开,二爆,1028,83,0,A - 一轨长条右滑、四轨长条左滑,A - 二轨长条左滑、四轨长条左滑,3041693,138 + 0.0
,,The Raising Fighting Spirit 4k节奏转谱 280_odd.xml,"The Raising Fighting Spirit 4k节奏转谱","火影忍者",押爆,爆气,分开,一爆,850,77,23,A - 二轨长条左滑、四轨长条左滑,A - 一轨长条中间、四轨长条中间,3041693,138 + 0.0
,,The Raising Fighting Spirit 4k节奏转谱 280_odd.xml,"The Raising Fighting Spirit 4k节奏转谱","火影忍者",押爆,爆气,分开,二爆,1028,83,0,A - 一轨长条右滑、四轨长条左滑,A - 二轨长条左滑、四轨长条左滑,3041693,138 + 0.0
,,雪愿 5k节奏转谱 210.xml,"雪愿 5k节奏转谱","Wolf.R",非押爆,爆气,分开,一爆,581,46,26,A - 一轨长条右滑,A - 三轨单点,3227904,108 - 0.4
,,雪愿 5k节奏转谱 210.xml,"雪愿 5k节奏转谱","Wolf.R",非押爆,爆气,分开,二爆,1507,111,15,A - 二轨长条开始、四轨长条开始,A - 二轨长条中间、五轨长条中间,3227904,108 - 0.4
,,雪愿 5k节奏转谱 210.xml,"雪愿 5k节奏转谱","Wolf.R",非押爆,爆气,分开,一爆,581,46,26,A - 一轨长条右滑,A - 三轨单点,3227904,108 - 0.4
,,雪愿 5k节奏转谱 210.xml,"雪愿 5k节奏转谱","Wolf.R",非押爆,爆气,分开,二爆,1509,111,17,A - 二轨长条中间、四轨长条中间,A - 二轨长条中间、五轨长条中间,3227904,108 - 0.4
,,雪愿 5k节奏转谱 210.xml,"雪愿 5k节奏转谱","Wolf.R",押爆,爆气,分开,一爆,580,46,25,A - 一轨长条中间,A - 一轨单点,3241163,110 + 0.1
,,雪愿 5k节奏转谱 210.xml,"雪愿 5k节奏转谱","Wolf.R",押爆,爆气,分开,二爆,1507,111,15,A - 二轨长条开始、四轨长条开始,A - 二轨长条中间、五轨长条中间,3241163,110 + 0.1
,,雪愿 5k节奏转谱 210.xml,"雪愿 5k节奏转谱","Wolf.R",押爆,爆气,分开,一爆,580,46,25,A - 一轨长条中间,A - 一轨单点,3241163,110 + 0.1
,,雪愿 5k节奏转谱 210.xml,"雪愿 5k节奏转谱","Wolf.R",押爆,爆气,分开,二爆,1509,111,17,A - 二轨长条中间、四轨长条中间,A - 二轨长条中间、五轨长条中间,3241163,110 + 0.1
,,君往何处 4k节奏转谱 240_odd.xml,"君往何处 4k节奏转谱","M2U",非押爆,爆气,分开,一爆,520,60,4,A - 一轨单点、四轨长条开始,A - 一二轨滑键、三轨长条右滑,4284152,132 - 0.3
,,君往何处 4k节奏转谱 240_odd.xml,"君往何处 4k节奏转谱","M2U",非押爆,爆气,分开,二爆,1387,118,8,A - 二轨长条左滑、三轨长条右滑,A - 二轨长条左滑、三轨长条右滑,4284152,132 - 0.3
,,君往何处 4k节奏转谱 240_odd.xml,"君往何处 4k节奏转谱","M2U",非押爆,爆气,分开,一爆,520,60,4,A - 一轨单点、四轨长条开始,A - 一二轨滑键、三轨长条右滑,4284152,132 - 0.3
,,君往何处 4k节奏转谱 240_odd.xml,"君往何处 4k节奏转谱","M2U",非押爆,爆气,分开,二爆,1395,118,14,A - 一轨长条右滑、四轨长条左滑,A - 一轨长条右滑、四轨长条左滑,4284152,132 - 0.3
,,君往何处 4k节奏转谱 240_odd.xml,"君往何处 4k节奏转谱","M2U",非押爆,爆气,分开,一爆,1179,108,4,A - 一轨单点、四轨长条开始,A - 一二轨滑键、四轨长条左滑,4284152,132 - 0.3
,,君往何处 4k节奏转谱 240_odd.xml,"君往何处 4k节奏转谱","M2U",非押爆,爆气,分开,二爆,1387,118,8,A - 二轨长条左滑、三轨长条右滑,A - 二轨长条左滑、三轨长条右滑,4284152,132 - 0.3
,,君往何处 4k节奏转谱 240_odd.xml,"君往何处 4k节奏转谱","M2U",非押爆,爆气,分开,一爆,1179,108,4,A - 一轨单点、四轨长条开始,A - 一二轨滑键、四轨长条左滑,4284152,132 - 0.3
,,君往何处 4k节奏转谱 240_odd.xml,"君往何处 4k节奏转谱","M2U",非押爆,爆气,分开,二爆,1395,118,14,A - 一轨长条右滑、四轨长条左滑,A - 一轨长条右滑、四轨长条左滑,4284152,132 - 0.3
,,君往何处 4k节奏转谱 240_odd.xml,"君往何处 4k节奏转谱","M2U",押爆,爆气,分开,一爆,520,60,4,A - 一轨单点、四轨长条开始,A - 四轨长条中间,4296880,134 + 0.1
,,君往何处 4k节奏转谱 240_odd.xml,"君往何处 4k节奏转谱","M2U",押爆,爆气,分开,二爆,1413,118,28,A - 二轨长条中间、三轨长条中间,A - 二轨长条左滑、三轨长条右滑,4296880,134 + 0.1
,,Toy War 4k节奏转谱 320.xml,"Toy War 4k节奏转谱","M2U",非押爆,爆气,分开,一爆,715,87,12,A - 二轨单点,A - 一轨长条结尾、三轨长条结尾,3866159,111 + 0.1
,,Toy War 4k节奏转谱 320.xml,"Toy War 4k节奏转谱","M2U",非押爆,爆气,分开,二爆,855,99,28,A - 三轨单点,A - 一轨长条结尾、四轨长条结尾,3866159,111 + 0.1
,,Toy War 4k节奏转谱 320.xml,"Toy War 4k节奏转谱","M2U",押爆,爆气,分开,一爆,714,87,8,A - 四轨单点,A - 一轨长条结尾、三轨长条结尾,3876767,113 + 0.1
,,Toy War 4k节奏转谱 320.xml,"Toy War 4k节奏转谱","M2U",押爆,爆气,分开,二爆,854,99,24,A - 四轨单点,A - 一轨长条结尾、四轨长条结尾,3876767,113 + 0.1
,,大家好 5k节奏转谱 255.xml,"大家好 5k节奏转谱","Memme",非押爆,爆气,分开,一爆,384,36,22,A - 一轨单点、五轨单点,A - 二一轨滑键、四轨单点,4207027,116 - 0.3
,,大家好 5k节奏转谱 255.xml,"大家好 5k节奏转谱","Memme",非押爆,爆气,分开,二爆,1111,96,22,A - 二一轨滑键,A - 一轨单点、三轨长条右滑,4207027,116 - 0.3
,,大家好 5k节奏转谱 255.xml,"大家好 5k节奏转谱","Memme",非押爆,爆气,分开,一爆,387,37,2,A - 一轨单点、三轨单点,A - 一二轨滑键、五轨单点,4207027,116 - 0.3
,,大家好 5k节奏转谱 255.xml,"大家好 5k节奏转谱","Memme",非押爆,爆气,分开,二爆,1111,96,22,A - 二一轨滑键,A - 一轨单点、三轨长条右滑,4207027,116 - 0.3
,,大家好 5k节奏转谱 255.xml,"大家好 5k节奏转谱","Memme",非押爆,爆气,分开,一爆,396,38,6,A - 一轨单点、五轨单点,A - 一轨单点、三轨单点,4207027,116 - 0.3
,,大家好 5k节奏转谱 255.xml,"大家好 5k节奏转谱","Memme",非押爆,爆气,分开,二爆,1111,96,22,A - 二一轨滑键,A - 一轨单点、三轨长条右滑,4207027,116 - 0.3
,,大家好 5k节奏转谱 255.xml,"大家好 5k节奏转谱","Memme",非押爆,爆气,分开,一爆,514,45,22,A - 一二轨滑键、三轨单点,A - 二一轨滑键、五轨长条左滑,4207027,116 - 0.3
,,大家好 5k节奏转谱 255.xml,"大家好 5k节奏转谱","Memme",非押爆,爆气,分开,二爆,1111,96,22,A - 二一轨滑键,A - 一轨单点、三轨长条右滑,4207027,116 - 0.3
,,大家好 5k节奏转谱 255.xml,"大家好 5k节奏转谱","Memme",押爆,爆气,分开,一爆,381,36,10,A - 一轨单点、三轨单点,A - 一轨长条中间、四轨长条中间,4214453,117 + 0.1
,,大家好 5k节奏转谱 255.xml,"大家好 5k节奏转谱","Memme",押爆,爆气,分开,二爆,1110,96,18,A - 三轨单点,A - 一轨单点、三轨长条右滑,4214453,117 + 0.1
,,大家好 5k节奏转谱 255.xml,"大家好 5k节奏转谱","Memme",押爆,爆气,分开,一爆,399,38,14,A - 三轨长条中间,A - 一二轨滑键、三轨单点,4214453,117 + 0.1
,,大家好 5k节奏转谱 255.xml,"大家好 5k节奏转谱","Memme",押爆,爆气,分开,二爆,1110,96,18,A - 三轨单点,A - 一轨单点、三轨长条右滑,4214453,117 + 0.1
,,Purple Passion 5k节奏转谱 336_odd.xml,"Purple Passion 5k节奏转谱","Diana Boncheva",非押爆,极限,分开,一爆,1009,113,0,A - 四轨单点,A - 四轨单点,3850932,78 - 0.4
,,Purple Passion 5k节奏转谱 336_odd.xml,"Purple Passion 5k节奏转谱","Diana Boncheva",非押爆,极限,分开,二爆,1976,214,4,A - 一轨长条中间,A - 三轨长条结尾、五轨长条结尾,3850932,78 - 0.4
,,Purple Passion 5k节奏转谱 336_odd.xml,"Purple Passion 5k节奏转谱","Diana Boncheva",非押爆,极限,分开,一爆,1010,113,4,A - 二轨单点,A - 三轨单点,3850932,78 - 0.4
,,Purple Passion 5k节奏转谱 336_odd.xml,"Purple Passion 5k节奏转谱","Diana Boncheva",非押爆,极限,分开,二爆,1976,214,4,A - 一轨长条中间,A - 三轨长条结尾、五轨长条结尾,3850932,78 - 0.4
,,Purple Passion 5k节奏转谱 336_odd.xml,"Purple Passion 5k节奏转谱","Diana Boncheva",非押爆,极限,分开,一爆,1011,113,8,A - 四轨单点,A - 五轨单点,3850932,78 - 0.4
,,Purple Passion 5k节奏转谱 336_odd.xml,"Purple Passion 5k节奏转谱","Diana Boncheva",非押爆,极限,分开,二爆,1976,214,4,A - 一轨长条中间,A - 三轨长条结尾、五轨长条结尾,3850932,78 - 0.4
,,Purple Passion 5k节奏转谱 336_odd.xml,"Purple Passion 5k节奏转谱","Diana Boncheva",非押爆,极限,分开,一爆,1012,113,12,A - 二轨单点,A - 二轨单点,3850932,78 - 0.4
,,Purple Passion 5k节奏转谱 336_odd.xml,"Purple Passion 5k节奏转谱","Diana Boncheva",非押爆,极限,分开,二爆,1976,214,4,A - 一轨长条中间,A - 三轨长条结尾、五轨长条结尾,3850932,78 - 0.4
,,Purple Passion 5k节奏转谱 336_odd.xml,"Purple Passion 5k节奏转谱","Diana Boncheva",非押爆,极限,分开,一爆,1013,113,16,A - 五轨单点,A - 四轨单点,3850932,78 - 0.4
,,Purple Passion 5k节奏转谱 336_odd.xml,"Purple Passion 5k节奏转谱","Diana Boncheva",非押爆,极限,分开,二爆,1976,214,4,A - 一轨长条中间,A - 三轨长条结尾、五轨长条结尾,3850932,78 - 0.4
,,Purple Passion 5k节奏转谱 336_odd.xml,"Purple Passion 5k节奏转谱","Diana Boncheva",非押爆,极限,分开,一爆,1014,113,20,A - 三轨单点,A - 一轨单点,3850932,78 - 0.4
,,Purple Passion 5k节奏转谱 336_odd.xml,"Purple Passion 5k节奏转谱","Diana Boncheva",非押爆,极限,分开,二爆,1976,214,4,A - 一轨长条中间,A - 三轨长条结尾、五轨长条结尾,3850932,78 - 0.4
,,Purple Passion 5k节奏转谱 336_odd.xml,"Purple Passion 5k节奏转谱","Diana Boncheva",非押爆,极限,分开,一爆,1015,113,24,A - 五轨单点,A - 三轨单点,3850932,78 - 0.4
,,Purple Passion 5k节奏转谱 336_odd.xml,"Purple Passion 5k节奏转谱","Diana Boncheva",非押爆,极限,分开,二爆,1976,214,4,A - 一轨长条中间,A - 三轨长条结尾、五轨长条结尾,3850932,78 - 0.4
,,Purple Passion 5k节奏转谱 336_odd.xml,"Purple Passion 5k节奏转谱","Diana Boncheva",非押爆,极限,分开,一爆,1016,113,28,A - 三轨单点,A - 二轨单点,3850932,78 - 0.4
,,Purple Passion 5k节奏转谱 336_odd.xml,"Purple Passion 5k节奏转谱","Diana Boncheva",非押爆,极限,分开,二爆,1976,214,4,A - 一轨长条中间,A - 三轨长条结尾、五轨长条结尾,3850932,78 - 0.4
,,Purple Passion 5k节奏转谱 336_odd.xml,"Purple Passion 5k节奏转谱","Diana Boncheva",非押爆,极限,分开,一爆,1017,114,0,A - 四轨单点,A - 四轨单点,3850932,78 - 0.4
,,Purple Passion 5k节奏转谱 336_odd.xml,"Purple Passion 5k节奏转谱","Diana Boncheva",非押爆,极限,分开,二爆,1976,214,4,A - 一轨长条中间,A - 三轨长条结尾、五轨长条结尾,3850932,78 - 0.4
,,Purple Passion 5k节奏转谱 336_odd.xml,"Purple Passion 5k节奏转谱","Diana Boncheva",押爆,极限,分开,一爆,1009,113,0,A - 四轨单点,A - 三轨单点,3853701,79 + 0.2
,,Purple Passion 5k节奏转谱 336_odd.xml,"Purple Passion 5k节奏转谱","Diana Boncheva",押爆,极限,分开,二爆,1974,214,0,A - 一轨长条中间,A - 三轨长条结尾、五轨长条结尾,3853701,79 + 0.2
,,Purple Passion 5k节奏转谱 336_odd.xml,"Purple Passion 5k节奏转谱","Diana Boncheva",押爆,极限,分开,一爆,1010,113,4,A - 二轨单点,A - 五轨单点,3853701,79 + 0.2
,,Purple Passion 5k节奏转谱 336_odd.xml,"Purple Passion 5k节奏转谱","Diana Boncheva",押爆,极限,分开,二爆,1974,214,0,A - 一轨长条中间,A - 三轨长条结尾、五轨长条结尾,3853701,79 + 0.2
,,Purple Passion 5k节奏转谱 336_odd.xml,"Purple Passion 5k节奏转谱","Diana Boncheva",押爆,极限,分开,一爆,1011,113,8,A - 四轨单点,A - 二轨单点,3853701,79 + 0.2
,,Purple Passion 5k节奏转谱 336_odd.xml,"Purple Passion 5k节奏转谱","Diana Boncheva",押爆,极限,分开,二爆,1974,214,0,A - 一轨长条中间,A - 三轨长条结尾、五轨长条结尾,3853701,79 + 0.2
,,Purple Passion 5k节奏转谱 336_odd.xml,"Purple Passion 5k节奏转谱","Diana Boncheva",押爆,极限,分开,一爆,1012,113,12,A - 二轨单点,A - 四轨单点,3853701,79 + 0.2
,,Purple Passion 5k节奏转谱 336_odd.xml,"Purple Passion 5k节奏转谱","Diana Boncheva",押爆,极限,分开,二爆,1974,214,0,A - 一轨长条中间,A - 三轨长条结尾、五轨长条结尾,3853701,79 + 0.2
,,Purple Passion 5k节奏转谱 336_odd.xml,"Purple Passion 5k节奏转谱","Diana Boncheva",押爆,极限,分开,一爆,1013,113,16,A - 五轨单点,A - 一轨单点,3853701,79 + 0.2
,,Purple Passion 5k节奏转谱 336_odd.xml,"Purple Passion 5k节奏转谱","Diana Boncheva",押爆,极限,分开,二爆,1974,214,0,A - 一轨长条中间,A - 三轨长条结尾、五轨长条结尾,3853701,79 + 0.2
,,Purple Passion 5k节奏转谱 336_odd.xml,"Purple Passion 5k节奏转谱","Diana Boncheva",押爆,极限,分开,一爆,1014,113,20,A - 三轨单点,A - 三轨单点,3853701,79 + 0.2
,,Purple Passion 5k节奏转谱 336_odd.xml,"Purple Passion 5k节奏转谱","Diana Boncheva",押爆,极限,分开,二爆,1974,214,0,A - 一轨长条中间,A - 三轨长条结尾、五轨长条结尾,3853701,79 + 0.2
,,Purple Passion 5k节奏转谱 336_odd.xml,"Purple Passion 5k节奏转谱","Diana Boncheva",押爆,极限,分开,一爆,1015,113,24,A - 五轨单点,A - 二轨单点,3853701,79 + 0.2
,,Purple Passion 5k节奏转谱 336_odd.xml,"Purple Passion 5k节奏转谱","Diana Boncheva",押爆,极限,分开,二爆,1974,214,0,A - 一轨长条中间,A - 三轨长条结尾、五轨长条结尾,3853701,79 + 0.2
,,Purple Passion 5k节奏转谱 336_odd.xml,"Purple Passion 5k节奏转谱","Diana Boncheva",押爆,极限,分开,一爆,1016,113,28,A - 三轨单点,A - 四轨单点,3853701,79 + 0.2
,,Purple Passion 5k节奏转谱 336_odd.xml,"Purple Passion 5k节奏转谱","Diana Boncheva",押爆,极限,分开,二爆,1974,214,0,A - 一轨长条中间,A - 三轨长条结尾、五轨长条结尾,3853701,79 + 0.2
,,Drunkenstein 4k节奏转谱 256_odd.xml,"Drunkenstein 4k节奏转谱","Paul Bazooka",非押爆,极限,分开,一爆,708,60,16,A - 二轨单点、四轨单点,A - 二轨长条中间、四轨长条中间,4123099,106 - 0.2
,,Drunkenstein 4k节奏转谱 256_odd.xml,"Drunkenstein 4k节奏转谱","Paul Bazooka",非押爆,极限,分开,二爆,1077,84,0,A - 二轨单点、三轨单点,A - 二轨长条左滑,4123099,106 - 0.2
,,Drunkenstein 4k节奏转谱 256_odd.xml,"Drunkenstein 4k节奏转谱","Paul Bazooka",押爆,极限,分开,一爆,189,22,8,A - 一轨单点、三轨单点,A - 二轨单点、三轨长条结尾,4127605,108 + 0.4
,,Drunkenstein 4k节奏转谱 256_odd.xml,"Drunkenstein 4k节奏转谱","Paul Bazooka",押爆,极限,分开,二爆,1069,83,16,A - 一轨单点、三轨长条右滑,A - 一轨单点、三轨长条右滑,4127605,108 + 0.4
,,野蜂飞舞 4k节奏转谱 240.xml,"野蜂飞舞 4k节奏转谱","马克西姆",非押爆,爆气,分开,一爆,1096,89,0,A - 四轨长条开始,A - 三轨长条右滑,4412169,135 + 0.3
,,野蜂飞舞 4k节奏转谱 240.xml,"野蜂飞舞 4k节奏转谱","马克西姆",非押爆,爆气,分开,二爆,1248,94,23,A - 一轨长条右滑,A - 三轨单点,4412169,135 + 0.3
,,野蜂飞舞 4k节奏转谱 240.xml,"野蜂飞舞 4k节奏转谱","马克西姆",押爆,爆气,分开,一爆,1057,87,18,A - 四轨长条中间,A - 二轨长条右滑,4428610,138 + 0.4
,,野蜂飞舞 4k节奏转谱 240.xml,"野蜂飞舞 4k节奏转谱","马克西姆",押爆,爆气,分开,二爆,1197,92,26,A - 四轨长条中间,A - 二轨长条右滑,4428610,138 + 0.4
,,野蜂飞舞 4k节奏转谱 240.xml,"野蜂飞舞 4k节奏转谱","马克西姆",押爆,爆气,分开,一爆,1057,87,18,A - 四轨长条中间,A - 二轨长条右滑,4428610,138 + 0.4
,,野蜂飞舞 4k节奏转谱 240.xml,"野蜂飞舞 4k节奏转谱","马克西姆",押爆,爆气,分开,二爆,1200,92,29,A - 三轨长条中间,A - 三轨长条左滑,4428610,138 + 0.4
,,野蜂飞舞 4k节奏转谱 240.xml,"野蜂飞舞 4k节奏转谱","马克西姆",押爆,爆气,分开,一爆,1057,87,18,A - 四轨长条中间,A - 二轨长条右滑,4428610,138 + 0.4
