字母,等级,歌名,歌手,突变,技能,类型,双排爆点,开头描述,结尾描述,半cb,全cb,双指数,单排爆点,开头描述,结尾描述,半cb,全cb,分数,单指数
L,10,"林中鸟(困难版)","葛林",,蓝色,分开,422 + 706、422 + 708,A - 左边白球^^^B - 右边白球,A - 左边单点^^^B - 左边单点,543,1243,70 + 0.2,422,A - 左边白球,A - 左边单点,543,1243,2687830,35 + 0.4
W,9,"Why So Lonely","Wonder Girls",,,分开,464 + 547,B - 左边单点、右边长条开始^^^B - 左边滑键,B - 右边滑键^^^B - 左边单点、右边滑键,456,1078,84 + 0.1,464,B - 左边单点、右边长条开始,B - 右边滑键,456,1078,2169178,44 - 0.3
,,"我们都一样","张杰",,,存气,173 + 317,A - 左边长条开始^^^B - 左边单点,A - 右边单点^^^B - 右边连点第 2 个,198,372,53 - 0.4,320,B - 左边连点第 1 个,B - 右边单点,198,372,1055003,27 + 0.0
F,9,"浮年盏","刘珂矣",20、100,,存气,430 + 736,A - 左边单点、右边长条开始^^^B - 左边长条开始、右边滑键,A - 右边白球^^^B - 左边长条中间、右边长条中间,442,931,63 - 0.3,101,A - 左边长条中间,A - 右边白球,442,931,1803674,31 + 0.2
,,"无名之辈","陈雪燃",,红色,存气,135 + 268、135 + 269、135 + 270,A - 右边白球^^^B - 右边单点,A - 左边单点^^^B - 右边单点,158,339,74 - 0.3,277,B - 右边白球,B - 右边白球,158,339,885538,36 - 0.3
,,"Señorita","Shawn Mendes/Camila Cabello",,红色,分开,151 + 198、151 + 199、151 + 198、151 + 199、151 + 198、151 + 199、151 + 198、151 + 199、151 + 198、151 + 199,B - 右边白球^^^B - 右边单点,B - 左边白球^^^B - 左边滑键,140,379,56 + 0.0,151,B - 右边白球,B - 左边白球,140,379,905564,29 - 0.5
Z,6,"着陆","白举纲",,,分开,109 + 323,A - 左边连点第 1 个^^^B - 右边连点第 1 个,A - 左边长条中间^^^B - 右边长条中间,220,557,62 + 0.2,323,B - 右边连点第 1 个,B - 右边长条中间,220,557,1208484,32 - 0.4
Q,7,"倾杯","SING女团",,,分开,213 + 444、214 + 444,A - 左边滑键^^^B - 左边单点、右边滑键,A - 右边单点^^^B - 左边单点,302,558,66 - 0.4,444,B - 左边单点、右边滑键,B - 左边单点,302,558,1308860,33 + 0.3
,,"CALL ME BABY","EXO",,红色,分开,136 + 336、137 + 336、139 + 336、140 + 336、141 + 336、142 + 336,A - 右边单点^^^B - 右边滑键,A - 右边白球^^^B - 左边滑键,173,412,62 - 0.5,136、137、139、140、141、142,A - 右边单点,A - 右边白球,173,412,944502,31 + 0.0
,,"New Divide","Linkin Park",,红色,存气,261 + 416,A - 左边白球^^^B - 左边长条开始、右边长条开始,A - 左边单点^^^B - 左边连点第 2 个,299,489,60 + 0.2,436、437,B - 右边滑键,B - 左边连点第 2 个,299,489,1016109,30 + 0.1
N,7,"牛奶面包","杨紫/鱿小鱼",,红色,分开,145 + 333、150 + 333,A - 右边白球^^^B - 右边白球,A - 右边白球^^^B - 左边连点第 1 个,267,450,80 + 0.0,145、150、333,A - 右边白球,A - 右边白球,267,450,1300856,40 + 0.0
,,"Carry on","Monsta X",,红色,分开,246 + 310,B - 右边连点第 1 个^^^B - 右边连点第 2 个,B - 左边单点^^^B - 右边白球,203,364,55 - 0.1,310,B - 右边连点第 2 个,B - 右边白球,203,364,859116,28 - 0.1
S,9,"SHIORI","ClariS",,,存气,349 + 638、351 + 636、351 + 638,A - 右边连点第 2 个^^^B - 左边白球、右边白球,A - 左边长条结尾、右边连点第 3 个^^^B - 左边白球、右边白球,419,1011,95 + 0.3,635、636、637、638、642、643、644、645,B - 右边连点第 1 个,B - 左边白球、右边白球,419,1011,2521005,48 - 0.5
,,"德寿宫石墙路的春天","允儿/10cm",,红色,分开,81 + 270,A - 左边连点第 1 个^^^B - 右边白球,A - 左边单点^^^B - 左边长条中间,184,342,61 - 0.4,81,A - 左边连点第 1 个,A - 左边单点,184,342,866930,32 + 0.0
W,6,"我很快乐","刘惜君",,红色,分开,109 + 267、109 + 284、109 + 339、126 + 267、126 + 284、126 + 339、267 + 339、284 + 339,A - 右边白球^^^B - 左边白球,A - 右边单点^^^B - 左边单点,203,447,65 + 0.0,109、126、267、284、339,A - 右边白球,A - 右边单点,203,447,1114784,33 - 0.5
G,8,"工笔","Awaken-F",,,分开,116 + 484,A - 右边白球^^^B - 左边白球,A - 左边白球^^^B - 右边白球,273,641,78 + 0.0,116、484,A - 右边白球,A - 左边白球,273,641,1829431,39 + 0.0
*,9,"ペガサス幻想","MAKE-UP",,,分开,202 + 303、303 + 591、303 + 592、303 + 593、303 + 594,A - 左边白球^^^B - 左边长条中间、右边单点,A - 右边单点^^^B - 左边单点、右边单点,287,737,74 - 0.5,303,B - 左边长条中间、右边单点,B - 左边单点、右边单点,287,737,1835364,38 - 0.2
X,7,"虚拟","陈粒",,红色,分开,106 + 375、375 + 445,A - 右边单点^^^B - 左边单点,A - 左边滑键^^^B - 左边白球,266,534,78 + 0.0,375,B - 左边单点,B - 左边白球,266,534,1249258,40 - 0.5
S,6,"SHOOT IT OUT","GENERATIONS from EXILE TRIBE/THE RAMPAGE from EXILE TRIBE",,,分开,221 + 554,A - 左边长条中间^^^B - 左边长条中间,A - 左边白球^^^B - 左边白球,280,678,64 + 0.2,221、554,A - 左边长条中间,A - 左边白球,280,678,1415344,32 + 0.1
M,6,"没有选择","胡彦斌",,,分开,157 + 366、366 + 447,A - 右边白球^^^B - 左边长条中间,A - 左边白球^^^B - 左边长条结尾、右边滑键,261,517,63 - 0.4,366,B - 左边长条中间,B - 左边长条结尾、右边滑键,261,517,1377156,32 - 0.4
S,6,"是我","张韶涵",,,分开,472 + 537、473 + 537,B - 左边单点^^^B - 右边白球,B - 左边单点、右边单点^^^B - 右边长条中间,374,785,64 - 0.2,537,B - 右边白球,B - 右边长条中间,374,785,1292316,33 - 0.3
,,"今天你要嫁给我","陶喆/蔡依林",,红色,存气,125 + 143、126 + 142,A - 左边单点^^^B - 左边长条开始、右边长条开始,A - 左边单点、右边单点^^^B - 右边长条中间,139,274,56 + 0.1,158,B - 右边单点,B - 右边白球,139,274,711308,30 + 0.0
C,7,"Close To Me","Ellie Goulding/Diplo/Red Velvet",,,分开,148 + 347、347 + 492,A - 左边单点^^^B - 左边白球,A - 右边单点^^^B - 右边白球,310,699,62 - 0.4,347,B - 左边白球,B - 右边白球,310,699,1292148,31 + 0.2
,,"Let Me Hear","Fear, and Loathing in Las Vegas",,,分开,905 + 1126、905 + 1127、905 + 1128、905 + 1131,B - 左边滑键、右边单点^^^B - 左边连点第 1 个,B - 左边白球^^^B - 左边连点第 2 个,608,1226,134 - 0.3,1126、1127、1128、1131,B - 左边连点第 1 个,B - 左边连点第 2 个,608,1226,3466936,67 + 0.0
,,"灿烂之夏","王子异",,红色,分开,119 + 292、119 + 293、119 + 296、119 + 301、119 + 309、120 + 292、120 + 293、120 + 296、120 + 301、120 + 309,A - 右边单点^^^B - 左边单点,A - 右边单点^^^B - 左边单点,182,355,70 + 0.2,119、120、123、128、136、292、293、296、301、309,A - 右边单点,A - 右边单点,182,355,874051,35 + 0.1
,,"Blue Skies","Lenka",,红色,存气,137 + 292、138 + 291,A - 左边单点^^^B - 左边白球,A - 左边单点、右边单点^^^B - 左边白球,184,497,63 - 0.3,130,A - 右边长条中间,A - 左边单点、右边单点,184,497,1090311,31 + 0.2
L,8,"Light","San Holo",,,分开,144 + 471、144 + 472、144 + 471、144 + 472、144 + 471、144 + 472、144 + 471、144 + 472、144 + 471、144 + 472,A - 左边白球^^^B - 右边白球,A - 右边单点^^^B - 左边单点,310,641,72 + 0.0,144、145、471、472,A - 左边白球,A - 右边单点,310,641,1642672,36 + 0.0
H,6,"Here With You","Asher Book",100,,分开,111 + 415,A - 右边单点^^^B - 右边长条中间,A - 左边白球^^^B - 右边白球,209,514,61 - 0.4,415,B - 右边长条中间,B - 右边白球,209,514,1189850,31 - 0.4
F,10,"Flower Dance(困难版)","DJ OKAWARI",,,分开,291 + 408、291 + 409、291 + 411、291 + 412、291 + 413、291 + 414、291 + 415、292 + 408、292 + 409、292 + 411,B - 左边单点^^^B - 右边单点,B - 右边单点^^^B - 左边单点,259,647,79 + 0.0,408、409、411、412、413、414、415,B - 右边单点,B - 左边单点,259,647,1880492,40 + 0.0
Z,10,"直到世界终结(困难版)","WANDS",,,分开,784 + 890,B - 左边长条中间^^^B - 右边白球,B - 左边长条结尾、右边滑键^^^B - 左边单点、右边长条结尾,454,1054,83 + 0.3,890,B - 右边白球,B - 左边单点、右边长条结尾,454,1054,2195430,42 - 0.1
R,9,"Rookie","Red Velvet",,,存气,224 + 536,A - 右边连点第 1 个^^^B - 右边连点第 1 个,A - 左边单点^^^B - 左边连点第 2 个,240,608,69 + 0.1,536、537、538,B - 右边连点第 1 个,B - 右边连点第 2 个,240,608,1665130,35 + 0.0
,,"Baby Don't Cry","于湉",,红色,分开,273 + 336、274 + 336,B - 右边单点^^^B - 右边长条开始,B - 左边单点^^^B - 右边单点,202,396,64 + 0.1,336,B - 右边长条开始,B - 右边单点,202,396,1034230,34 - 0.4
,,"无限大","孙燕姿",20,红色,分开,259 + 333、266 + 333、267 + 333,A - 左边白球^^^B - 右边连点第 1 个,A - 右边白球^^^B - 右边长条中间,303,425,59 + 0.1,259、266、267,A - 左边白球,A - 右边白球,303,425,1077609,30 + 0.0
,,"Girl in the Mirror","Bebe Rexha",,红色,分开,111 + 389、116 + 389、348 + 389,A - 右边长条开始^^^B - 左边长条中间,A - 右边单点^^^B - 右边单点,223,425,59 + 0.1,389,B - 左边长条中间,B - 右边单点,223,425,1013800,30 - 0.4
S,9,"Stand By Me","the peggies",,,分开,676 + 827,B - 左边连点第 1 个^^^B - 左边单点、右边单点,B - 左边白球^^^B - 右边单点,670,1270,84 + 0.0,676,B - 左边连点第 1 个,B - 左边白球,670,1270,2683171,42 + 0.0
,,"Summer Time","倖田來未",,,分开,350 + 742,A - 右边白球^^^B - 左边白球,A - 左边单点^^^B - 右边单点,409,850,76 + 0.0,350、742,A - 右边白球,A - 左边单点,409,850,1845929,38 + 0.0
,,"Poker Face","Lady Gaga",,红色,分开,99 + 201、99 + 202、99 + 203、99 + 212、99 + 213、99 + 214、99 + 221、99 + 222、99 + 223、99 + 224,A - 左边单点^^^B - 左边单点,A - 左边单点、右边单点^^^B - 左边单点、右边单点,142,292,56 + 0.0,99、100、107、108、109、110、201、202、203、212,A - 左边单点,A - 左边单点、右边单点,142,292,1016444,28 + 0.0
,,"你的微笑","飞儿乐团",,红色,分开,172 + 477,A - 右边单点^^^B - 左边单点,A - 左边单点^^^B - 右边白球,327,625,74 - 0.5,477,B - 左边单点,B - 右边白球,327,625,1242914,39 - 0.5
,,"你的声音不会消失","fumika",,红色,分开,225 + 313,B - 右边白球^^^B - 左边白球,B - 左边单点^^^B - 左边白球,173,399,64 + 0.1,313,B - 左边白球,B - 左边白球,173,399,1196282,32 + 0.1
W,7,"我要飞","飞儿乐团",,,分开,96 + 227、96 + 228、96 + 559、96 + 560,A - 右边单点^^^A - 左边单点,A - 右边长条开始^^^A - 左边单点,328,715,68 + 0.4,96,A - 右边单点,A - 右边长条开始,328,715,1342664,34 + 0.3
I,8,"I am YOU","Stray Kids",,,分开,189 + 447,A - 右边滑键^^^B - 左边滑键,A - 右边单点^^^B - 左边单点,390,684,72 + 0.4,189、447,A - 右边滑键,A - 右边单点,390,684,1493824,36 + 0.2
Z,7,"最苦的甜","胡夏",,,分开,137 + 428,A - 左边白球^^^B - 右边白球,A - 左边连点第 2 个^^^B - 右边连点第 2 个,261,556,57 + 0.4,137、428,A - 左边白球,A - 左边连点第 2 个,261,556,1170259,29 - 0.3
O,7,"偶像万万岁","TimeZ",,,分开,279 + 451、279 + 452、279 + 453、279 + 454、279 + 472、279 + 473、279 + 474、279 + 475、279 + 476、279 + 477,B - 左边连点第 1 个^^^B - 左边连点第 1 个,B - 右边单点^^^B - 右边单点,258,542,68 + 0.0,279、280,B - 左边连点第 1 个,B - 右边单点,258,542,1434745,34 + 0.0
J,7,"就是你","范玮琪",,,分开,102 + 398、102 + 399、398 + 490、399 + 490,A - 左边连点第 1 个^^^B - 右边连点第 1 个,A - 右边长条中间^^^B - 右边白球,363,800,67 + 0.3,398、399,B - 右边连点第 1 个,B - 右边白球,363,800,1340850,35 + 0.0
E,8,"E.T.","Katy Perry",,,分开,219 + 552、219 + 579、219 + 580、219 + 581、219 + 582、219 + 583、219 + 589、219 + 590、221 + 552、221 + 579,A - 左边单点^^^B - 右边单点,A - 右边单点^^^B - 左边单点,333,729,65 + 0.0,219、246、247、248、249、250、256、257、552、579,A - 左边单点,A - 右边单点,333,729,1487800,33 - 0.5
H,7,"好想大声说喜欢你","BAAD",,,分开,82 + 328,A - 左边白球^^^B - 右边白球,A - 左边单点、右边单点^^^B - 左边单点、右边单点,252,638,74 + 0.4,328,B - 右边白球,B - 左边单点、右边单点,252,638,1466144,37 + 0.2
X,8,"幸福症候群","nanawoakari",,,分开,382 + 431、382 + 432、382 + 433、382 + 434、382 + 435、382 + 436,B - 左边单点^^^B - 右边连点第 1 个,B - 右边白球^^^B - 右边单点,220,523,67 - 0.5,404、405、406,B - 左边连点第 1 个,B - 左边连点第 2 个,220,523,1501558,34 + 0.0
W,6,"When You Know What Love Is","Craig David",,红色,分开,161 + 383,A - 左边单点^^^B - 右边连点第 1 个,A - 右边单点^^^B - 右边连点第 2 个,294,562,62 - 0.4,383,B - 右边连点第 1 个,B - 右边连点第 2 个,294,562,1059698,31 + 0.1
,,"Checkmate","林俊杰/郑容和",,红色,分开,144 + 431,A - 左边长条中间^^^B - 左边长条中间,A - 右边单点^^^B - 右边单点,264,584,66 + 0.0,144、431,A - 左边长条中间,A - 右边单点,264,584,1053699,33 + 0.0
,,"素颜","许嵩/何曼婷",,红色,存气,53 + 148,A - 右边单点^^^B - 右边单点,A - 左边长条结尾^^^B - 右边单点,79,213,42 - 0.5,166,B - 右边长条开始,B - 右边单点,79,213,455494,21 - 0.3
V,9,"VORACITY","MYTH & ROID",,,分开,485 + 908、908 + 1131,A - 右边白球^^^B - 左边滑键、右边单点,A - 左边长条中间^^^B - 右边长条开始,574,1220,72 + 0.3,908,B - 左边滑键、右边单点,B - 右边长条开始,574,1220,2378569,38 - 0.1
F,9,"flower of sorrow","花たん",,,分开,242 + 862、243 + 862、685 + 862、686 + 862,A - 右边单点^^^B - 左边白球,A - 右边单点^^^B - 右边白球,423,927,75 + 0.1,862,B - 左边白球,B - 右边白球,423,927,1942874,38 + 0.1
,,"Talking to Myself","Linkin Park",,,分开,303 + 549,A - 右边单点^^^B - 左边单点,A - 右边长条中间^^^B - 左边长条中间,377,661,55 + 0.4,303、549,A - 右边单点,A - 右边长条中间,377,661,1231360,28 - 0.3
,,"Come Back Down","Mediks",,,分开,147 + 232、147 + 233、147 + 241、147 + 318、147 + 849、147 + 850、147 + 858、147 + 935,A - 左边单点、右边单点^^^A - 右边单点,A - 右边连点第 2 个^^^A - 右边单点,581,1153,82 + 0.0,147,A - 左边单点、右边单点,A - 右边连点第 2 个,581,1153,2744608,41 + 0.0
,,"超大只怪兽","焦迈奇",,红色,分开,88 + 256,A - 右边连点第 1 个^^^B - 右边长条中间,A - 右边白球^^^B - 右边单点,138,292,56 - 0.5,88,A - 右边连点第 1 个,A - 右边白球,138,292,712808,29 + 0.0
,,"两人份美好","李俊毅",,红色,分开,48 + 258,A - 左边白球^^^B - 右边白球,A - 右边连点第 2 个^^^B - 左边连点第 2 个,190,419,58 + 0.2,258,B - 右边白球,B - 左边连点第 2 个,190,419,963708,29 + 0.1
C,9,"courage","戸松遥",,,分开,468 + 545、468 + 546、469 + 545、469 + 546,B - 左边单点^^^B - 右边单点,B - 右边白球^^^B - 右边单点,436,910,64 + 0.1,545、546,B - 右边单点,B - 右边单点,436,910,1863042,32 + 0.3
T,6,"太过爱你","MC梦",,红色,分开,211 + 532、211 + 533、211 + 534、211 + 535、211 + 537、211 + 532、211 + 533、211 + 534、211 + 535、211 + 537,A - 右边连点第 1 个^^^B - 右边连点第 1 个,A - 左边单点^^^B - 右边连点第 1 个,277,676,64 + 0.0,532、533、534、535、537,B - 右边连点第 1 个,B - 右边连点第 1 个,277,676,1206435,34 + 0.0
P,6,"Play It Cool","Steve Aoki/MONSTA X",,红色,分开,102 + 189、102 + 196、102 + 197、102 + 198、102 + 199、102 + 189、102 + 196、102 + 197、102 + 198、102 + 199,A - 左边连点第 1 个^^^B - 右边白球,A - 右边白球^^^B - 右边单点,180,382,61 + 0.0,102、103、104、105、189、196、197、198、199,A - 左边连点第 1 个,A - 右边白球,180,382,1063373,31 - 0.5
,,"Getaway","Syn Cole",,,分开,365 + 522、365 + 527、365 + 530、365 + 522、365 + 527、365 + 530、365 + 522、365 + 527、365 + 530、365 + 522,B - 左边长条开始^^^B - 右边长条开始,B - 左边白球^^^B - 左边白球,258,643,54 + 0.0,365,B - 左边长条开始,B - 左边白球,258,643,1187010,27 + 0.0
,,"耿耿于怀","王笑文",,,分开,291 + 632,A - 右边长条开始^^^B - 左边滑键,A - 右边白球^^^B - 左边长条中间,350,752,59 - 0.3,632,B - 左边滑键,B - 左边长条中间,350,752,1398246,30 + 0.2
,,"HERO","李子璇",,红色,分开,131 + 338,A - 右边单点^^^B - 右边单点,A - 左边单点、右边单点^^^B - 左边白球,194,407,65 + 0.4,338,B - 右边单点,B - 左边白球,194,407,1044932,33 + 0.1
*,9,"デートアライブ","sweet ARMS",,,分开,356 + 893,A - 右边连点第 1 个^^^B - 左边连点第 1 个,A - 右边连点第 2 个^^^B - 左边连点第 2 个,587,1120,74 + 0.0,356、893,A - 右边连点第 1 个,A - 右边连点第 2 个,587,1120,2005834,37 + 0.0
,,"我乐意(QQ炫舞系列主题曲)","许嵩",,,分开,339 + 437,B - 左边单点^^^B - 左边长条开始,B - 左边连点第 2 个^^^B - 左边连点第 2 个,247,545,56 + 0.0,437,B - 左边长条开始,B - 左边连点第 2 个,247,545,1079382,28 + 0.3
W,9,"Whistle(困难版)","Flo Rida",,,分开,359 + 466、360 + 466、361 + 466,A - 左边单点^^^A - 右边连点第 1 个,A - 右边白球^^^A - 右边白球,527,1241,73 - 0.5,466,A - 右边连点第 1 个,A - 右边白球,527,1241,2422903,39 - 0.5
I,8,"I Knew You Were Trouble","Taylor Swift",,,分开,299 + 529、299 + 530,A - 右边白球^^^B - 左边单点,A - 右边长条中间^^^B - 左边长条结尾,427,689,64 - 0.3,299,A - 右边白球,A - 右边长条中间,427,689,1449817,33 - 0.1
G,6,"更发光","以团之名",,,分开,317 + 487、317 + 571、487 + 571,A - 右边单点^^^B - 左边单点,A - 左边长条中间^^^B - 右边长条中间,378,663,59 + 0.0,571,B - 右边单点,B - 左边长条中间,378,663,1304779,30 - 0.5
H,9,"Hacking to the Gate","伊藤加奈子",,,分开,348 + 937,A - 左边滑键、右边长条中间^^^B - 右边长条中间,A - 左边单点、右边单点^^^B - 右边白球,652,1063,78 + 0.2,937,B - 右边长条中间,B - 右边白球,652,1063,2016426,40 - 0.3
H,8,"Hey Baby 你是我的","李佳薇",,,分开,192 + 606、193 + 606、194 + 606、195 + 606、409 + 606、410 + 606、411 + 606、412 + 606,A - 左边单点^^^B - 左边白球,A - 左边连点第 2 个^^^B - 左边连点第 2 个,351,742,69 + 0.0,606,B - 左边白球,B - 左边连点第 2 个,351,742,1874304,35 + 0.0
N,6,"那时正好","赵政豪",,,分开,370 + 427,B - 右边白球^^^B - 左边白球,B - 左边长条中间^^^B - 右边滑键,256,702,49 - 0.1,370,B - 右边白球,B - 左边长条中间,256,702,1230357,25 - 0.4
A,8,"爱情的花样","孙燕姿",,,分开,119 + 412、119 + 413、119 + 414、119 + 415、120 + 412、120 + 413、120 + 414、120 + 415、120 + 412、120 + 413,A - 右边单点^^^B - 左边单点,A - 右边白球^^^B - 左边白球,288,581,69 - 0.4,119、120、412、413,A - 右边单点,A - 右边白球,288,581,1461027,34 + 0.3
,,"后会无期","徐良/汪苏泷",,红色,分开,84 + 183、84 + 194、84 + 183、84 + 194、84 + 183、84 + 194、84 + 183、84 + 194、84 + 183、84 + 194,A - 右边单点^^^B - 左边单点,A - 左边白球^^^B - 右边白球,115,251,44 + 0.0,183、194,B - 左边单点,B - 右边白球,115,251,556788,22 + 0.0
,,"江南","林俊杰",,红色,分开,118 + 228,A - 右边单点^^^B - 右边单点,A - 左边白球、右边长条结尾^^^B - 左边白球,214,469,73 - 0.5,118,A - 右边单点,A - 左边白球、右边长条结尾,214,469,1002181,40 - 0.2
,,"DAYS of DASH","鈴木このみ",,,分开,383 + 884、383 + 885、383 + 884、383 + 885、383 + 884、383 + 885、383 + 884、383 + 885、383 + 884、383 + 885,A - 右边单点^^^B - 左边单点,A - 左边滑键^^^B - 右边滑键,493,994,69 + 0.4,383、384、884、885,A - 右边单点,A - 左边滑键,493,994,1762181,35 - 0.3
L,7,"旅行的爱情","Samuel",,红色,分开,300 + 488,B - 右边长条开始^^^B - 左边连点第 2 个,B - 左边连点第 3 个^^^B - 左边滑键、右边长条开始,280,625,67 - 0.5,488,B - 左边连点第 2 个,B - 左边滑键、右边长条开始,280,625,1202408,33 + 0.3
,,"One In A Billion","Wake Up, May'n!",,,分开,153 + 643,A - 左边长条开始、右边长条开始^^^B - 左边长条开始、右边长条开始,A - 右边连点第 2 个^^^B - 左边单点,453,946,73 - 0.5,153,A - 左边长条开始、右边长条开始,A - 右边连点第 2 个,453,946,1892643,37 + 0.0
,,"太阳雨","QQ炫舞原创",,红色,分开,47 + 118,A - 左边单点^^^B - 右边长条开始,A - 左边长条中间^^^B - 左边白球,87,176,39 - 0.1,118,B - 右边长条开始,B - 左边白球,87,176,428667,19 + 0.2
G,8,"灌溉爱","郭采洁",,,分开,122 + 435,A - 左边长条中间^^^B - 左边滑键、右边长条开始,A - 右边白球^^^B - 右边白球,317,596,71 - 0.4,122,A - 左边长条中间,A - 右边白球,317,596,1366774,36 - 0.4
,,"Love Story","Taylor Swift",,红色,分开,232 + 467,A - 左边单点^^^B - 左边单点,A - 左边白球^^^B - 右边单点,298,550,70 + 0.0,232,A - 左边单点,A - 左边白球,298,550,1326802,36 + 0.0
K,6,"Kids in the Dark","All Time Low",,,分开,185 + 485、185 + 486、186 + 485、186 + 486,A - 左边单点^^^B - 右边单点,A - 左边单点^^^B - 右边单点,318,656,63 + 0.4,185、186、485、486,A - 左边单点,A - 左边单点,318,656,1316092,32 - 0.3
,,"滚烫的青春","王源",,红色,分开,144 + 225,A - 右边单点^^^B - 左边长条开始,A - 右边单点^^^B - 左边白球,220,440,58 - 0.4,144,A - 右边单点,A - 右边单点,220,440,800640,31 - 0.2
D,6,"Don't Need Your Love","NCT DREAM/HRVY",,红色,分开,254 + 412,B - 左边白球^^^B - 左边连点第 1 个,B - 右边连点第 2 个^^^B - 左边滑键,241,474,56 - 0.5,254,B - 左边白球,B - 右边连点第 2 个,241,474,1051789,28 + 0.0
W,9,"五等分の気持ち","花泽香菜/竹達彩奈/伊藤美来/佐倉綾音/水瀬いのり",,,分开,338 + 692、338 + 693,A - 右边长条开始^^^B - 右边滑键,A - 右边单点^^^B - 左边连点第 2 个,383,767,80 + 0.2,692、693,B - 右边滑键,B - 左边连点第 2 个,383,767,1904252,43 + 0.0
Y,9,"一吻天荒","胡歌",,,分开,592 + 1145,B - 左边长条开始、右边长条开始^^^B - 左边白球,B - 左边长条结尾、右边长条结尾^^^B - 左边长条中间、右边长条中间,343,1215,77 + 0.0,592,B - 左边长条开始、右边长条开始,B - 左边长条结尾、右边长条结尾,343,1215,2041992,39 - 0.4
Q,7,"群居动物","胡66",,,分开,186 + 510、186 + 512、187 + 510、187 + 512、188 + 510、188 + 512,A - 左边单点^^^B - 右边单点,A - 右边白球^^^B - 左边白球,293,571,68 + 0.0,186、188、510、512,A - 左边单点,A - 右边白球,293,571,1430562,34 + 0.0
,,"Lil Mama","Jain",,红色,分开,262 + 345、262 + 354、262 + 359,B - 右边连点第 1 个^^^B - 右边白球,B - 左边长条开始^^^B - 左边单点,203,401,63 - 0.3,262,B - 右边连点第 1 个,B - 左边长条开始,203,401,935926,32 - 0.3
T,7,"TOUCH MY HEART","罗志祥",,,分开,212 + 448,A - 右边长条中间^^^B - 左边长条中间,A - 左边白球^^^B - 右边白球,372,666,64 + 0.4,212、448,A - 右边长条中间,A - 左边白球,372,666,1231793,32 + 0.2
B,6,"别爱太满别睡太晚","贺一航",,,分开,136 + 468,A - 左边连点第 1 个^^^B - 右边连点第 1 个,A - 左边连点第 2 个^^^B - 右边连点第 2 个,271,603,60 + 0.2,136、468,A - 左边连点第 1 个,A - 左边连点第 2 个,271,603,1205267,30 + 0.1
S,10,"Shiny","高颖浠",,,分开,465 + 755、465 + 756、465 + 758、465 + 759、465 + 760、465 + 761、465 + 765、466 + 755、466 + 756、466 + 758,A - 左边长条中间^^^B - 左边单点,A - 左边滑键、右边滑键^^^B - 右边单点,547,1028,96 - 0.4,465,A - 左边长条中间,A - 左边滑键、右边滑键,547,1028,2601563,51 - 0.4
,,"两小无猜","小木",,红色,分开,266 + 463,B - 右边白球^^^B - 左边白球,B - 左边单点^^^B - 左边滑键,235,523,66 + 0.0,463,B - 左边白球,B - 左边滑键,235,523,1193660,34 - 0.2
,,"青春大满贯","胡夏",,,分开,247 + 320、320 + 555,A - 左边滑键、右边长条开始^^^A - 左边单点,A - 左边长条开始^^^A - 右边单点,373,632,61 - 0.2,320,A - 左边单点,A - 右边单点,373,632,1166860,31 - 0.5
L,6,"Love So Soft","Kelly Clarkson",,,分开,245 + 399、245 + 400,B - 右边白球^^^B - 右边单点,B - 左边单点^^^B - 左边单点,239,491,66 - 0.5,245,B - 右边白球,B - 左边单点,239,491,1450420,35 - 0.5
G,10,"冠世一战","言和",50,,分开,840 + 1182,B - 左边单点^^^B - 右边长条开始,B - 右边长条开始^^^B - 左边白球,570,1463,84 - 0.2,1182,B - 右边长条开始,B - 左边白球,570,1463,3093344,42 + 0.1
,,"树洞","欧阳娜娜",,,分开,641 + 749,B - 左边长条中间^^^B - 右边长条中间,B - 左边单点、右边单点^^^B - 左边长条结尾、右边长条结尾,469,865,63 + 0.1,641,B - 左边长条中间,B - 左边单点、右边单点,469,865,1554506,32 + 0.2
,,"LOVE IT LIVE IT","YDPP",,红色,分开,146 + 227、147 + 227,A - 左边单点^^^B - 右边单点,A - 右边白球^^^B - 左边白球,192,454,56 + 0.0,227,B - 右边单点,B - 左边白球,192,454,1022307,28 + 0.0
X,8,"響喜乱舞","GARNiDELiA",,,分开,204 + 549,A - 左边白球^^^B - 右边白球,A - 右边白球^^^B - 左边白球,373,720,80 + 0.0,204、549,A - 左边白球,A - 右边白球,373,720,1954912,40 + 0.0
,,"赝品","简弘亦",,红色,分开,137 + 318、137 + 319、137 + 320、137 + 321、137 + 322、137 + 324,A - 左边白球^^^B - 左边连点第 1 个,A - 左边白球^^^B - 左边单点,213,446,60 + 0.2,318、319、320、321、322、324,B - 左边连点第 1 个,B - 左边单点,213,446,1062264,31 - 0.4
,,"爱在我身边","吴映洁",,红色,分开,57 + 155,A - 右边白球^^^B - 左边白球,A - 右边单点^^^B - 左边单点,107,235,56 - 0.1,155,B - 左边白球,B - 左边单点,107,235,648589,28 - 0.4
X,6,"星期天","张紫豪",,红色,存气,161 + 326,A - 右边单点^^^B - 左边单点,A - 右边单点^^^B - 左边白球,183,398,70 - 0.5,328、329、330、331,B - 右边白球,B - 右边单点,183,398,1051179,36 - 0.5
