字母,等级,歌名,歌手,突变,技能,类型,双排爆点,开头描述,结尾描述,半cb,全cb,双指数,单排爆点,开头描述,结尾描述,半cb,全cb,分数,单指数
I,8,"I am YOU","Stray Kids",,,分开,111 + 197,A - 一轨长条开始^^^A - 二轨长条左滑,A - 四轨单点^^^A - 二轨单点,503,896,83 - 0.5,197,A - 二轨长条左滑,A - 二轨单点,503,896,1632589,42 - 0.1
X,6,"小星星","汪苏泷",100,,分开,350 + 802,A - 三轨单点^^^B - 三轨单点,A - 三轨长条中间^^^B - 四轨长条左滑,454,980,75 - 0.4,802,B - 三轨单点,B - 四轨长条左滑,454,980,1527910,40 - 0.5
,,"For You","高颖浠",,红色,分开,168 + 356,A - 三轨单点^^^B - 三轨单点,A - 二轨单点^^^B - 一轨长条开始,210,455,62 + 0.3,168,A - 三轨单点,A - 二轨单点,210,455,888820,32 - 0.5
,,"Brave Heart","宮崎歩",,红色,分开,224 + 735、229 + 735,A - 五轨长条左滑^^^B - 二一轨滑条,A - 三轨长条右滑^^^B - 四轨单点,557,1054,86 + 0.3,735,B - 二一轨滑条,B - 四轨单点,557,1054,1835286,49 - 0.4
,,"Talk Dirty","Jason Derulo/2",,红色,分开,122 + 288,A - 一轨长条中间^^^B - 一轨单点,A - 四轨单点^^^B - 二轨单点、三轨单点,225,352,41 + 0.2,288,B - 一轨单点,B - 二轨单点、三轨单点,225,352,652833,22 - 0.5
*,10,"プライド革命","CHiCO with HoneyWorks",,,分开,389 + 1237,A - 一轨单点、三轨长条开始^^^B - 二轨长条开始、四轨单点,A - 一轨长条结尾、三轨长条中间^^^B - 二轨长条中间、四轨长条结尾,829,1694,97 + 0.4,389、1237,A - 一轨单点、三轨长条开始,A - 一轨长条结尾、三轨长条中间,829,1694,2771974,49 - 0.3
,,"OKAY","王嘉尔",,红色,分开,166 + 449,A - 三轨长条中间^^^B - 四轨长条中间,A - 二轨单点^^^B - 三轨单点,240,528,60 - 0.4,449,B - 四轨长条中间,B - 三轨单点,240,528,930746,30 - 0.2
C,9,"长安诀","汪苏泷",,,分开,349 + 1000,A - 一二轨滑条、四三轨滑条^^^B - 一二轨滑条、四三轨滑条,A - 一轨单点、三四轨滑键^^^B - 二一轨滑键、四轨单点,500,1229,106 + 0.2,349、1000,A - 一二轨滑条、四三轨滑条,A - 一轨单点、三四轨滑键,500,1229,2251771,53 + 0.1
,,"直到世界终结(困难版)","WANDS",,,分开,505 + 953,B - 一轨长条中间、五轨长条中间^^^B - 一轨长条开始、五轨长条开始,B - 二一轨滑键、五轨长条左滑^^^B - 一轨长条中间,452,1327,110 - 0.2,953,B - 一轨长条开始、五轨长条开始,B - 一轨长条中间,452,1327,2677033,59 + 0.2
C,9,"Candy Pop","TWICE",,,存气,411 + 927、413 + 925、438 + 900、440 + 898,A - 二轨单点、四轨单点^^^B - 二轨单点,A - 二轨长条结尾、三轨长条结尾^^^B - 二轨长条右滑、四轨长条结尾,483,1160,102 + 0.1,935,B - 二轨长条开始、四轨单点,B - 二轨长条右滑、四轨长条结尾,483,1160,2033164,53 - 0.1
P,6,"Play It Cool","Steve Aoki/MONSTA X",,红色,分开,121 + 244、121 + 245、121 + 246、121 + 247、121 + 249、121 + 250、121 + 251、121 + 253、121 + 254、121 + 244,A - 四轨单点^^^B - 一轨单点,A - 一轨单点^^^B - 四轨单点,231,494,56 + 0.0,121、122、123、124、126、127、128、130、244、245,A - 四轨单点,A - 一轨单点,231,494,998125,28 + 0.0
*,7,"1234喜欢你","王欣宇",,,分开,517 + 589、523 + 589、524 + 589、525 + 589、526 + 589、527 + 589、528 + 589、529 + 589,B - 一轨单点、四轨单点^^^B - 三轨单点,B - 二轨单点^^^B - 二轨单点、四轨单点,322,711,69 + 0.0,517、523、524、525、526、527、528、529,B - 一轨单点、四轨单点,B - 二轨单点,322,711,1482035,35 - 0.5
,,"带你去旅行","校长",,红色,分开,367 + 430,B - 二轨单点^^^B - 一轨长条开始,B - 三轨单点^^^B - 二轨单点,247,492,62 + 0.1,430,B - 一轨长条开始,B - 二轨单点,247,492,1028609,32 + 0.3
V,10,"VORACITY","MYTH & ROID",,,分开,1076 + 1420,B - 二轨长条中间^^^B - 二一轨滑条、三四轨滑键,B - 二轨单点、三轨单点^^^B - 二轨单点、三轨单点,706,1614,94 - 0.5,1076,B - 二轨长条中间,B - 二轨单点、三轨单点,706,1614,2940635,47 - 0.1
,,"胡萝卜须","许嵩",,红色,分开,127 + 533,A - 二一轨滑条、四轨单点^^^B - 一轨单点,A - 一轨长条结尾、三轨长条结尾^^^B - 二轨长条右滑,354,735,81 + 0.0,127,A - 二一轨滑条、四轨单点,A - 一轨长条结尾、三轨长条结尾,354,735,1458091,43 - 0.3
G,6,"更发光","以团之名",,,分开,320 + 612、320 + 616、511 + 612、511 + 616,A - 三四轨滑键^^^B - 一轨长条开始,A - 一轨单点^^^B - 四轨长条左滑,401,717,59 + 0.0,612、616,B - 一轨长条开始,B - 四轨长条左滑,401,717,1295387,30 - 0.1
,,"空山新雨后","音阙诗听/锦零",,红色,分开,248 + 296,B - 四轨单点^^^B - 二轨单点,B - 一轨长条开始^^^B - 二轨长条中间,166,354,54 + 0.0,266,B - 一轨长条中间,B - 三轨单点,166,354,746201,28 + 0.2
W,9,"无可取代","李雪岩",,,分开,517 + 1017,A - 二一轨滑键、三轨长条开始^^^B - 三轨长条右滑,A - 三四轨滑键^^^B - 一轨长条结尾、四轨长条中间,631,1297,89 + 0.0,517,A - 二一轨滑键、三轨长条开始,A - 三四轨滑键,631,1297,2523125,47 - 0.2
,,"Doraradora","Fujigami Mai",,,存气,262 + 527、264 + 525,A - 二轨长条开始^^^B - 四轨长条中间,A - 三轨长条结尾^^^B - 一轨长条右滑,300,634,63 + 0.1,546,B - 三轨单点,B - 二轨长条结尾、三轨单点,300,634,1302690,33 + 0.0
S,10,"Stand By Me","the peggies",,,分开,615 + 1309,A - 一二轨滑条、四三轨滑键^^^B - 一二轨滑键、四三轨滑条,A - 三轨长条右滑^^^B - 二轨长条左滑,836,1530,86 + 0.4,615、1309,A - 一二轨滑条、四三轨滑键,A - 三轨长条右滑,836,1530,2804212,43 + 0.2
,,"HERO","李子璇",,红色,分开,24 + 101,A - 三轨单点^^^A - 三轨长条中间,A - 四轨单点^^^A - 四轨单点,269,514,73 + 0.2,101,A - 三轨长条中间,A - 四轨单点,269,514,1109228,39 - 0.1
,,"淋雨一直走","张韶涵",,红色,分开,62 + 181,A - 三轨单点^^^B - 四轨单点,A - 一轨长条中间^^^B - 三轨单点,126,248,63 + 0.3,181,B - 四轨单点,B - 三轨单点,126,248,702331,32 - 0.4
,,"Getaway","Syn Cole",,,分开,357 + 501、359 + 501,B - 二轨长条中间^^^B - 二轨长条中间,B - 三轨长条右滑^^^B - 二轨单点,253,625,52 - 0.5,501,B - 二轨长条中间,B - 二轨单点,253,625,1115848,26 + 0.0
,,"Pure","向井太一",,红色,存气,136 + 244,A - 三轨单点^^^B - 一轨单点、四轨单点,A - 一轨单点^^^B - 二轨长条结尾、三轨长条结尾,162,334,53 + 0.3,239、240、241、242、243、244,B - 四轨单点,B - 二轨长条结尾、三轨长条结尾,162,334,769832,27 - 0.2
,,"一舞钟情","A-Lin",,红色,分开,184 + 472、184 + 474、185 + 472、185 + 474、185 + 472、185 + 474、186 + 472、186 + 474、186 + 472、186 + 474,A - 四轨长条中间^^^B - 三轨长条中间,A - 二轨长条右滑^^^B - 一轨单点、二轨长条右滑,269,595,65 + 0.2,472、474,B - 三轨长条中间,B - 一轨单点、二轨长条右滑,269,595,1108936,33 + 0.3
R,10,"Remember","FTISLAND",,,分开,802 + 1577,A - 二一轨滑键、三轨长条右滑^^^B - 二轨长条左滑、三四轨滑键,A - 一轨长条中间、二轨长条中间^^^B - 三轨长条中间、四轨长条中间,947,1772,84 + 0.3,802,A - 二一轨滑键、三轨长条右滑,A - 一轨长条中间、二轨长条中间,947,1772,2904431,43 - 0.5
N,9,"你，有没有过","林俊杰",100,,分开,542 + 835,B - 二轨长条开始、四轨单点^^^B - 一轨单点、四轨单点,B - 一轨长条中间^^^B - 一轨单点、四轨长条中间,465,1127,100 + 0.3,835,B - 一轨单点、四轨单点,B - 一轨单点、四轨长条中间,465,1127,2195579,51 - 0.3
F,10,"Flower Dance(困难版)","DJ OKAWARI",,,分开,406 + 457、406 + 458、406 + 459、406 + 460、406 + 461、406 + 462、406 + 463、406 + 464、406 + 471、406 + 473,B - 三轨长条左滑^^^B - 一轨单点,B - 三四轨滑键^^^B - 三轨单点,238,649,82 - 0.4,406,B - 三轨长条左滑,B - 三四轨滑键,238,649,1908579,42 - 0.4
M,8,"马上上马","庄园",,,分开,604 + 696,B - 一轨单点、四轨单点^^^B - 三轨单点,B - 一轨长条右滑^^^B - 一轨长条结尾、四轨长条结尾,459,834,81 + 0.3,696,B - 三轨单点,B - 一轨长条结尾、四轨长条结尾,459,834,1752549,41 - 0.2
,,"期待","Girl's Day",,红色,分开,128 + 367,A - 四轨长条中间^^^B - 四轨长条中间,A - 一轨单点^^^B - 一轨单点,239,535,78 - 0.2,128、367,A - 四轨长条中间,A - 一轨单点,239,535,1173199,39 - 0.1
,,"Long Kiss Good Bye","Halcali",,,分开,527 + 593、529 + 593,B - 一轨单点、四轨单点^^^B - 一轨单点,B - 一二轨滑键、四三轨滑键^^^B - 二轨单点、三轨单点,401,862,64 - 0.5,527、529,B - 一轨单点、四轨单点,B - 一二轨滑键、四三轨滑键,401,862,1369492,32 + 0.1
C,9,"CLEAR","坂本真綾",50,,分开,28 + 725,A - 二轨长条开始、四轨长条开始^^^B - 一轨长条中间,A - 二轨单点^^^B - 二轨长条结尾、四轨长条结尾,436,954,83 - 0.4,725,B - 一轨长条中间,B - 二轨长条结尾、四轨长条结尾,436,954,2068240,43 - 0.3
G,8,"灌溉爱","郭采洁",,红色,分开,151 + 533,A - 二轨长条开始、四轨长条中间^^^B - 一轨长条中间、三轨长条开始,A - 二轨长条右滑、四轨长条开始^^^B - 一轨长条开始、三轨长条左滑,408,790,89 + 0.4,151、533,A - 二轨长条开始、四轨长条中间,A - 二轨长条右滑、四轨长条开始,408,790,1497878,45 - 0.3
F,9,"Faded(困难版)","Alan Walker",,,分开,362 + 789、362 + 790、362 + 791、364 + 790、364 + 791,A - 一轨长条中间、四轨长条中间^^^B - 三轨单点,A - 二轨长条左滑、四轨单点^^^B - 一轨长条右滑、四轨长条左滑,488,893,84 + 0.1,789、790、791,B - 三轨单点,B - 一轨长条右滑、四轨长条左滑,488,893,2162408,43 + 0.2
Z,10,"钻石微笑","Run Girls, Run！",,,分开,343 + 1161,A - 一二轨滑条、三轨单点^^^B - 四轨长条中间,A - 一轨长条中间^^^B - 一二轨滑键、四轨单点,712,1440,98 - 0.3,343,A - 一二轨滑条、三轨单点,A - 一轨长条中间,712,1440,2793654,51 - 0.5
B,6,"别爱太满别睡太晚","贺一航",,,分开,228 + 578,A - 一轨单点^^^B - 四轨单点,A - 三轨长条右滑^^^B - 二轨长条左滑,299,649,57 + 0.2,228、578,A - 一轨单点,A - 三轨长条右滑,299,649,1135050,29 - 0.4
X,8,"幸福症候群","nanawoakari",,,分开,105 + 378、106 + 378、107 + 378、108 + 378、109 + 378、110 + 378,A - 三轨单点^^^B - 二轨单点,A - 一轨单点^^^B - 二轨长条中间,351,817,76 + 0.0,378,B - 二轨单点,B - 二轨长条中间,351,817,1652351,38 + 0.0
,,"耿耿于怀","王笑文",,,分开,318 + 677,A - 四轨长条中间^^^B - 四轨长条中间,A - 三轨单点^^^B - 三轨单点,400,837,60 + 0.0,318、677,A - 四轨长条中间,A - 三轨单点,400,837,1363341,30 + 0.0
,,"回忆那么伤","孙子涵",,红色,存气,136 + 346、136 + 347、136 + 348、136 + 349、137 + 346、137 + 347、137 + 348、138 + 346、138 + 347、139 + 346,A - 四轨单点^^^B - 一轨单点,A - 一轨单点、四轨长条结尾^^^B - 四轨单点,162,488,70 - 0.1,391、392,B - 四轨单点,B - 三轨单点,162,488,1081442,35 - 0.2
,,"狂风里拥抱","信/A-Lin",,红色,存气,361 + 671,A - 二轨单点、三轨单点^^^B - 一轨单点、三轨单点,A - 一轨长条结尾、四轨长条结尾^^^B - 一轨长条中间、四轨长条中间,435,944,106 - 0.2,699,B - 一轨单点、三轨单点,B - 一轨长条中间、四轨长条中间,435,944,1722678,53 + 0.2
X,8,"響喜乱舞","GARNiDELiA",,,分开,247 + 583、247 + 600、247 + 602、247 + 603、247 + 604、247 + 606、247 + 607、247 + 608、583 + 656、600 + 656,A - 二轨单点^^^B - 四轨单点,A - 四轨长条中间^^^B - 二轨单点、四轨单点,437,843,73 + 0.4,583、600、602、603、604、606、607、608,B - 四轨单点,B - 二轨单点、四轨单点,437,843,1933568,37 + 0.0
,,"下个，路口，见","李宇春",,红色,存气,170 + 381,A - 二轨单点、四轨单点^^^B - 二轨单点、四轨单点,A - 一轨长条结尾、三轨长条结尾^^^B - 二轨长条中间,226,455,58 + 0.0,376、381、383、385、390,B - 一轨长条开始,B - 一轨单点、三轨单点,226,455,767125,29 + 0.3
,,"魂不守舍","朱星杰",,红色,存气,214 + 329,A - 三四轨滑条^^^B - 三四轨滑条,A - 三轨单点^^^B - 一轨长条中间,260,555,63 + 0.1,168、170、172、175、177、180、182、329、331、333,A - 二一轨滑条,A - 三轨长条中间,260,555,1066469,31 + 0.1
X,6,"小情歌","苏打绿",,红色,分开,377 + 633、377 + 634、377 + 635、377 + 636,B - 三四轨滑条^^^B - 三轨单点,B - 三轨长条中间^^^B - 二轨长条结尾,272,721,74 - 0.2,377,B - 三四轨滑条,B - 三轨长条中间,272,721,1322305,38 + 0.1
,,"歌谣","李荣浩",,,分开,382 + 501,B - 二轨单点^^^B - 三轨单点,B - 一轨长条结尾、三轨长条结尾^^^B - 一轨单点、三轨长条结尾,278,638,72 - 0.1,501,B - 三轨单点,B - 一轨单点、三轨长条结尾,278,638,1389019,36 + 0.0
R,8,"Radiant","TANGRAM",,,分开,208 + 758,A - 四轨单点^^^B - 一轨单点,A - 一轨长条结尾、三轨长条右滑^^^B - 二轨长条左滑、四轨长条结尾,560,1151,93 + 0.2,208、758,A - 四轨单点,A - 一轨长条结尾、三轨长条右滑,560,1151,2025761,47 - 0.4
Q,7,"群居动物","胡66",,,分开,235 + 666,A - 一轨单点^^^B - 四轨单点,A - 二轨长条左滑^^^B - 三轨长条右滑,386,753,82 - 0.4,235、666,A - 一轨单点,A - 二轨长条左滑,386,753,1567938,41 - 0.2
L,7,"旅行的爱情","Samuel",100,红色,分开,583 + 864,B - 二轨单点^^^B - 三轨单点,B - 二轨单点、四轨长条中间^^^B - 一轨长条中间、三二轨滑键,427,993,100 - 0.2,583、864,B - 二轨单点,B - 二轨单点、四轨长条中间,427,993,1712095,50 - 0.1
,,"赝品","简弘亦",,红色,分开,76 + 166、76 + 167、76 + 344、76 + 345,A - 一轨单点^^^A - 一轨单点,A - 三轨单点^^^A - 一轨单点,260,524,58 - 0.2,76,A - 一轨单点,A - 三轨单点,260,524,1023099,30 + 0.1
W,9,"Why So Lonely","Wonder Girls",,,分开,878 + 1450,B - 一轨单点、二轨单点^^^B - 二一轨滑条、三轨长条右滑,B - 一轨长条中间、三轨长条结尾^^^B - 二轨长条中间、三轨长条中间,723,1619,104 + 0.3,1450,B - 二一轨滑条、三轨长条右滑,B - 二轨长条中间、三轨长条中间,723,1619,2805640,52 + 0.3
D,6,"带我走","杨丞琳",,,分开,328 + 622、329 + 622、330 + 622、335 + 622、622 + 786,A - 四轨单点^^^B - 一轨长条开始,A - 一轨长条结尾、三轨长条结尾^^^B - 一轨长条开始,416,860,69 + 0.0,622,B - 一轨长条开始,B - 一轨长条开始,416,860,1388808,35 - 0.1
,,"滚烫的青春","王源",,红色,分开,50 + 156、50 + 157,A - 一轨单点^^^A - 二轨单点,A - 二轨长条左滑^^^A - 四轨单点,246,474,60 + 0.4,50,A - 一轨单点,A - 二轨长条左滑,246,474,793743,31 + 0.4
,,"鍵ノ間","黒兎ウル",,,分开,526 + 896、526 + 897、526 + 898、526 + 901、526 + 914、526 + 915、526 + 916,B - 一轨长条右滑^^^B - 一轨单点,B - 三轨单点^^^B - 一轨单点,451,969,91 + 0.3,896、897、898、901、914、915、916,B - 一轨单点,B - 一轨单点,451,969,2213326,47 + 0.0
D,9,"DEAREST DROP","田所あずさ",,,分开,242 + 1066,A - 一轨长条开始、四轨长条中间^^^B - 四轨长条开始,A - 一轨长条中间、四轨长条中间^^^B - 二轨长条结尾、三轨长条结尾,636,1222,98 + 0.2,242,A - 一轨长条开始、四轨长条中间,A - 一轨长条中间、四轨长条中间,636,1222,2195669,49 + 0.2
L,8,"凉凉(困难版)","杨宗纬/张碧晨",,,分开,805 + 1318、807 + 1318、810 + 1318、812 + 1318、815 + 1318、817 + 1318、820 + 1318,B - 一轨长条中间^^^B - 四轨单点,B - 二轨单点、四轨长条中间^^^B - 一轨长条结尾、三轨长条结尾,736,1482,91 + 0.4,805、807、810、812、815、817、820,B - 一轨长条中间,B - 二轨单点、四轨长条中间,736,1482,2563555,48 + 0.3
L,9,"恋のパーフェクト微分方程式","ユウノウミ",,,分开,316 + 726、726 + 804,A - 二轨单点、四轨单点^^^B - 四轨单点,A - 四三轨滑键^^^B - 一轨长条右滑,531,1019,82 - 0.1,726,B - 四轨单点,B - 一轨长条右滑,531,1019,2197216,43 - 0.2
,,"青春大满贯","胡夏",,红色,分开,312 + 666,A - 三轨单点^^^B - 二轨单点,A - 一二轨滑键^^^B - 四三轨滑键,427,733,65 + 0.4,312、666,A - 三轨单点,A - 一二轨滑键,427,733,1224639,33 - 0.3
B,7,"白衣少年","许诗茵",,,分开,636 + 804,B - 一轨长条中间^^^B - 三轨长条开始,B - 二一轨滑键、三四轨滑键^^^B - 二轨单点,487,1091,79 + 0.2,636,B - 一轨长条中间,B - 二一轨滑键、三四轨滑键,487,1091,1892927,40 + 0.4
,,"爱在我身边","吴映洁",,红色,分开,74 + 205,A - 四轨单点^^^B - 一轨单点,A - 三轨长条开始^^^B - 二轨长条开始,134,305,54 + 0.2,205,B - 一轨单点,B - 二轨长条开始,134,305,637004,28 - 0.4
S,7,"什么什么","蔡依林",,,分开,96 + 371,A - 一轨长条中间^^^B - 四轨长条中间,A - 二轨单点^^^B - 三轨单点,308,751,78 - 0.4,371,B - 四轨长条中间,B - 三轨单点,308,751,1562278,39 - 0.2
,,"Good Girl 赶快爱","陈芳语",,,分开,62 + 395,A - 三轨单点^^^B - 二轨单点,A - 三轨单点^^^B - 二轨单点,289,622,63 - 0.4,395,B - 二轨单点,B - 二轨单点,289,622,1250832,31 + 0.3
,,"Pink Magic","艺声",,,分开,30 + 220、30 + 221、30 + 222、30 + 223、30 + 224、30 + 234、30 + 422、30 + 423、30 + 424、30 + 425,A - 三轨长条中间^^^A - 一轨单点,A - 四轨单点^^^A - 二轨长条结尾,314,618,58 - 0.1,30,A - 三轨长条中间,A - 四轨单点,314,618,1132462,31 + 0.1
R,9,"Rolling Star","YUI",,红色,存气,521 + 1115,A - 一轨长条开始、四轨长条开始^^^B - 三轨单点,A - 二轨长条左滑、三轨长条右滑^^^B - 一轨长条右滑、三轨长条右滑,585,1278,105 + 0.2,1166,B - 三四轨滑条,B - 一轨长条右滑、三轨长条右滑,585,1278,1977889,53 + 0.2
N,6,"那时正好","赵政豪",,红色,分开,583 + 808,B - 二轨长条开始、四轨长条左滑^^^B - 一轨长条中间、四轨长条中间,B - 一轨长条中间、四轨长条中间^^^B - 一轨长条中间、四轨长条左滑,323,965,83 + 0.4,808,B - 一轨长条中间、四轨长条中间,B - 一轨长条中间、四轨长条左滑,323,965,1552562,45 + 0.3
S,6,"是我","张韶涵",,红色,分开,484 + 682,B - 四轨长条开始^^^B - 四三轨滑键,B - 四轨长条开始^^^B - 三轨长条中间,484,1027,81 - 0.5,682,B - 四三轨滑键,B - 三轨长条中间,484,1027,1553031,43 - 0.3
F,10,"Fanfare","Sumika",,,分开,215 + 1238、1106 + 1238,A - 三轨长条开始^^^B - 一轨单点,A - 一轨单点、二轨单点^^^B - 二轨单点、三轨单点,986,2055,89 + 0.1,1238,B - 一轨单点,B - 二轨单点、三轨单点,986,2055,3222156,45 - 0.4
W,10,"Wake up!","AAA",,,分开,224 + 828,A - 二轨长条开始、四轨长条开始^^^B - 一轨长条中间,A - 三轨长条右滑^^^B - 二轨单点、四轨单点,451,1156,109 + 0.2,224,A - 二轨长条开始、四轨长条开始,A - 三轨长条右滑,451,1156,2538061,58 - 0.2
N,7,"牛奶面包","杨紫/鱿小鱼",,红色,分开,159 + 390、159 + 392、170 + 390、170 + 392、171 + 390、171 + 392、172 + 390、172 + 392、173 + 390、173 + 392,A - 一轨单点^^^B - 一轨长条右滑,A - 三四轨滑键^^^B - 三轨单点,287,500,68 + 0.2,390、392,B - 一轨长条右滑,B - 三轨单点,287,500,1184979,35 + 0.2
G,10,"冠世一战","言和",20,,分开,1079 + 1618、1079 + 1627,B - 三轨单点^^^B - 四轨单点,B - 二轨长条开始^^^B - 二轨长条左滑、四轨长条结尾,779,1921,100 + 0.1,1079,B - 三轨单点,B - 二轨长条开始,779,1921,3507122,50 + 0.2
B,10,"Bright Burning Shout","T.M.Revolution",,,分开,456 + 1448、750 + 1448,A - 二一轨滑条、四轨长条左滑^^^B - 一轨长条中间、三轨单点,A - 一轨长条中间、三轨长条中间^^^B - 一轨长条右滑、三轨长条右滑,921,1826,94 - 0.2,1448,B - 一轨长条中间、三轨单点,B - 一轨长条右滑、三轨长条右滑,921,1826,3105863,47 + 0.1
,,"再见安打","唐禹哲",,红色,存气,92 + 205,A - 二轨单点^^^B - 一轨单点、四轨单点,A - 一轨单点、四轨单点^^^B - 二轨单点、三轨单点,107,321,48 - 0.4,121,B - 一轨单点、四轨单点,B - 三轨长条开始,107,321,660828,23 + 0.4
,,"Sweet but Psycho","Ava Max",,,分开,187 + 285、188 + 285、285 + 438、285 + 439、285 + 703,A - 一轨单点^^^A - 四轨单点,A - 二轨单点^^^A - 一轨单点,353,784,60 + 0.4,285,A - 四轨单点,A - 一轨单点,353,784,1544400,31 - 0.1
Q,10,"琪露诺的完美算术教室","IOSYS",,,分开,816 + 891,B - 二轨单点^^^B - 二轨单点,B - 四轨单点^^^B - 一轨长条中间、四轨长条中间,797,1562,125 + 0.3,816、817、818、819、820、821、822、823、824、825,B - 二轨单点,B - 四轨单点,797,1562,3587149,67 + 0.3
,,"Shatter Me","Lindsey Stirling/Lzzy Hale",,,分开,993 + 1158、994 + 1158、995 + 1158,B - 一轨单点^^^B - 二一轨滑条、三四轨滑条,B - 二轨单点^^^B - 二轨单点,821,1329,144 - 0.5,993、994、995,B - 一轨单点,B - 二轨单点,821,1329,2927469,75 + 0.1
,,"Loved","Highlight",,红色,分开,199 + 441,A - 二轨单点^^^B - 三轨单点,A - 三轨长条右滑^^^B - 二轨长条左滑,283,546,53 + 0.0,199、441,A - 二轨单点,A - 三轨长条右滑,283,546,998614,27 - 0.5
Q,9,"青鸟","生物股长",,,分开,331 + 959、467 + 959、823 + 959,A - 二一轨滑条、三四轨滑键^^^B - 二一轨滑条、三四轨滑键,A - 二轨长条左滑^^^B - 二轨长条左滑,576,1268,111 + 0.2,959,B - 二一轨滑条、三四轨滑键,B - 二轨长条左滑,576,1268,2650660,56 - 0.2
,,"Flower Dance","DJ OKAWARI",,红色,分开,79 + 206,A - 三轨长条中间^^^B - 二轨长条中间,A - 二轨单点、三轨单点^^^B - 二轨单点、三轨单点,128,278,44 + 0.2,206,B - 二轨长条中间,B - 二轨单点、三轨单点,128,278,544161,22 + 0.1
A,8,"Angel With A Shotgun","Nightcore",,,分开,180 + 456,A - 一轨单点^^^B - 四轨单点,A - 三四轨滑键^^^B - 二一轨滑键,365,839,78 - 0.2,180、456,A - 一轨单点,A - 三四轨滑键,365,839,1522172,39 - 0.1
C,10,"Candy Boy","TWICE",,,分开,237 + 917、539 + 917,A - 二轨单点、三四轨滑条^^^B - 四轨长条中间,A - 一轨单点、三轨单点^^^B - 一轨单点、四轨单点,401,1129,88 + 0.2,917,B - 四轨长条中间,B - 一轨单点、四轨单点,401,1129,2271512,49 - 0.4
,,"Monsters","Katie Sky",,红色,分开,104 + 225,A - 四轨单点^^^B - 一轨单点,A - 三轨单点^^^B - 二轨单点,180,369,49 + 0.0,104、225,A - 四轨单点,A - 三轨单点,180,369,701761,25 - 0.5
H,6,"好奇的猫","胡66",,红色,分开,193 + 500,A - 三轨单点^^^B - 二轨单点,A - 一轨长条右滑^^^B - 四轨长条左滑,325,632,66 + 0.2,193、500,A - 三轨单点,A - 一轨长条右滑,325,632,1186825,33 + 0.1
F,9,"浮年盏","刘珂矣",20,,分开,928 + 1083、928 + 1085、930 + 1083、930 + 1085,B - 二轨长条中间、四轨长条中间^^^B - 二轨长条中间,B - 一二轨滑条、四轨长条左滑^^^B - 三轨长条左滑、四轨单点,548,1270,95 + 0.1,928,B - 二轨长条中间、四轨长条中间,B - 一二轨滑条、四轨长条左滑,548,1270,2255937,48 - 0.2
,,"唱起这首歌","刘人语",,红色,分开,61 + 396,A - 二轨单点^^^B - 三轨单点,A - 一轨长条中间^^^B - 四轨长条中间,356,691,69 + 0.2,396,B - 三轨单点,B - 四轨长条中间,356,691,1303787,35 - 0.4
,,"Dreams Come True","徐明浩",,,分开,104 + 227,A - 一轨单点^^^A - 四轨单点,A - 四轨长条结尾^^^A - 三轨单点,310,631,57 + 0.1,104,A - 一轨单点,A - 四轨长条结尾,310,631,1176909,29 - 0.1
,,"七つ紅葉灯","木制みゅーと",,,分开,511 + 1205,A - 二一轨滑键、四三轨滑条^^^B - 一轨长条开始、三轨单点,A - 一轨单点^^^B - 二轨单点、三轨单点,744,1563,133 + 0.1,511,A - 二一轨滑键、四三轨滑条,A - 一轨单点,744,1563,3721759,67 + 0.2
K,6,"Kids in the Dark","All Time Low",,,分开,216 + 552,A - 四轨单点^^^B - 一轨单点,A - 二轨单点^^^B - 三轨单点,358,746,63 + 0.0,216、552,A - 四轨单点,A - 二轨单点,358,746,1327653,32 - 0.5
B,6,"Bon Bon(给他一击)","强东玥",,红色,分开,176 + 437、176 + 556、437 + 556,A - 四轨长条左滑^^^B - 一轨长条右滑,A - 一轨单点、四轨长条结尾^^^B - 一轨长条结尾、四轨单点,374,697,68 + 0.0,176、437、556,A - 四轨长条左滑,A - 一轨单点、四轨长条结尾,374,697,1270636,34 + 0.0
,,"Victory(困难版)","Bond",50,,分开,704 + 1280,A - 一轨长条开始、五四轨滑键^^^B - 五轨单点,A - 一轨长条右滑、五轨长条中间^^^B - 二轨长条左滑、五轨长条中间,882,1671,161 + 0.1,1280,B - 五轨单点,B - 二轨长条左滑、五轨长条中间,882,1671,3649842,90 + 0.3
W,8,"我的告白","王栎鑫/周文杰",,,分开,771 + 963、773 + 963、776 + 963、778 + 963,B - 三轨长条中间^^^B - 二轨长条开始,B - 三轨长条右滑^^^B - 一轨长条结尾、四轨单点,614,1063,90 - 0.4,771、773、776、778,B - 三轨长条中间,B - 三轨长条右滑,614,1063,1871947,46 + 0.3
D,7,"豆你玩","李子璇",,红色,分开,300 + 340、300 + 341、300 + 342、300 + 344、300 + 345、300 + 346、300 + 347、300 + 348、300 + 350、300 + 351,B - 四轨单点^^^B - 三四轨滑键,B - 一轨单点^^^B - 一二轨滑键,276,454,80 + 0.0,300、302、303、304、305、306、308、309、310、312,B - 四轨单点,B - 一轨单点,276,454,1173211,40 + 0.0
