字母,等级,歌名,歌手,突变,技能,类型,双排爆点,开头描述,结尾描述,半cb,全cb,双指数,单排爆点,开头描述,结尾描述,半cb,全cb,分数,单指数
,,"素颜","许嵩/何曼婷",,红色,存气,34 + 87,A - 左下角数字 2 单点^^^B - 左上角数字 7 单点,A - 左下角数字 9 绿条结尾^^^B - 右上角数字 8 单点,53,125,27 - 0.1,71,B - 右下角数字 5 单点,B - 左上角数字 1 绿条中间,53,125,284709,14 - 0.2
W,10,"Wake up!","AAA",20、50,,分开,314 + 595、595 + 698,B - 右边数字 3 绿条结尾、左下角数字 4 蓝条开始^^^B - 左边数字 2 蓝条中间,B - 右下角数字 2 单点^^^B - 下面数字 8 蓝条结尾、右下角数字 9 单点,272,755,84 + 0.1,595,B - 左边数字 2 蓝条中间,B - 下面数字 8 蓝条结尾、右下角数字 9 单点,272,755,2061414,42 + 0.4
Z,7,"再遇不到你这样的人","庄心妍",,红色,分开,106 + 342、106 + 343、107 + 342、107 + 343、107 + 342、107 + 343、107 + 342、107 + 343、107 + 342、107 + 343,A - 上面数字 4 绿条中间^^^B - 右上角数字 3 绿条中间,A - 上面数字 3 蓝条结尾、右上角数字 4 单点^^^B - 上面数字 3 蓝条结尾、左上角数字 4 单点,207,450,56 + 0.4,106、107、342、343,A - 上面数字 4 绿条中间,A - 上面数字 3 蓝条结尾、右上角数字 4 单点,207,450,1017242,28 + 0.2
,,"We Don't Talk Anymore","Charlie Puth / Selena Gomez",,红色,存气,49 + 141,A - 左下角数字 2 单点^^^B - 左上角数字 1 单点,A - 右下角数字 3 单点^^^B - 右下角数字 7 单点,63,160,29 - 0.3,141、142、143、144、145,B - 左上角数字 1 单点,B - 左下角数字 3 单点,63,160,398231,14 - 0.1
Y,10,"一吻天荒","胡歌",,,分开,199 + 760、210 + 760、212 + 760、214 + 760,A - 下面数字 14 单点^^^B - 右下角数字 6 蓝条结尾,A - 右上角数字 3 蓝条结尾、上面数字 3 蓝条结尾^^^B - 右上角数字 6 蓝条结尾、左上角数字 6 绿条结尾,272,809,77 - 0.2,760,B - 右下角数字 6 蓝条结尾,B - 右上角数字 6 蓝条结尾、左上角数字 6 绿条结尾,272,809,1579188,39 - 0.2
H,6,"Hola","Flo Rida/Maluma",,红色,分开,107 + 237、107 + 238、108 + 237、108 + 238、108 + 237、108 + 238、108 + 237、108 + 238、108 + 237、108 + 238,A - 左上角数字 7 单点^^^B - 右上角数字 8 蓝条开始,A - 左上角数字 1 蓝条中间^^^B - 上面数字 3 蓝条中间,144,272,58 + 0.0,237、238,B - 右上角数字 8 蓝条开始,B - 上面数字 3 蓝条中间,144,272,883961,31 + 0.0
I,9,"I Knew You Were Trouble","Taylor Swift",,,分开,219 + 464,A - 右下角数字 2 绿条开始、左下角数字 2 绿条开始^^^B - 右下角数字 15 蓝条中间,A - 左上角数字 10 绿条开始^^^B - 右下角数字 4 蓝条结尾、左边数字 5 单点,379,617,71 - 0.2,464,B - 右下角数字 15 蓝条中间,B - 右下角数字 4 蓝条结尾、左边数字 5 单点,379,617,1393569,36 - 0.5
S,10,"SWEET TALKER","TWICE",,,分开,269 + 613、270 + 613、271 + 613、272 + 613、273 + 613、274 + 613、277 + 613,A - 下面数字 1 单点^^^B - 右下角数字 2 蓝条结尾、上面数字 3 单点,A - 左上角数字 5 单点、右下角数字 5 单点^^^B - 左下角数字 19 绿条结尾、右边数字 20 蓝条结尾,330,709,85 - 0.2,269、270、271、272、273、274、277,A - 下面数字 1 单点,A - 左上角数字 5 单点、右下角数字 5 单点,330,709,1954846,45 - 0.1
J,6,"Just Dance","王一博",,红色,分开,148 + 334、148 + 335、148 + 336、149 + 334、149 + 335、149 + 336、150 + 334、150 + 335、150 + 336、151 + 334,A - 下面数字 3 单点^^^B - 右上角数字 2 蓝条开始,A - 右下角数字 8 单点^^^B - 左下角数字 5 绿条结尾、右下角数字 6 单点,203,416,62 - 0.3,334、335、336,B - 右上角数字 2 蓝条开始,B - 左下角数字 5 绿条结尾、右下角数字 6 单点,203,416,983465,35 - 0.1
,,"Flower Dance","DJ OKAWARI",,红色,分开,50 + 147、50 + 148、50 + 149、50 + 150、51 + 147、51 + 148、51 + 149、51 + 150、51 + 147、51 + 148,A - 左下角数字 3 蓝条结尾^^^B - 右下角数字 3 蓝条开始,A - 右下角数字 10 蓝条中间^^^B - 左下角数字 10 蓝条中间,99,207,58 + 0.0,147、148、149、150,B - 右下角数字 3 蓝条开始,B - 左下角数字 10 蓝条中间,99,207,627601,29 + 0.0
,,"一舞钟情","A-Lin",,红色,分开,177 + 259、177 + 260、177 + 261、177 + 263、177 + 264、177 + 265、177 + 259、177 + 260、177 + 261、177 + 263,B - 左下角数字 1 单点^^^B - 左下角数字 1 单点,B - 上面数字 4 单点^^^B - 下面数字 4 蓝条结尾,129,286,36 - 0.5,259、260、261、263、264、265,B - 左下角数字 1 单点,B - 下面数字 4 蓝条结尾,129,286,653132,19 - 0.5
,,"心率","鹿晗",,红色,分开,48 + 113,A - 左上角数字 5 单点^^^B - 左上角数字 6 单点,A - 左上角数字 9 单点^^^B - 右边数字 5 绿条中间,79,166,31 - 0.1,113,B - 左上角数字 6 单点,B - 右边数字 5 绿条中间,79,166,389930,16 - 0.4
D,6,"带你去旅行","校长",,红色,分开,58 + 213、58 + 214、58 + 215、58 + 216、59 + 213、59 + 214、59 + 215、59 + 216、59 + 213、59 + 214,A - 右下角数字 10 单点^^^B - 右下角数字 3 单点,A - 右上角数字 7 蓝条中间^^^B - 右上角数字 7 蓝条中间,145,280,52 + 0.0,213、214、215、216,B - 右下角数字 3 单点,B - 右上角数字 7 蓝条中间,145,280,905606,26 + 0.0
,,"后会无期","徐良/汪苏泷",,红色,分开,56 + 134、66 + 134,A - 右上角数字 1 单点^^^B - 右上角数字 1 单点,A - 右下角数字 4 单点^^^B - 右下角数字 4 单点,95,179,31 + 0.4,134,B - 右上角数字 1 单点,B - 右下角数字 4 单点,95,179,387690,16 - 0.2
R,8,"Rolling Star","YUI",,红色,存气,238 + 501、238 + 502、238 + 503、240 + 499、240 + 501、240 + 502、241 + 499、241 + 501,A - 右下角数字 4 绿条结尾、左上角数字 5 蓝条开始^^^B - 左下角数字 2 单点,A - 右边数字 3 蓝条结尾^^^B - 右上角数字 3 蓝条结尾、左上角数字 4 蓝条开始,257,571,78 - 0.5,522、523,B - 左上角数字 4 蓝条中间,B - 右上角数字 3 蓝条结尾、左上角数字 4 蓝条开始,257,571,1321549,40 - 0.4
,,"You Are","GOT7",,红色,分开,84 + 176、84 + 177、84 + 178、84 + 183、84 + 184、84 + 176、84 + 177、84 + 178、84 + 183、84 + 184,A - 左上角数字 10 蓝条开始^^^B - 左下角数字 8 单点,A - 右上角数字 10 蓝条结尾^^^B - 左上角数字 9 蓝条中间,112,239,58 + 0.0,176、177、178、183、184,B - 左下角数字 8 单点,B - 左上角数字 9 蓝条中间,112,239,701688,29 + 0.0
,,"太阳雨","QQ炫舞原创",,红色,分开,78 + 100、79 + 100,B - 左下角数字 3 绿条中间^^^B - 下面数字 9 单点,B - 左下角数字 6 单点、右下角数字 6 单点^^^B - 下面数字 6 单点,64,118,27 + 0.2,92,B - 左下角数字 3 单点,B - 上面数字 3 单点,64,118,316383,14 - 0.1
C,10,"Crossing Field","LiSA",100,,分开,381 + 441、382 + 441,B - 左上角数字 6 蓝条开始^^^B - 右上角数字 6 蓝条开始,B - 上面数字 3 蓝条结尾、左上角数字 3 蓝条结尾^^^B - 左上角数字 3 蓝条结尾、右上角数字 3 蓝条结尾,332,732,74 - 0.2,381、382、441,B - 左上角数字 6 蓝条开始,B - 上面数字 3 蓝条结尾、左上角数字 3 蓝条结尾,332,732,1850589,37 - 0.1
X,7,"修炼爱情","林俊杰 ",,,分开,302 + 424、302 + 425,B - 左下角数字 3 单点、右下角数字 3 单点^^^B - 右边数字 5 绿条中间,B - 左边数字 7 单点^^^B - 左下角数字 10 单点,171,527,54 + 0.3,302,B - 左下角数字 3 单点、右下角数字 3 单点,B - 左边数字 7 单点,171,527,1061955,28 + 0.0
,,"狂欢夜","QQ炫舞原创",,红色,分开,194 + 295、194 + 296、194 + 297、195 + 295、195 + 296、195 + 297、195 + 295、195 + 296、195 + 297、195 + 295,B - 左下角数字 4 绿条中间^^^B - 右上角数字 7 绿条结尾,B - 左下角数字 4 单点^^^B - 左下角数字 8 单点,103,326,53 + 0.0,295、296、297,B - 右上角数字 7 绿条结尾,B - 左下角数字 8 单点,103,326,834043,27 - 0.1
,,"我乐意(QQ炫舞系列主题曲)","许嵩",,红色,分开,121 + 246、121 + 247、121 + 246、121 + 247、121 + 246、121 + 247、121 + 246、121 + 247、121 + 246、121 + 247,A - 左下角数字 4 单点^^^B - 右下角数字 4 单点,A - 右下角数字 8 蓝条结尾^^^B - 右上角数字 9 单点,163,356,47 + 0.2,121、122,A - 左下角数字 4 单点,A - 右下角数字 8 蓝条结尾,163,356,854642,24 + 0.1
,,"再见安打","唐禹哲",,红色,分开,80 + 162,B - 右上角数字 1 单点^^^B - 右上角数字 1 单点,B - 右下角数字 3 绿条开始^^^B - 右下角数字 3 绿条开始,70,192,42 + 0.4,162,B - 右上角数字 1 单点,B - 右下角数字 3 绿条开始,70,192,527963,21 + 0.2
Q,8,"期待","Girl's Day",,红色,分开,82 + 198、82 + 199,A - 左上角数字 5 单点^^^B - 左上角数字 4 绿条中间,A - 左上角数字 1 单点^^^B - 左上角数字 6 蓝条结尾,130,288,50 + 0.0,198、199,B - 左上角数字 4 绿条中间,B - 左上角数字 6 蓝条结尾,130,288,873466,25 + 0.1
J,9,"Just Like Fire","P!nk",,,分开,282 + 480、282 + 481,B - 右下角数字 1 绿条开始、左下角数字 1 单点^^^B - 上面数字 1 单点,B - 左下角数字 9 单点^^^B - 左下角数字 7 单点,211,548,75 + 0.3,282,B - 右下角数字 1 绿条开始、左下角数字 1 单点,B - 左下角数字 9 单点,211,548,1533669,38 + 0.4
S,10,"Sparkling Daydream","ZAQ",,,分开,463 + 659、463 + 660、463 + 661、463 + 662、463 + 659、463 + 660、463 + 661、463 + 662、463 + 659、463 + 660,B - 左边数字 9 蓝条开始、右边数字 9 蓝条开始^^^B - 右下角数字 4 单点,B - 左上角数字 2 单点^^^B - 下面数字 2 蓝条中间,356,751,64 + 0.0,463、659、660、661、662,B - 左边数字 9 蓝条开始、右边数字 9 蓝条开始,B - 左上角数字 2 单点,356,751,1918131,32 + 0.0
,,"Real Change","Masetti",,红色,存气,121 + 177、121 + 178、121 + 177、121 + 178、121 + 177、121 + 178、121 + 177、121 + 178、121 + 176、121 + 177,A - 左下角数字 4 单点^^^B - 右下角数字 2 单点,A - 左下角数字 14 单点^^^B - 右下角数字 5 单点,135,286,48 + 0.0,175、176、177、178、179、180、181、182、183、184,B - 右边数字 12 单点,B - 上面数字 4 单点,135,286,867581,24 + 0.0
Q,10,"青鸟","生物股长",100,,分开,366 + 603,B - 左上角数字 3 绿条中间、右上角数字 3 绿条中间^^^B - 右边数字 8 单点,B - 左下角数字 9 单点^^^B - 左上角数字 1 蓝条结尾、右上角数字 1 蓝条结尾,329,734,76 + 0.2,603,B - 右边数字 8 单点,B - 左上角数字 1 蓝条结尾、右上角数字 1 蓝条结尾,329,734,1759208,39 + 0.0
T,6,"淘汰","陈奕迅",,红色,分开,35 + 136,A - 左下角数字 10 蓝条中间^^^B - 左边数字 1 蓝条开始,A - 左上角数字 6 蓝条结尾^^^B - 左边数字 6 单点,135,313,57 + 0.2,35,A - 左下角数字 10 蓝条中间,A - 左上角数字 6 蓝条结尾,135,313,844103,31 + 0.0
B,10,"Butter Fly","和田光司",,,分开,263 + 644,A - 下面数字 9 蓝条开始^^^B - 下面数字 9 蓝条开始,A - 右上角数字 9 绿条开始、左上角数字 9 绿条开始^^^B - 右上角数字 9 绿条开始、左上角数字 9 绿条开始,392,817,80 + 0.0,263、644,A - 下面数字 9 蓝条开始,A - 右上角数字 9 绿条开始、左上角数字 9 绿条开始,392,817,2003401,40 + 0.0
S,9,"什么什么","蔡依林",,,分开,161 + 341、161 + 342、161 + 367、161 + 368、161 + 369、161 + 396、161 + 397、161 + 422、161 + 423、161 + 424,A - 左上角数字 1 蓝条中间^^^B - 右下角数字 1 蓝条中间,A - 左下角数字 4 蓝条结尾、右上角数字 5 单点^^^B - 右上角数字 4 蓝条结尾、左下角数字 5 单点,204,466,78 + 0.0,161、162、341、342、367、368、369、396、397、422,A - 左上角数字 1 蓝条中间,A - 左下角数字 4 蓝条结尾、右上角数字 5 单点,204,466,1520828,39 + 0.0
A,8,"爱投罗网","罗志祥",,红色,分开,109 + 357、109 + 363、109 + 357、109 + 363、109 + 357、109 + 363、109 + 357、109 + 363、109 + 357、109 + 363,A - 左边数字 6 绿条开始、右边数字 6 绿条开始^^^B - 左边数字 6 绿条开始、右边数字 6 绿条开始,A - 右边数字 8 单点、左边数字 8 单点^^^B - 左边数字 8 单点、右边数字 8 单点,209,488,83 - 0.2,109、115、357、363,A - 左边数字 6 绿条开始、右边数字 6 绿条开始,A - 右边数字 8 单点、左边数字 8 单点,209,488,1373163,41 + 0.4
,,"勋章","鹿晗",,红色,分开,30 + 140,A - 下面数字 3 单点^^^B - 右上角数字 1 单点,A - 上面数字 6 单点^^^B - 左下角数字 3 绿条中间,86,182,27 + 0.4,30,A - 下面数字 3 单点,A - 上面数字 6 单点,86,182,344258,15 - 0.3
R,9,"Rookie","Red Velvet",,,分开,50 + 245、50 + 246、50 + 247、50 + 248、50 + 249、50 + 250、50 + 252、50 + 253、50 + 254、51 + 245,A - 右上角数字 4 蓝条中间^^^B - 右上角数字 1 单点,A - 右上角数字 9 蓝条开始^^^B - 右下角数字 4 蓝条结尾、左下角数字 5 单点,192,475,64 + 0.0,245、246、247、248、249、250、252、253、254,B - 右上角数字 1 单点,B - 右下角数字 4 蓝条结尾、左下角数字 5 单点,192,475,1288277,32 + 0.0
F,10,"Fight For You","潘玮柏",,,分开,190 + 319、190 + 320、190 + 321、191 + 319、191 + 320、191 + 321、193 + 319、193 + 320、193 + 321,A - 左上角数字 2 单点^^^A - 左上角数字 1 单点,A - 左下角数字 8 蓝条中间^^^A - 左上角数字 8 单点,371,756,75 - 0.3,319、320、321,A - 左上角数字 1 单点,A - 左上角数字 8 单点,371,756,1743896,39 - 0.1
S,7,"Sugar Rush","吴映洁",,红色,分开,73 + 239,A - 右下角数字 7 蓝条中间^^^B - 左下角数字 6 蓝条中间,A - 右上角数字 1 单点^^^B - 左上角数字 12 绿条结尾、右上角数字 1 蓝条开始,178,373,56 + 0.4,73,A - 右下角数字 7 蓝条中间,A - 右上角数字 1 单点,178,373,1039583,29 + 0.2
,,"The Fire","吉克隽逸",,红色,分开,79 + 180,A - 右上角数字 1 单点^^^B - 左下角数字 1 单点,A - 右上角数字 7 绿条开始^^^B - 左下角数字 7 绿条开始,137,262,55 - 0.4,180,B - 左下角数字 1 单点,B - 左下角数字 7 绿条开始,137,262,759972,27 + 0.3
L,6,"LOVE IT LIVE IT","YDPP",,红色,分开,147 + 222、148 + 222、222 + 259、222 + 260,B - 左上角数字 7 蓝条开始^^^B - 左上角数字 13 单点,B - 左上角数字 5 单点^^^B - 右下角数字 13 单点,138,301,46 + 0.1,222,B - 左上角数字 13 单点,B - 右下角数字 13 单点,138,301,855173,23 + 0.2
W,6,"我的梦","张靓颖",,红色,分开,132 + 251、133 + 251,B - 右上角数字 3 蓝条开始^^^B - 右下角数字 2 绿条开始,B - 左上角数字 4 蓝条中间^^^B - 左下角数字 8 绿条开始,121,293,53 - 0.2,132、133,B - 右上角数字 3 蓝条开始,B - 左上角数字 4 蓝条中间,121,293,824980,27 + 0.0
K,10,"克罗地亚狂想曲","马克西姆",,,分开,128 + 210、128 + 508、210 + 508,A - 左下角数字 9 蓝条中间^^^A - 右边数字 9 蓝条中间,A - 右下角数字 12 蓝条结尾、左下角数字 1 绿条开始^^^A - 左上角数字 12 蓝条结尾、右上角数字 1 绿条开始,442,800,103 - 0.4,128、210、508,A - 左下角数字 9 蓝条中间,A - 右下角数字 12 蓝条结尾、左下角数字 1 绿条开始,442,800,2633467,51 + 0.3
G,10,"Get It On The Floor","DMX",,,分开,279 + 600、279 + 601、280 + 600、280 + 601、280 + 600、280 + 601、280 + 600、280 + 601,A - 左下角数字 6 绿条中间^^^B - 右下角数字 7 绿条中间,A - 上面数字 11 蓝条结尾、上面数字 1 单点^^^B - 左下角数字 6 单点,390,753,79 - 0.2,600、601,B - 右下角数字 7 绿条中间,B - 左下角数字 6 单点,390,753,2034612,40 - 0.1
H,9,"Hey Baby 你是我的","李佳薇",20,,分开,139 + 247、139 + 249、139 + 287、139 + 289、139 + 403、139 + 404、139 + 405、139 + 406、139 + 407、139 + 408,A - 下面数字 3 单点、左下角数字 3 单点^^^B - 左下角数字 3 绿条结尾、右下角数字 4 单点,A - 左上角数字 6 单点、右上角数字 6 单点^^^B - 左下角数字 9 单点,240,515,56 - 0.4,139、141、247、249、287、289、403、404、405、406,A - 下面数字 3 单点、左下角数字 3 单点,A - 左上角数字 6 单点、右上角数字 6 单点,240,515,1454297,28 - 0.2
,,"长腿叔叔","袁娅维",,红色,分开,187 + 218、188 + 218,B - 右下角数字 2 单点^^^B - 右上角数字 9 单点,B - 左上角数字 2 蓝条中间^^^B - 左上角数字 9 单点,106,239,46 + 0.0,187、188,B - 右下角数字 2 单点,B - 左上角数字 2 蓝条中间,106,239,655421,24 + 0.0
W,8,"What Do You Mean?","Justin Bieber",,红色,分开,312 + 357、312 + 358、314 + 357、314 + 358、315 + 357、315 + 358、315 + 357、315 + 358、315 + 357、315 + 358,B - 右边数字 6 单点^^^B - 下面数字 1 蓝条开始,B - 左上角数字 9 蓝条结尾、右下角数字 10 单点^^^B - 左上角数字 5 单点,196,405,60 - 0.4,357、358,B - 下面数字 1 蓝条开始,B - 左上角数字 5 单点,196,405,1047033,31 + 0.0
B,8,"白骑士","QQ炫舞原创",,红色,分开,87 + 246、88 + 246,A - 左下角数字 6 绿条结尾^^^B - 左上角数字 11 蓝条中间,A - 右下角数字 11 单点^^^B - 右下角数字 10 单点、左下角数字 10 单点,205,418,61 - 0.1,246,B - 左上角数字 11 蓝条中间,B - 右下角数字 10 单点、左下角数字 10 单点,205,418,1105544,32 + 0.0
,,"Talk Dirty","Jason Derulo/2",,红色,分开,146 + 178、146 + 179、146 + 180、146 + 178、146 + 179、146 + 180、146 + 178、146 + 179、146 + 180、146 + 178,B - 左下角数字 3 单点^^^B - 左下角数字 3 单点,B - 左下角数字 2 单点^^^B - 右下角数字 6 单点,114,195,35 - 0.1,146,B - 左下角数字 3 单点,B - 左下角数字 2 单点,114,195,508289,19 - 0.1
*,7,"1234喜欢你","王欣宇",,,分开,128 + 303,A - 左上角数字 3 单点^^^B - 右上角数字 3 单点,A - 右下角数字 7 单点^^^B - 左下角数字 7 单点,189,391,50 + 0.0,128、303,A - 左上角数字 3 单点,A - 右下角数字 7 单点,189,391,1061874,25 + 0.0
J,6,"芥末巧克力","杨丞琳",,红色,分开,70 + 199,A - 左上角数字 12 单点^^^B - 右下角数字 6 单点,A - 左下角数字 11 绿条开始^^^B - 右上角数字 11 绿条开始,120,274,53 - 0.4,199,B - 右下角数字 6 单点,B - 右上角数字 11 绿条开始,120,274,815768,26 + 0.3
,,"全部都是你","Dragon Pig",,红色,分开,49 + 125、49 + 126、49 + 127、49 + 129、49 + 130、49 + 132、49 + 133,A - 右上角数字 2 蓝条中间^^^B - 左下角数字 4 单点,A - 左下角数字 8 单点^^^B - 右下角数字 4 蓝条结尾,84,168,56 + 0.0,125、126、127、129、130、132、133,B - 左下角数字 4 单点,B - 右下角数字 4 蓝条结尾,84,168,648492,28 + 0.0
K,7,"KNOCK KNOCK","TWICE",,红色,分开,90 + 234、90 + 235,A - 左下角数字 1 蓝条开始^^^B - 右上角数字 3 绿条中间,A - 右下角数字 6 绿条开始^^^B - 左边数字 5 单点,134,345,61 - 0.4,90,A - 左下角数字 1 蓝条开始,A - 右下角数字 6 绿条开始,134,345,1080890,31 + 0.3
J,7,"就是你","范玮琪",,红色,分开,241 + 413、241 + 416、293 + 413、293 + 416,B - 左下角数字 5 单点^^^B - 下面数字 6 绿条中间,B - 左上角数字 13 绿条中间^^^B - 右上角数字 9 蓝条结尾、左上角数字 10 绿条开始,219,494,52 + 0.4,413、416,B - 下面数字 6 绿条中间,B - 右上角数字 9 蓝条结尾、左上角数字 10 绿条开始,219,494,982019,27 + 0.4
,,"吸引定律","Awaken-F",,红色,分开,145 + 165,B - 右下角数字 2 单点^^^B - 左下角数字 8 单点,B - 左下角数字 7 单点^^^B - 右边数字 11 单点,98,192,37 - 0.2,157、158、159、160、161、162、163、164、165,B - 左下角数字 12 单点,B - 右上角数字 3 单点,98,192,587927,19 - 0.1
L,10,"恋のパーフェクト微分方程式","ユウノウミ",,,分开,232 + 513,A - 左上角数字 2 蓝条开始^^^B - 右下角数字 2 蓝条开始,A - 左边数字 7 单点^^^B - 右边数字 7 单点,314,595,66 - 0.2,232、513,A - 左上角数字 2 蓝条开始,A - 左边数字 7 单点,314,595,1681048,33 - 0.1
M,6,"漫时光","QQ炫舞",,,分开,131 + 223、131 + 262、223 + 262,A - 左下角数字 1 单点^^^B - 左上角数字 1 单点,A - 上面数字 6 绿条开始^^^B - 上面数字 6 绿条开始,202,350,44 - 0.4,131、223、262,A - 左下角数字 1 单点,A - 上面数字 6 绿条开始,202,350,891724,22 - 0.2
,,"空山新雨后","音阙诗听/锦零",,红色,分开,143 + 179、143 + 180、143 + 181、143 + 179、143 + 180、143 + 181、143 + 179、143 + 180、143 + 181、143 + 179,B - 右上角数字 4 单点^^^B - 右下角数字 3 绿条中间,B - 右下角数字 8 单点^^^B - 左下角数字 8 单点,101,214,41 + 0.2,143、144、145、146,B - 右上角数字 4 单点,B - 右下角数字 8 单点,101,214,560887,21 - 0.1
C,10,"CLEAR","坂本真綾",,,分开,196 + 256、196 + 455、196 + 456、196 + 515、197 + 256、197 + 455、197 + 456、197 + 515、256 + 455、256 + 456,A - 左上角数字 5 单点^^^A - 左下角数字 4 单点,A - 右下角数字 13 蓝条结尾、左上角数字 1 单点^^^A - 右上角数字 7 蓝条结尾、左下角数字 8 单点,318,677,88 + 0.0,196、197、256、455、456、515,A - 左上角数字 5 单点,A - 右下角数字 13 蓝条结尾、左上角数字 1 单点,318,677,2046180,44 + 0.0
G,10,"更新","Sabão",,,分开,467 + 514,B - 左下角数字 1 单点^^^B - 右上角数字 1 单点,B - 右下角数字 6 单点^^^B - 左上角数字 6 单点,245,547,60 + 0.0,467、514,B - 左下角数字 1 单点,B - 右下角数字 6 单点,245,547,1713090,30 + 0.0
Y,6,"夜空中最亮的星","逃跑计划",,红色,分开,76 + 195、76 + 196、76 + 197,A - 右下角数字 8 蓝条中间^^^B - 左上角数字 6 单点,A - 左下角数字 7 蓝条结尾^^^B - 右边数字 1 单点,178,329,56 - 0.2,195、196、197,B - 左上角数字 6 单点,B - 右边数字 1 单点,178,329,959010,29 + 0.0
T,8,"TOUCH MY HEART","罗志祥",,红色,分开,147 + 300,A - 右下角数字 7 绿条结尾、左上角数字 8 蓝条开始^^^B - 左下角数字 8 绿条结尾、右上角数字 9 蓝条开始,A - 右下角数字 4 单点^^^B - 左下角数字 4 单点,236,432,57 + 0.2,147、300,A - 右下角数字 7 绿条结尾、左上角数字 8 蓝条开始,A - 右下角数字 4 单点,236,432,1069674,29 - 0.4
B,8,"Brave Heart","宮崎歩",,,分开,215 + 269、216 + 269、269 + 496、269 + 497,A - 左下角数字 2 单点^^^A - 右上角数字 9 单点,A - 右下角数字 5 蓝条中间^^^A - 右下角数字 5 绿条中间、左下角数字 5 绿条中间,317,567,54 - 0.3,269,A - 右上角数字 9 单点,A - 右下角数字 5 绿条中间、左下角数字 5 绿条中间,317,567,1248694,28 - 0.5
W,7,"Wolves","Selena Gomez/Marshmello",,,存气,187 + 309、187 + 310、188 + 309、188 + 310、189 + 309,A - 左上角数字 15 单点^^^B - 右上角数字 1 单点,A - 右下角数字 16 蓝条结尾^^^B - 左上角数字 7 单点,214,431,47 - 0.5,375,B - 右下角数字 14 单点,B - 右上角数字 1 绿条中间,214,431,1024976,23 + 0.3
P,7,"Play It Cool","Steve Aoki/MONSTA X",,红色,分开,157 + 236、157 + 237、157 + 238、157 + 249、168 + 236、168 + 237、168 + 238、168 + 249,B - 左下角数字 2 单点^^^B - 右下角数字 1 单点,B - 左下角数字 5 单点^^^B - 左下角数字 3 蓝条结尾,143,297,46 - 0.4,157、168、236、237、238、249,B - 左下角数字 2 单点,B - 左下角数字 5 单点,143,297,797710,23 - 0.2
*,10,"123我爱你(困难版)","新乐尘符",,,分开,465 + 537、465 + 538、465 + 539、466 + 537、466 + 538、466 + 539、467 + 537、467 + 538、467 + 539,B - 下面数字 4 单点^^^B - 下面数字 4 单点,B - 下面数字 7 蓝条结尾、左下角数字 8 蓝条开始^^^B - 下面数字 7 蓝条结尾、右下角数字 8 蓝条开始,389,764,79 + 0.2,465、466、467、537、538、539,B - 下面数字 4 单点,B - 下面数字 7 蓝条结尾、左下角数字 8 蓝条开始,389,764,1988520,40 - 0.4
,,"Loved","Highlight",,红色,分开,50 + 165、51 + 165、52 + 165,A - 左边数字 1 单点^^^B - 左下角数字 4 单点,A - 左上角数字 7 单点^^^B - 右下角数字 8 单点,161,311,46 - 0.1,165,B - 左下角数字 4 单点,B - 右下角数字 8 单点,161,311,828388,24 - 0.1
S,7,"Synchronise","INFINITE",,红色,分开,129 + 285、129 + 286、129 + 291、129 + 293、129 + 295、129 + 296、129 + 307、129 + 285、129 + 286、129 + 291,A - 右上角数字 1 单点^^^B - 左下角数字 1 单点,A - 右下角数字 3 单点、左下角数字 3 单点^^^B - 右上角数字 3 单点、左上角数字 3 单点,168,347,52 + 0.0,129、130、135、137、139、140、285、286、291、293,A - 右上角数字 1 单点,A - 右下角数字 3 单点、左下角数字 3 单点,168,347,901433,26 + 0.0
M,10,"MY舞☆TONIGHT","Aqours",,,分开,139 + 609、140 + 609,A - 右下角数字 4 单点^^^B - 右上角数字 1 蓝条中间,A - 右上角数字 5 单点^^^B - 右上角数字 4 蓝条结尾、左下角数字 5 单点,419,889,83 - 0.5,609,B - 右上角数字 1 蓝条中间,B - 右上角数字 4 蓝条结尾、左下角数字 5 单点,419,889,2548399,42 + 0.0
F,6,"Flamingo","米津玄師",,红色,分开,137 + 261、137 + 262、137 + 263、137 + 267,A - 右上角数字 5 单点^^^B - 左上角数字 1 单点,A - 左下角数字 6 蓝条结尾^^^B - 中间数字 3 单点,165,328,49 - 0.4,137,A - 右上角数字 5 单点,A - 左下角数字 6 蓝条结尾,165,328,882925,25 - 0.2
C,9,"Crash","The Primitives",,,分开,450 + 501、450 + 502、450 + 503、450 + 505、450 + 506、450 + 507、450 + 508、450 + 509、450 + 501、450 + 502,B - 右下角数字 8 单点^^^B - 左上角数字 1 蓝条开始,B - 左上角数字 3 单点^^^B - 左下角数字 5 单点,235,549,57 + 0.0,450、451、452、453、454、456、457、458、459、460,B - 右下角数字 8 单点,B - 左上角数字 3 单点,235,549,1354902,29 - 0.5
S,10,"帅一个","罗志祥",,红色,分开,379 + 455,B - 右下角数字 3 蓝条中间^^^B - 左上角数字 3 蓝条中间,B - 右上角数字 6 蓝条结尾、左上角数字 7 绿条开始^^^B - 左下角数字 6 蓝条结尾、右下角数字 7 绿条开始,206,526,86 - 0.2,379、455,B - 右下角数字 3 蓝条中间,B - 右上角数字 6 蓝条结尾、左上角数字 7 绿条开始,206,526,1520428,43 - 0.1
